F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Subject,F16-ReportPage,F16-ParamMask,F16-HttpResponse,F16-Class<?>,F16-ReportGuiPackage,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-HttpRequestBase,F3-((ThroughputController)el).getMaxThroughput(),F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-PrintStream,F3-GenericController,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-JMeterFileFilter,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-String[],F3-Date,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-RemoteThreadsListener,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-Integer,F2-JTextComponent,F2-DateFormat,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-ReportGuiPackage,F2-Connection,F2-String,F2-HashTree,F2-MailerModel,F2-Long,F2-SaveService,F2-System,F2-Authorization,F2-Statement,F2-File,F2-Throwable,F6-java.util.Random,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.jmeter.protocol.jms.sampler.CollectionProperty,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.PrintStream,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getInstance,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-execute,F1-getSelectedFile,F1-printStackTrace,F1-valueOf,F1-setSelected,F1-exit,F1-getKey,F1-setText,F1-length,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AbstractTestElement,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.InputStreamReader,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-label,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-yAxisLabel,F9-NA,F9-lineColor,F9-random,F9-keyStore,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-HashTree,F4-String[],F4-Integer,F4-Container,F4-boolean,F4-File[],F4-long,F4-PreparedStatement,F4-JMeterProperty,F4-Node,F4-JTextField,F4-Object,F4-File,F4-void,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F8-SSLManager,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-USE_GROUP_NAME,F11-pct2Label,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-sumOfSquares,F11-CLEAR,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-pmouawad@unknown,F74,F73,F84,F146,status
12598,org/apache/jmeter/control/gui,org/apache/jmeter/control/gui/TransactionControllerGui.java,4002,True,10,6,1251,1,8,168,1,26,0.661111111111,48,29,0.604166666667,0.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,STYLE,0.141104294479,BC_UNCONFIRMED_CAST,20,3,1,0.0232558139535,0.00273597811218,0.00136798905609,1.0,0.260869565217,0.00918174453146,0.429928741093,0.373210604013,-0.45652173913,0.176380368098,0.20245398773,0.373210604013,-0.529411764706,1.0,6,5235,2369,8467,6,0.0,0,0,6,6,0.0151515151515,253,29,2,284,0,224,0,0.0861136804831,0,2332,0,1296,65,0,3693,1036,0.0751900621557,575,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3806,14044,17,3248,close
12598,org/apache/jmeter/control/gui,org/apache/jmeter/control/gui/TransactionControllerGui.java,4002,True,14,6,1251,1,8,168,1,26,0.75,48,29,0.604166666667,0.25,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,STYLE,0.141104294479,BC_UNCONFIRMED_CAST,20,3,1,0.0232558139535,0.00273597811218,0.00136798905609,1.0,0.260869565217,0.00918174453146,0.429928741093,0.373210604013,-0.45652173913,0.176380368098,0.20245398773,0.373210604013,-0.529411764706,1.0,6,5235,2369,8467,6,0.0,0,0,6,6,0.0151515151515,253,29,2,284,0,224,0,0.0861136804831,0,2332,0,1296,65,0,3693,1036,0.0751900621557,575,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3806,14044,17,3248,close
13761,org/apache/jmeter/control/gui,org/apache/jmeter/control/gui/WorkBenchGui.java,4525,True,4,9,1251,1,8,168,1,26,0.5,83,58,0.698795180723,0.75,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,STYLE,0.141104294479,BC_UNCONFIRMED_CAST,20,3,1,0.0232558139535,0.00136798905609,0.00136798905609,-1.0,0.260869565217,0.00918174453146,0.429928741093,0.373210604013,-0.45652173913,0.176380368098,0.20245398773,0.373210604013,-0.529411764706,-1.0,0,1345,636,4577,6,0.0,0,0,6,6,0.0151515151515,210,24,3,237,0,186,0,0.040440500378,0,2332,0,1296,65,0,3693,1036,0.0751900621557,1346,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4577,14044,17,3248,open
13761,org/apache/jmeter/engine,org/apache/jmeter/engine/ClientJMeterEngine.java,4525,True,15,10,749,1,0,87,1,17,0.505,141,38,0.269503546099,1.0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,STYLE,0.0889570552147,REC_CATCH_EXCEPTION,20,3,1,0.0136798905609,0.00136798905609,0.00136798905609,-1.0,0.275862068966,0.00951248513674,0.429928741093,0.373210604013,-0.431034482759,0.176380368098,0.20245398773,0.373210604013,0.0,-1.0,19,5235,2369,8467,1,0.0,0,2,-1,3,0.00178890876565,246,168,11,425,0,78,0,0.107429772813,0,2027,0,1582,251,0,3860,445,0.0617528919643,643,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3874,14044,86,3317,open
13761,org/apache/jmeter/engine,org/apache/jmeter/engine/JMeterEngineException.java,4525,True,0,4,749,1,4,87,1,17,0.681818181818,17,20,1.17647058824,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,STYLE,0.187116564417,RI_REDUNDANT_INTERFACES,20,3,0,0.0136798905609,0.00136798905609,0.0,0.0,0.844262295082,0.00626111772309,0.429928741093,0.373210604013,0.688524590164,0.176380368098,0.20245398773,0.373210604013,0.0,-1.0,12,10529,4525,13761,1,0.0,0,2,-1,3,0.00178890876565,51,8,0,59,0,43,0,0.0682292081469,0,2027,0,1582,251,0,3860,445,0.0617528919643,3510,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,6742,14044,86,3317,open
13761,org/apache/jmeter/engine,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,True,29,28,749,3,8,87,8,17,0.831632653061,420,95,0.22619047619,0.862068965517,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,STYLE,0.0184049079755,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.0136798905609,0.00820793433653,0.00136798905609,-1.0,0.166666666667,0.00661375661376,0.429928741093,0.373210604013,-0.666666666667,0.176380368098,0.20245398773,0.373210604013,0.0,0.666666666667,133,10127,4249,13359,1,0.0,0,2,-1,3,0.00178890876565,869,802,211,1882,0,67,0,0.115851264574,0,2027,0,1582,251,0,3860,445,0.0617528919643,1099,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,4330,14044,86,3317,open
13761,org/apache/jmeter/engine,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,True,119,28,749,3,12,87,30,17,0.768707482993,420,95,0.22619047619,0.983193277311,68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,BAD_PRACTICE,0.010736196319,DM_EXIT,16,2,4,0.0136798905609,0.00820793433653,0.00547195622435,1.0,0.857142857143,0.015306122449,0.5,0.116967120181,0.714285714286,0.0322085889571,0.0291411042945,0.116967120181,0.0,0.666666666667,111,8937,3884,12169,1,0.0,0,2,-1,3,0.00178890876565,869,802,211,1882,0,67,0,0.115851264574,0,2027,0,1582,251,0,3860,445,0.0617528919643,1099,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,4330,14044,86,3317,close
13761,org/apache/jmeter/engine,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,True,4,28,749,3,8,87,1,17,0.27380952381,420,95,0.22619047619,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,STYLE,0.0245398773006,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,15,1,1,0.0136798905609,0.00820793433653,0.00136798905609,1.0,0.3125,0.0102306547619,0.429928741093,0.373210604013,-0.375,0.176380368098,0.20245398773,0.373210604013,0.0,0.666666666667,68,5235,2369,8467,1,0.0,0,2,-1,3,0.00178890876565,869,802,211,1882,0,67,0,0.115851264574,0,2027,0,1582,251,0,3860,445,0.0617528919643,1099,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4330,14044,86,3317,close
13761,org/apache/jmeter/engine,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,True,119,28,749,3,20,87,30,17,0.959183673469,420,95,0.22619047619,0.983193277311,68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,BAD_PRACTICE,0.010736196319,DM_EXIT,16,2,4,0.0136798905609,0.00820793433653,0.00547195622435,1.0,0.857142857143,0.015306122449,0.5,0.116967120181,0.714285714286,0.0322085889571,0.0291411042945,0.116967120181,0.0,0.666666666667,111,8937,3884,12169,1,0.0,0,2,-1,3,0.00178890876565,869,802,211,1882,0,67,0,0.115851264574,0,2027,0,1582,251,0,3860,445,0.0617528919643,1099,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,4330,14044,86,3317,close
13761,org/apache/jmeter/engine,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,True,119,28,749,3,0,87,30,17,0.486394557823,420,95,0.22619047619,1.0,68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,BAD_PRACTICE,0.010736196319,DM_EXIT,16,2,4,0.0136798905609,0.00820793433653,0.00547195622435,1.0,0.857142857143,0.015306122449,0.5,0.116967120181,0.714285714286,0.0322085889571,0.0291411042945,0.116967120181,0.0,0.666666666667,118,9749,4072,12981,1,0.0,0,2,-1,3,0.00178890876565,869,802,211,1882,0,67,0,0.115851264574,0,2027,0,1582,251,0,3860,445,0.0617528919643,1099,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,4330,14044,86,3317,close
13761,org/apache/jmeter/engine,org/apache/jmeter/engine/StandardJMeterEngine.java,4525,True,119,28,749,3,0,87,30,17,0.471088435374,420,95,0.22619047619,1.0,68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,STYLE,0.00306748466258,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,20,3,4,0.0136798905609,0.00820793433653,0.00547195622435,1.0,1.0,0.0,0.429928741093,0.373210604013,1.0,0.176380368098,0.20245398773,0.373210604013,0.0,0.666666666667,22,2241,904,5473,1,0.0,0,2,-1,3,0.00178890876565,869,802,211,1882,0,67,0,0.115851264574,0,2027,0,1582,251,0,3860,445,0.0617528919643,1099,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4330,14044,86,3317,close
10182,org/apache/jmeter/engine/util,org/apache/jmeter/engine/util/CompoundVariable.java,2915,True,0,15,495,1,0,52,1,12,0.381742738589,175,38,0.217142857143,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,STYLE,0.0889570552147,REC_CATCH_EXCEPTION,20,3,1,0.00136798905609,0.00136798905609,0.00136798905609,-1.0,0.275862068966,0.00951248513674,0.429928741093,0.373210604013,-0.431034482759,0.176380368098,0.20245398773,0.373210604013,-1.0,-1.0,14,5235,2369,8467,63,0.235294117647,2,28,35,93,0.0974707109458,238,259,10,507,7,-21,11,0.0784928814487,20,1524,2,915,29,4,2468,609,0.0671243392812,193,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3424,14044,78,3309,open
4850,org/apache/jmeter/extractor,org/apache/jmeter/extractor/BSFPostProcessor.java,764,True,0,1,858,1,6,106,1,15,0.591836734694,27,17,0.62962962963,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,STYLE,0.187116564417,RI_REDUNDANT_INTERFACES,20,3,0,0.0109439124487,0.00136798905609,0.0,0.0,0.844262295082,0.00626111772309,0.429928741093,0.373210604013,0.688524590164,0.176380368098,0.20245398773,0.373210604013,0.75,1.0,4,5376,2423,8608,50,0.0,0,6,44,56,0.0219868508053,28,1,0,29,0,27,0,0.0196723035383,0,1163,0,319,141,0,1623,844,0.09359368391,1619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4850,14044,90,3321,open
