F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-PreparedStatement,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Subject,F16-ParamMask,F16-HttpResponse,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-HttpRequestBase,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-JMeterFileFilter,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-Node,F3-String[],F3-Arguments,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-RemoteThreadsListener,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-JTextComponent,F2-Entry<Object Object>,F2-AbstractVisualizer,F2-AbstractButton,F2-ExecutorService,F2-Matcher,F2-AnnotatedTestCase,F2-String,F2-HashTree,F2-MailerModel,F2-Element,F2-Long,F2-SaveService,F2-System,F2-Authorization,F2-Attribute,F2-Statement,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.jmeter.protocol.jms.sampler.CollectionProperty,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.File,F6-java.lang.String,F6-java.io.OutputStreamWriter,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getInstance,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-execute,F1-valueOf,F1-setSelected,F1-promptToSaveFile,F1-setDelay,F1-getKey,F1-exit,F1-setText,F1-setArguments,F5-java.util.zip.InflaterInputStream,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.InputStreamReader,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-label,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-yAxisLabel,F9-NA,F9-lineColor,F9-random,F9-keyStore,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-ExecutorService,F4-String[],F4-Integer,F4-Container,F4-boolean,F4-File[],F4-Future,F4-long,F4-JMeterProperty,F4-JTextField,F4-Object,F4-void,F4-List,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F4-CallableStatement,F8-SSLManager,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-USE_GROUP_NAME,F11-pct2Label,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-sumOfSquares,F11-CLEAR,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,F74,F73,F84,F146,category
4849,org/apache/jmeter/gui/action,org/apache/jmeter/gui/action/Save.java,945,True,0,6,2416,3,13,191,1,60,0.81981981982,270,134,0.496296296296,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,PERFORMANCE,0.0522875816993,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.0218023255814,0.00290697674419,0.0,0.0,0.71875,0.0288783482143,0.704545454545,0.167767989734,0.4375,0.0424836601307,0.0326797385621,0.167767989734,-0.2,-1.0,7,2003,945,4849,14,0.133333333333,0,3,11,17,0.00547599076231,324,210,17,551,1,114,1,0.0791668324466,2,5267,0,2117,225,0,7609,3150,0.0654361280486,62,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2907,14044,2,2847,1
13761,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeListener.java,4706,True,6,21,518,1,0,68,1,8,0.647773279352,149,65,0.436241610738,1.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,STYLE,0.0980392156863,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,2,0.0101744186047,0.00726744186047,0.00290697674419,-1.0,0.05,0.0022619047619,0.386363636364,0.433865447799,-0.883333333333,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,4,1694,791,4540,2,0.0223463687151,0,2,0,4,0.00372439478585,154,364,1,519,2,-210,2,0.0693026893409,4,670,0,777,25,0,1472,-107,0.0750449163989,158,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3003,14044,158,3003,1
13761,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeListener.java,4706,True,4,21,518,1,8,68,1,8,0.595141700405,149,65,0.436241610738,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,STYLE,0.0980392156863,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0101744186047,0.00726744186047,0.00145348837209,-1.0,0.05,0.0022619047619,0.386363636364,0.433865447799,-0.883333333333,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,35,10427,4386,13273,2,0.0223463687151,0,2,0,4,0.00372439478585,154,364,1,519,2,-210,2,0.0693026893409,4,670,0,777,25,0,1472,-107,0.0750449163989,158,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3003,14044,158,3003,1
13761,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeListener.java,4706,True,11,21,518,1,8,68,3,8,0.542510121457,149,65,0.436241610738,0.181818181818,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,STYLE,0.0980392156863,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0101744186047,0.00726744186047,0.00145348837209,-1.0,0.05,0.0022619047619,0.386363636364,0.433865447799,-0.883333333333,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,35,10427,4386,13273,2,0.0223463687151,0,2,0,4,0.00372439478585,154,364,1,519,2,-210,2,0.0693026893409,4,670,0,777,25,0,1472,-107,0.0750449163989,158,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3003,14044,158,3003,1
13761,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeListener.java,4706,True,18,21,518,1,8,68,5,8,0.736842105263,149,65,0.436241610738,0.222222222222,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,STYLE,0.0980392156863,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0101744186047,0.00726744186047,0.00145348837209,-1.0,0.05,0.0022619047619,0.386363636364,0.433865447799,-0.883333333333,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,35,10427,4386,13273,2,0.0223463687151,0,2,0,4,0.00372439478585,154,364,1,519,2,-210,2,0.0693026893409,4,670,0,777,25,0,1472,-107,0.0750449163989,158,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3003,14044,158,3003,1
13761,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeListener.java,4706,True,6,21,518,1,8,68,1,8,0.643724696356,149,65,0.436241610738,0.666666666667,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,STYLE,0.0980392156863,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,2,0.0101744186047,0.00726744186047,0.00290697674419,-1.0,0.05,0.0022619047619,0.386363636364,0.433865447799,-0.883333333333,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,3,1302,678,4148,2,0.0223463687151,0,2,0,4,0.00372439478585,154,364,1,519,2,-210,2,0.0693026893409,4,670,0,777,25,0,1472,-107,0.0750449163989,158,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3003,14044,158,3003,1
4552,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeTransferHandler.java,805,True,38,8,518,3,8,68,11,8,0.537974683544,216,40,0.185185185185,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,STYLE,0.0179738562092,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.0101744186047,0.00290697674419,0.00145348837209,-1.0,0.0909090909091,0.00393545848091,0.386363636364,0.433865447799,-0.818181818182,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,5,1706,805,4552,2,0.0,0,2,0,4,0.00372439478585,85,40,15,140,0,45,0,0.187041373927,0,670,0,777,25,0,1472,-107,0.0750449163989,784,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3629,14044,158,3003,1
4552,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeTransferHandler.java,805,True,54,8,518,3,8,68,9,8,0.737341772152,216,40,0.185185185185,0.425925925926,31,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,STYLE,0.0179738562092,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.0101744186047,0.00290697674419,0.00145348837209,-1.0,0.0909090909091,0.00393545848091,0.386363636364,0.433865447799,-0.818181818182,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,5,1706,805,4552,2,0.0,0,2,0,4,0.00372439478585,85,40,15,140,0,45,0,0.187041373927,0,670,0,777,25,0,1472,-107,0.0750449163989,784,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3629,14044,158,3003,1
4849,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/FileListPanel.java,945,True,27,15,2231,1,12,249,7,45,0.945701357466,144,40,0.277777777778,0.518518518519,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,STYLE,0.0245098039216,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.0174418604651,0.00290697674419,0.00145348837209,-1.0,0.266666666667,0.00931216931217,0.386363636364,0.433865447799,-0.466666666667,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,10,5619,2550,8465,9,0.0,0,9,0,18,0.00262467191601,279,18,2,299,0,261,0,0.0813314642217,0,4748,0,2457,124,0,7329,2291,0.0930113538068,496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3341,14044,2,2847,1
8238,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/HeaderAsPropertyRenderer.java,2421,True,4,4,2231,1,8,249,1,45,0.577777777778,46,34,0.739130434783,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,MALICIOUS_CODE,0.0326797385621,EI_EXPOSE_REP2,18,2,1,0.0174418604651,0.00145348837209,0.00145348837209,-1.0,0.1,0.018,0.205882352941,0.11288569901,-0.8,0.00326797385621,0.00816993464052,0.11288569901,-1.0,-1.0,1,460,215,3306,9,0.0,0,9,0,18,0.00262467191601,20,5,3,28,0,15,0,0.0863279610458,0,4748,0,2457,124,0,7329,2291,0.0930113538068,379,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3224,14044,2,2847,1
6548,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/IconToolbarBean.java,1346,True,11,6,2231,1,0,249,1,45,0.660194174757,48,39,0.8125,1.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,STYLE,0.0915032679739,REC_CATCH_EXCEPTION,20,3,1,0.0174418604651,0.00145348837209,0.00145348837209,-1.0,0.214285714286,0.00801749271137,0.386363636364,0.433865447799,-0.553571428571,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,7,3702,1346,6548,9,0.0,0,9,0,18,0.00262467191601,14,15,0,29,0,-1,0,0.193576388889,0,4748,0,2457,124,0,7329,2291,0.0930113538068,330,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3175,14044,2,2847,1
7485,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/JMeterMenuBar.java,1953,True,9,35,2231,2,8,249,1,45,0.812720848057,585,122,0.208547008547,0.777777777778,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,STYLE,0.00326797385621,DLS_DEAD_LOCAL_STORE,20,3,1,0.0174418604651,0.00436046511628,0.00145348837209,-1.0,0.0,0.0,0.386363636364,0.433865447799,-1.0,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,18,3734,1355,6580,9,0.0,0,9,0,18,0.00262467191601,1373,354,30,1757,0,1019,0,0.10754807836,0,4748,0,2457,124,0,7329,2291,0.0930113538068,462,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3307,14044,2,2847,1
7485,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/JMeterMenuBar.java,1953,True,46,35,2231,2,0,249,8,45,0.305064782097,585,122,0.208547008547,1.0,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,STYLE,0.0915032679739,REC_CATCH_EXCEPTION,20,3,1,0.0174418604651,0.00436046511628,0.00145348837209,-1.0,0.214285714286,0.00801749271137,0.386363636364,0.433865447799,-0.553571428571,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,77,10915,4706,13761,9,0.0,0,9,0,18,0.00262467191601,1373,354,30,1757,0,1019,0,0.10754807836,0,4748,0,2457,124,0,7329,2291,0.0930113538068,462,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,3307,14044,2,2847,1
