F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-PluginContainer,F16-RepositoryBase,F16-Profile,F16-RepositoryPolicy,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-void,F16-int,F16-ActivationOS,F16-boolean,F16-String,F16-Date,F16-ActivationProperty,F16-ConfigurationContainer,F16-FileSet,F16-Activation,F16-Model,F16-Settings,F3-NA,F3-planItemIterator.next(),F3-Model,F3-Class,F3-localRepository(),F3-DefaultBeanConfigurationRequest,F3-ArtifactRepository,F3-File,F3-RepositoryMetadata,F3-InputStream,F3-null,F3-boolean,F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-MavenProject,F7--,F7-+=,F7-NA,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<TransferEvent>,F12-List<String>,F17-static,F17-NA,F2-MetadataXpp3Reader,F2-NA,F2-Map<String String>,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-Short,F2-HashMap<String Artifact>,F2-MavenXpp3Reader,F2-String,F2-Collections,F2-ParamdocXpp3Reader,F2-Double,F2-Long,F2-Float,F2-DefaultInheritanceAssemblerTest,F2-List,F2-MavenProject,F2-MavenToolchainsXpp3Reader,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.maven.model.io.xpp3.RepositoryBase,F6-java.util.Properties,F6-java.util.HashMap,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-java.io.File,F6-org.apache.maven.project.DefaultProjectBuildingRequest,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.lifecycle.internal.ConcurrentBuildLogger,F6-org.apache.maven.model.io.xpp3.FileSet,F6-java.lang.StringBuilder,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.model.validation.SimpleProblemCollector,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-getProject,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getId,F1-getBasedir,F1-getPluginRepositories,F1-getBooleanValue,F1-longValue,F1-equals,F1-floatValue,F1-charAt,F1-getPlugins,F1-getName,F1-mkdirs,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.text.DateFormat,F9-request,F9-start,F9-buildStartTime,F9-username,F9-modelPool,F9-dependency,F9-startTime,F9-project,F9-executionPlanItem,F9-upstreamProject,F9-remoteRepositories,F9-dependant,F9-cpc,F9-graph,F9-stop,F9-plugin,F9-pomArtifact,F9-NA,F9-relocatedArtifact,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-DependencyManagement,F4-boolean,F4-InputStream,F4-long,F4-Date,F4-float,F4-char,F4-Object,F4-File,F4-void,F4-double,F4-List,F4-StringBuilder,F4-String,F4-int,F4-Build,F4-short,F4-Model,F4-byte,F8-Dependency,F8-DefaultMavenExecutionRequest,F8-MetadataResolutionResult,F8-DefaultProjectBuilderConfiguration,F8-Authentication,F8-ArtifactTransferEvent,F8-DependencyLogEntry,F8-CacheRecord,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-MojoExecution,F8-NA,F8-InternalConfig,F8-ProjectBuilder,F11-artifactExists,F11-NA,F11-artifactUri,F11-DEFAULT_USER_SETTINGS_FILE,F11-messages,F11-events,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-bimargulies@apache.org,F71-ogusakov@apache.org,F71-vsiveton@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-stephenc@apache.org,F71-bentmann@apache.org,F71-krosenvold@apache.org,F71-joakime@apache.org,F71-trygvis@apache.org,F71-jdcasey@apache.org,F74,F73,F84,F146,status
1168,org/apache/maven/model,org/apache/maven/model/PluginTest.java,669,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,3,CORRECTNESS,0.0433763188746,RV_RETURN_VALUE_IGNORED,8,3,1,0.127314814815,0.00347222222222,0.00115740740741,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00117233294256,0.00234466588511,0.0811631944444,-1.0,-1.0,1,1544,1271,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0126793998014,0,1480,0,37,0,0,1517,1443,0.0150683773787,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1168,10178,9463,0,open
1168,org/apache/maven/model,org/apache/maven/model/PluginTest.java,669,True,3,4,2568,1,8,718,1,83,0.625,24,23,0.958333333333,0.666666666667,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,3,STYLE,0.00117233294256,UC_USELESS_OBJECT_STACK,17,2,2,0.127314814815,0.00347222222222,0.00231481481481,-1.0,0.0,0.0,0.0739856801909,0.355314404169,-1.0,0.010550996483,0.0269636576788,0.355314404169,-1.0,-1.0,2,2720,1475,3432,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0126793998014,0,1480,0,37,0,0,1517,1443,0.0150683773787,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1168,10178,9463,0,open
1168,org/apache/maven/model,org/apache/maven/model/PluginTest.java,669,True,3,4,2568,1,4,718,1,83,0.642857142857,24,23,0.958333333333,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,3,STYLE,0.00117233294256,UC_USELESS_VOID_METHOD,20,3,2,0.127314814815,0.00347222222222,0.00231481481481,-1.0,0.0,0.0,0.0739856801909,0.355314404169,-1.0,0.010550996483,0.0269636576788,0.355314404169,-1.0,-1.0,2,2720,1475,3432,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0126793998014,0,1480,0,37,0,0,1517,1443,0.0150683773787,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1168,10178,9463,0,open
712,org/apache/maven/model,org/apache/maven/model/Prerequisites.java,0,True,0,5,2568,1,5,718,1,83,0.126050420168,52,52,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,1,BAD_PRACTICE,0.0996483001172,SE_NO_SERIALVERSIONID,19,3,0,0.127314814815,0.00115740740741,0.0,0.0,0.0,0.0,0.0617283950617,0.148627223638,-1.0,0.00234466588511,0.010550996483,0.148627223638,-1.0,-1.0,0,9466,3409,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9463,0,open
1168,org/apache/maven/model,org/apache/maven/model/PrerequisitesTest.java,669,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,1,CORRECTNESS,0.0433763188746,RV_RETURN_VALUE_IGNORED,8,3,1,0.127314814815,0.00115740740741,0.00115740740741,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00117233294256,0.00234466588511,0.0811631944444,-1.0,-1.0,1,1544,1271,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0122220043534,0,1480,0,37,0,0,1517,1443,0.0150683773787,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1168,10178,9463,0,open
712,org/apache/maven/model,org/apache/maven/model/Profile.java,0,True,0,10,2568,1,4,718,1,83,0.0934065934066,74,80,1.08108108108,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,2,STYLE,0.0269636576788,RI_REDUNDANT_INTERFACES,20,3,0,0.127314814815,0.00231481481481,0.0,0.0,0.0,0.0,0.0739856801909,0.355314404169,-1.0,0.010550996483,0.0269636576788,0.355314404169,-1.0,-1.0,0,9466,3409,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9463,0,open
712,org/apache/maven/model,org/apache/maven/model/Profile.java,0,True,0,10,2568,1,4,718,1,83,0.0934065934066,74,80,1.08108108108,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,2,BAD_PRACTICE,0.0996483001172,SE_NO_SERIALVERSIONID,19,3,0,0.127314814815,0.00231481481481,0.0,0.0,0.0,0.0,0.0617283950617,0.148627223638,-1.0,0.00234466588511,0.010550996483,0.148627223638,-1.0,-1.0,0,9466,3409,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9463,0,open
3432,org/apache/maven/model,org/apache/maven/model/ProfileTest.java,1475,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,1,CORRECTNESS,0.0433763188746,RV_RETURN_VALUE_IGNORED,8,3,1,0.127314814815,0.00115740740741,0.00115740740741,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00117233294256,0.00234466588511,0.0811631944444,-1.0,-1.0,1,1544,1271,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0117968519708,0,1480,0,37,0,0,1517,1443,0.0150683773787,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1168,10178,9463,0,open
712,org/apache/maven/model,org/apache/maven/model/Relocation.java,0,True,0,11,2568,1,4,718,1,83,0.0880829015544,79,90,1.13924050633,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,1,BAD_PRACTICE,0.0996483001172,SE_NO_SERIALVERSIONID,19,3,0,0.127314814815,0.00115740740741,0.0,0.0,0.0,0.0,0.0617283950617,0.148627223638,-1.0,0.00234466588511,0.010550996483,0.148627223638,-1.0,-1.0,0,9466,3409,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9463,0,open
3432,org/apache/maven/model,org/apache/maven/model/RelocationTest.java,1475,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,1,CORRECTNESS,0.0433763188746,RV_RETURN_VALUE_IGNORED,8,3,1,0.127314814815,0.00115740740741,0.00115740740741,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00117233294256,0.00234466588511,0.0811631944444,-1.0,-1.0,1,1544,1271,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0114006436336,0,1480,0,37,0,0,1517,1443,0.0150683773787,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1168,10178,9463,0,open
712,org/apache/maven/model,org/apache/maven/model/ReportPlugin.java,0,True,6,15,2568,1,0,718,2,83,0.87044534413,109,105,0.963302752294,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,3,STYLE,0.146541617819,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.127314814815,0.00347222222222,0.00115740740741,-1.0,0.04,0.00182857142857,0.0739856801909,0.355314404169,-0.808,0.010550996483,0.0269636576788,0.355314404169,-1.0,-1.0,0,9466,3409,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9463,0,open
712,org/apache/maven/model,org/apache/maven/model/ReportPlugin.java,0,True,0,15,2568,1,5,718,1,83,0.080971659919,109,105,0.963302752294,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,3,STYLE,0.0269636576788,RI_REDUNDANT_INTERFACES,20,3,0,0.127314814815,0.00347222222222,0.0,0.0,0.0,0.0,0.0739856801909,0.355314404169,-1.0,0.010550996483,0.0269636576788,0.355314404169,-1.0,-1.0,0,9466,3409,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9463,0,open
712,org/apache/maven/model,org/apache/maven/model/ReportPlugin.java,0,True,0,15,2568,1,5,718,1,83,0.080971659919,109,105,0.963302752294,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,3,BAD_PRACTICE,0.0996483001172,SE_NO_SERIALVERSIONID,19,3,0,0.127314814815,0.00347222222222,0.0,0.0,0.0,0.0,0.0617283950617,0.148627223638,-1.0,0.00234466588511,0.010550996483,0.148627223638,-1.0,-1.0,0,9466,3409,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9463,0,open
1168,org/apache/maven/model,org/apache/maven/model/ReportPluginTest.java,669,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,1,CORRECTNESS,0.0433763188746,RV_RETURN_VALUE_IGNORED,8,3,1,0.127314814815,0.00115740740741,0.00115740740741,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00117233294256,0.00234466588511,0.0811631944444,-1.0,-1.0,1,1544,1271,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0110305156511,0,1480,0,37,0,0,1517,1443,0.0150683773787,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1168,10178,9463,0,open
712,org/apache/maven/model,org/apache/maven/model/ReportSet.java,0,True,0,8,2568,1,5,718,1,83,0.107382550336,64,63,0.984375,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,2,STYLE,0.0269636576788,RI_REDUNDANT_INTERFACES,20,3,0,0.127314814815,0.00231481481481,0.0,0.0,0.0,0.0,0.0739856801909,0.355314404169,-1.0,0.010550996483,0.0269636576788,0.355314404169,-1.0,-1.0,0,9466,3409,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9463,0,open
