F72,F54,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-PatternSet,F16-RepositoryBase,F16-Profile,F16-RepositoryPolicy,F16-Plugin,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-Dependency,F16-void,F16-int,F16-boolean,F16-Repository,F16-Date,F16-String,F16-ConfigurationContainer,F16-PluginConfiguration,F16-Model,F16-Settings,F3-NA,F3-planItemIterator.next(),F3-Model,F3-Class,F3-localRepository(),F3-DefaultBeanConfigurationRequest,F3-ArtifactRepository,F3-File,F3-InputStream,F3-null,F3-boolean,F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-MavenProject,F3-TaskSegment,F7--,F7-+=,F7-NA,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<TransferEvent>,F12-List<String>,F17-static,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Map<String String>,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-StringTokenizer,F2-Short,F2-HashMap<String Artifact>,F2-String,F2-Iterator,F2-Collections,F2-Double,F2-ArtifactTransferEvent,F2-Long,F2-Float,F2-DefaultInheritanceAssemblerTest,F2-List,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.maven.model.io.xpp3.RepositoryBase,F6-java.util.HashMap,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-org.apache.maven.model.io.xpp3.ConfigurationContainer,F6-java.io.File,F6-org.apache.maven.project.DefaultProjectBuildingRequest,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.lifecycle.internal.ConcurrentBuildLogger,F6-org.apache.maven.model.io.xpp3.FileSet,F6-java.lang.StringBuilder,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.model.validation.SimpleProblemCollector,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-getProject,F1-doubleValue,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getRepositories,F1-getId,F1-intValue,F1-getBasedir,F1-getPluginRepositories,F1-longValue,F1-get,F1-equals,F1-floatValue,F1-charAt,F1-getName,F1-mkdirs,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.text.DateFormat,F9-request,F9-start,F9-buildStartTime,F9-modelPool,F9-dependency,F9-startTime,F9-project,F9-executionPlanItem,F9-upstreamProject,F9-modelCache,F9-remoteRepositories,F9-dependant,F9-cpc,F9-graph,F9-stop,F9-plugin,F9-pomArtifact,F9-NA,F9-relocatedArtifact,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-long,F4-Date,F4-float,F4-char,F4-Object,F4-File,F4-void,F4-double,F4-List,F4-StringBuilder,F4-int,F4-String,F4-Build,F4-short,F4-Model,F4-byte,F8-Dependency,F8-DefaultMavenExecutionRequest,F8-MetadataResolutionResult,F8-DefaultProjectBuilderConfiguration,F8-Authentication,F8-ArtifactTransferEvent,F8-DependencyLogEntry,F8-CacheRecord,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-MojoExecution,F8-NA,F8-InternalConfig,F8-ProjectBuilder,F11-artifactExists,F11-NA,F11-artifactUri,F11-DEFAULT_USER_SETTINGS_FILE,F11-messages,F11-events,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-handyande@apache.org,F71-ogusakov@apache.org,F71-vsiveton@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-bentmann@apache.org,F71-pgier@apache.org,F71-krosenvold@apache.org,F71-joakime@apache.org,F71-trygvis@apache.org,F71-jdcasey@apache.org,F74,F73,F84,F146,category
1168,org/apache/maven/model,org/apache/maven/model/RepositoryTest.java,272,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,2,CORRECTNESS,0.0416197975253,RV_RETURN_VALUE_IGNORED,8,3,1,0.122222222222,0.00222222222222,0.00111111111111,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00112485939258,0.00224971878515,0.0811631944444,-1.0,-1.0,1,1238,874,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0097652174714,0,1480,0,37,0,0,1517,1443,0.0150683773787,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1168,10178,9157,0,1
1168,org/apache/maven/model,org/apache/maven/model/RepositoryTest.java,272,True,3,4,2568,1,8,718,1,83,0.625,24,23,0.958333333333,0.666666666667,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,2,STYLE,0.00674915635546,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,17,2,1,0.122222222222,0.00222222222222,0.00111111111111,-1.0,0.166666666667,0.00661375661376,0.0788863109049,0.484470786562,-0.333333333333,0.0112485939258,0.0281214848144,0.484470786562,-1.0,-1.0,2,2414,1078,3432,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0097652174714,0,1480,0,37,0,0,1517,1443,0.0150683773787,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1168,10178,9157,0,1
1018,org/apache/maven/model,org/apache/maven/model/Resource.java,0,True,0,11,2568,1,4,718,1,83,0.0661478599222,71,161,2.2676056338,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,3,STYLE,0.0258717660292,RI_REDUNDANT_INTERFACES,20,3,0,0.122222222222,0.00333333333333,0.0,0.0,0.0,0.0,0.0788863109049,0.484470786562,-1.0,0.0112485939258,0.0281214848144,0.484470786562,-1.0,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,1
1018,org/apache/maven/model,org/apache/maven/model/Resource.java,0,True,0,11,2568,1,4,718,1,83,0.0661478599222,71,161,2.2676056338,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,3,BAD_PRACTICE,0.102362204724,SE_NO_SERIALVERSIONID,19,3,0,0.122222222222,0.00333333333333,0.0,0.0,0.043956043956,0.00262649438474,0.14371257485,0.279308243863,-0.912087912088,0.0101237345332,0.0247469066367,0.279308243863,-1.0,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,1
1018,org/apache/maven/model,org/apache/maven/model/Resource.java,0,True,5,11,2568,1,12,718,2,83,0.910505836576,71,161,2.2676056338,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,3,STYLE,0.00112485939258,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,17,2,1,0.122222222222,0.00333333333333,0.00111111111111,-1.0,0.0,0.0,0.0788863109049,0.484470786562,-1.0,0.0112485939258,0.0281214848144,0.484470786562,-1.0,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,1
3432,org/apache/maven/model,org/apache/maven/model/ResourceTest.java,1078,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,1,CORRECTNESS,0.0416197975253,RV_RETURN_VALUE_IGNORED,8,3,1,0.122222222222,0.00111111111111,0.00111111111111,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00112485939258,0.00224971878515,0.0811631944444,-1.0,-1.0,1,1238,874,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.00949355815702,0,1480,0,37,0,0,1517,1443,0.0150683773787,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1168,10178,9157,0,1
1018,org/apache/maven/model,org/apache/maven/model/Scm.java,0,True,0,11,2568,1,4,718,1,83,0.0860655737705,79,141,1.78481012658,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,1,BAD_PRACTICE,0.102362204724,SE_NO_SERIALVERSIONID,19,3,0,0.122222222222,0.00111111111111,0.0,0.0,0.043956043956,0.00262649438474,0.14371257485,0.279308243863,-0.912087912088,0.0101237345332,0.0247469066367,0.279308243863,-1.0,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,1
1168,org/apache/maven/model,org/apache/maven/model/ScmTest.java,272,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,1,CORRECTNESS,0.0416197975253,RV_RETURN_VALUE_IGNORED,8,3,1,0.122222222222,0.00111111111111,0.00111111111111,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00112485939258,0.00224971878515,0.0811631944444,-1.0,-1.0,1,1238,874,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.00923681425213,0,1480,0,37,0,0,1517,1443,0.0150683773787,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1168,10178,9157,0,1
1018,org/apache/maven/model,org/apache/maven/model/Site.java,0,True,0,9,2568,1,5,718,1,83,0.0819672131148,70,92,1.31428571429,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,1,BAD_PRACTICE,0.102362204724,SE_NO_SERIALVERSIONID,19,3,0,0.122222222222,0.00111111111111,0.0,0.0,0.043956043956,0.00262649438474,0.14371257485,0.279308243863,-0.912087912088,0.0101237345332,0.0247469066367,0.279308243863,-1.0,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,1
3432,org/apache/maven/model,org/apache/maven/model/SiteTest.java,1078,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,1,CORRECTNESS,0.0416197975253,RV_RETURN_VALUE_IGNORED,8,3,1,0.122222222222,0.00111111111111,0.00111111111111,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00112485939258,0.00224971878515,0.0811631944444,-1.0,-1.0,1,1238,874,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.00899378717933,0,1480,0,37,0,0,1517,1443,0.0150683773787,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1168,10178,9157,0,1
2264,org/apache/maven/model/building,org/apache/maven/model/building/DefaultModelBuilder.java,882,True,81,37,1488,2,0,284,15,38,0.256578947368,839,29,0.0345649582837,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,5,STYLE,0.145106861642,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.0133333333333,0.00555555555556,0.00222222222222,-1.0,0.0387596899225,0.00177416077903,0.0788863109049,0.484470786562,-0.806201550388,0.0112485939258,0.0281214848144,0.484470786562,-0.833333333333,-0.6,74,1246,882,2264,105,0.271400966184,1,30,75,136,0.0191151282682,916,179,69,1164,16,737,21,0.221665847588,38,2313,1,353,89,5,2755,1960,0.0999756282734,46,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1063,10178,46,1063,1
2264,org/apache/maven/model/building,org/apache/maven/model/building/DefaultModelBuilder.java,882,True,81,37,1488,2,20,284,15,38,0.301691729323,839,29,0.0345649582837,0.62962962963,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,5,PERFORMANCE,0.00674915635546,SBSC_USE_STRINGBUFFER_CONCATENATION,18,2,2,0.0133333333333,0.00555555555556,0.00222222222222,-1.0,0.0,0.0,0.18137254902,0.502713126855,-0.666666666667,0.00562429696288,0.0404949381327,0.502713126855,-0.833333333333,-0.6,44,966,821,1984,105,0.271400966184,1,30,75,136,0.0191151282682,916,179,69,1164,16,737,21,0.221665847588,38,2313,1,353,89,5,2755,1960,0.0999756282734,46,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1063,10178,46,1063,1
2264,org/apache/maven/model/building,org/apache/maven/model/building/DefaultModelBuilder.java,882,True,94,37,1488,2,20,284,27,38,0.874060150376,839,29,0.0345649582837,0.382978723404,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,5,PERFORMANCE,0.00674915635546,SBSC_USE_STRINGBUFFER_CONCATENATION,18,2,1,0.0133333333333,0.00555555555556,0.00111111111111,-1.0,0.0,0.0,0.18137254902,0.502713126855,-0.666666666667,0.00562429696288,0.0404949381327,0.502713126855,-0.833333333333,-0.6,44,966,821,1984,105,0.271400966184,1,30,75,136,0.0191151282682,916,179,69,1164,16,737,21,0.221665847588,38,2313,1,353,89,5,2755,1960,0.0999756282734,46,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1063,10178,46,1063,1
2264,org/apache/maven/model/building,org/apache/maven/model/building/DefaultModelBuilder.java,882,True,36,37,1488,2,0,284,12,38,0.578007518797,839,29,0.0345649582837,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,5,PERFORMANCE,0.00787401574803,WMI_WRONG_MAP_ITERATOR,18,2,1,0.0133333333333,0.00555555555556,0.00111111111111,-1.0,0.571428571429,0.0204081632653,0.18137254902,0.502713126855,0.142857142857,0.00562429696288,0.0404949381327,0.502713126855,-0.833333333333,-0.6,19,566,605,1584,105,0.271400966184,1,30,75,136,0.0191151282682,916,179,69,1164,16,737,21,0.221665847588,38,2313,1,353,89,5,2755,1960,0.0999756282734,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1063,10178,46,1063,1
