F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-DependencyManagement,F16-RepositoryBase,F16-RepositoryPolicy,F16-Plugin,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-void,F16-int,F16-Artifact,F16-boolean,F16-Repository,F16-String,F16-Date,F16-Resource,F16-Activation,F16-Model,F16-Settings,F16-Notifier,F3-NA,F3-Model,F3-VersionRange,F3-localRepository(),F3-problems.getModel(),F3-DefaultBeanConfigurationRequest,F3-File,F3-InputStream,F3-null,F3-boolean,F3-settingsSource.getInputStream(),F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-ModelBuildingRequest,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-Map<String >,F7--,F7-+=,F7-NA,F7-*,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<TransferEvent>,F12-List<String>,F17-final,F17-NA,F2-Class,F2-NA,F2-Map<String String>,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-StringTokenizer,F2-Short,F2-SettingsXpp3Reader,F2-HashMap<String Artifact>,F2-String,F2-MavenRepositorySystem,F2-Collections,F2-Double,F2-Long,F2-Float,F2-DefaultInheritanceAssemblerTest,F2-DefaultModelValidatorTest,F2-MavenToolchainsXpp3Reader,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.maven.model.io.xpp3.RepositoryBase,F6-java.util.ArrayList,F6-java.util.Properties,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-org.apache.maven.model.building.FileModelSource,F6-java.io.File,F6-org.apache.maven.project.DefaultProjectBuildingRequest,F6-org.apache.maven.repository.internal.VersionRequest,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.model.io.xpp3.FileSet,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.model.validation.SimpleProblemCollector,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-getProject,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getBasedir,F1-getPluginRepositories,F1-getBooleanValue,F1-longValue,F1-floatValue,F1-charAt,F1-getPlugins,F1-getTouchfile,F1-read,F1-getName,F1-mkdirs,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F9-request,F9-slf4jBinding,F9-artifacts,F9-buildStartTime,F9-modelPool,F9-dependency,F9-startTime,F9-project,F9-remoteRepositories,F9-dependant,F9-supported,F9-cpc,F9-graph,F9-pomArtifact,F9-originatingArtifact,F9-NA,F9-relocatedArtifact,F9-pomFile,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-long,F4-Artifact,F4-Date,F4-float,F4-char,F4-byte[],F4-File,F4-void,F4-double,F4-List,F4-String,F4-int,F4-Build,F4-short,F4-Model,F4-byte,F8-Dependency,F8-DefaultMavenExecutionRequest,F8-MetadataResolutionResult,F8-DefaultProjectBuilderConfiguration,F8-ArtifactTransferEvent,F8-UnsupportedSlf4jBindingConfiguration,F8-CacheRecord,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-NA,F8-DefaultModelBuildingRequest,F8-InternalConfig,F8-ProjectBuilder,F11-lifecyclePhase,F11-artifactExists,F11-NA,F11-artifactUri,F11-messages,F11-events,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-stephen.alan.connolly@gmail.com,F71-ogusakov@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-aheritier@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-rfscholte@codehaus.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-igor@ifedorenko.com,F71-bentmann@apache.org,F71-jason@tesla.io,F71-krosenvold@apache.org,F71-michaelo@apache.org,F71-jdcasey@apache.org,F74,F73,F84,F146,status
363,org/apache/maven/bridge,org/apache/maven/bridge/MavenRepositorySystem.java,179,True,3,35,396,1,8,40,2,2,0.914651493599,561,33,0.0588235294118,0.666666666667,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,BAD_PRACTICE,0.0127610208817,NM_METHOD_NAMING_CONVENTION,19,3,1,0.0114416475973,0.0114416475973,0.00114416475973,-1.0,0.0,0.0,0.0180722891566,0.143046799518,-1.0,0.00232018561485,0.00232018561485,0.143046799518,-1.0,-1.0,2,96,179,363,4,0.222222222222,0,0,4,4,0.111111111111,541,0,0,541,0,541,4,0.466740250184,4,710,0,0,0,4,710,710,0.321574717994,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,305,10178,33,305,open
363,org/apache/maven/bridge,org/apache/maven/bridge/MavenRepositorySystem.java,179,True,3,35,396,1,8,40,2,2,0.893314366999,561,33,0.0588235294118,0.666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,BAD_PRACTICE,0.0127610208817,NM_METHOD_NAMING_CONVENTION,19,3,1,0.0114416475973,0.0114416475973,0.00114416475973,-1.0,0.0,0.0,0.0180722891566,0.143046799518,-1.0,0.00232018561485,0.00232018561485,0.143046799518,-1.0,-1.0,2,96,179,363,4,0.222222222222,0,0,4,4,0.111111111111,541,0,0,541,0,541,4,0.466740250184,4,710,0,0,0,4,710,710,0.321574717994,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,305,10178,33,305,open
363,org/apache/maven/bridge,org/apache/maven/bridge/MavenRepositorySystem.java,179,True,3,35,396,1,8,40,2,2,0.900426742532,561,33,0.0588235294118,0.666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,BAD_PRACTICE,0.0127610208817,NM_METHOD_NAMING_CONVENTION,19,3,1,0.0114416475973,0.0114416475973,0.00114416475973,-1.0,0.0,0.0,0.0180722891566,0.143046799518,-1.0,0.00232018561485,0.00232018561485,0.143046799518,-1.0,-1.0,2,96,179,363,4,0.222222222222,0,0,4,4,0.111111111111,541,0,0,541,0,541,4,0.466740250184,4,710,0,0,0,4,710,710,0.321574717994,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,305,10178,33,305,open
363,org/apache/maven/bridge,org/apache/maven/bridge/MavenRepositorySystem.java,179,True,3,35,396,1,8,40,2,2,0.886201991465,561,33,0.0588235294118,0.666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,BAD_PRACTICE,0.0127610208817,NM_METHOD_NAMING_CONVENTION,19,3,2,0.0114416475973,0.0114416475973,0.00228832951945,-1.0,0.0,0.0,0.0180722891566,0.143046799518,-1.0,0.00232018561485,0.00232018561485,0.143046799518,-1.0,-1.0,2,96,179,363,4,0.222222222222,0,0,4,4,0.111111111111,541,0,0,541,0,541,4,0.466740250184,4,710,0,0,0,4,710,710,0.321574717994,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,305,10178,33,305,open
363,org/apache/maven/bridge,org/apache/maven/bridge/MavenRepositorySystem.java,179,True,3,35,396,1,8,40,2,2,0.907539118065,561,33,0.0588235294118,0.666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,BAD_PRACTICE,0.0127610208817,NM_METHOD_NAMING_CONVENTION,19,3,2,0.0114416475973,0.0114416475973,0.00228832951945,-1.0,0.0,0.0,0.0180722891566,0.143046799518,-1.0,0.00232018561485,0.00232018561485,0.143046799518,-1.0,-1.0,2,96,179,363,4,0.222222222222,0,0,4,4,0.111111111111,541,0,0,541,0,541,4,0.466740250184,4,710,0,0,0,4,710,710,0.321574717994,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,305,10178,33,305,open
272,org/apache/maven/building,org/apache/maven/building/FileSourceTest.java,5,True,19,4,359,1,12,62,3,16,0.655913978495,63,18,0.285714285714,0.421052631579,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,I18N,0.0185614849188,DM_DEFAULT_ENCODING,19,1,1,0.00343249427918,0.00114416475973,0.00114416475973,1.0,0.25,0.1875,0.25,0.0,-0.25,0.00348027842227,0.00116009280742,0.0,1.0,1.0,0,5,5,272,593,0.614035087719,0,3,590,596,0.202655819103,70,0,0,70,0,70,70,0.614035087719,70,593,0,3,0,70,596,590,0.202655819103,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,272,10178,11,272,close
272,org/apache/maven/building,org/apache/maven/building/StringSourceTest.java,5,True,18,3,359,1,12,62,3,16,0.544303797468,49,18,0.367346938776,0.388888888889,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,I18N,0.0185614849188,DM_DEFAULT_ENCODING,19,1,1,0.00343249427918,0.00114416475973,0.00114416475973,1.0,0.25,0.1875,0.25,0.0,-0.25,0.00348027842227,0.00116009280742,0.0,1.0,1.0,0,5,5,272,593,0.291457286432,0,3,590,596,0.202655819103,58,0,0,58,0,58,58,0.291457286432,58,593,0,3,0,58,596,590,0.202655819103,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,272,10178,11,272,close
272,org/apache/maven/building,org/apache/maven/building/UrlSourceTest.java,5,True,19,3,359,1,12,62,3,16,0.712643678161,58,18,0.310344827586,0.421052631579,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,I18N,0.0185614849188,DM_DEFAULT_ENCODING,19,1,1,0.00343249427918,0.00114416475973,0.00114416475973,1.0,0.25,0.1875,0.25,0.0,-0.25,0.00348027842227,0.00116009280742,0.0,1.0,1.0,0,5,5,272,593,0.219178082192,0,3,590,596,0.202655819103,64,0,0,64,0,64,64,0.219178082192,64,593,0,3,0,64,596,590,0.202655819103,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,272,10178,11,272,close
5626,org/apache/maven/cli,org/apache/maven/cli/CLIManager.java,3191,True,7,4,901,1,8,47,3,12,0.966789667897,173,35,0.202312138728,0.428571428571,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,I18N,0.0185614849188,DM_DEFAULT_ENCODING,19,1,1,0.00800915331808,0.00114416475973,0.00114416475973,-1.0,0.25,0.1875,0.25,0.0,-0.25,0.00348027842227,0.00116009280742,0.0,-1.0,-1.0,23,1596,1909,1863,54,0.00192307692308,5,5,49,64,0.00473738800225,278,261,4,543,0,17,2,0.0664722157948,2,3558,0,3231,498,2,7287,327,0.155412166912,15,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,281,10178,15,281,open
4237,org/apache/maven/cli,org/apache/maven/cli/CLIReportingUtils.java,2639,True,18,7,901,1,16,47,4,12,0.448780487805,143,38,0.265734265734,0.666666666667,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,PERFORMANCE,0.0232018561485,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,1,0.00800915331808,0.00114416475973,0.00114416475973,-1.0,0.0,0.0,0.031914893617,0.0109808633082,-0.95,0.0,0.00696055684455,0.0109808633082,-1.0,-1.0,5,193,325,460,54,0.0,5,5,49,64,0.00473738800225,325,790,36,1151,0,-465,0,0.158921172618,0,3558,0,3231,498,0,7287,327,0.155412166912,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,349,10178,15,281,open
307,org/apache/maven/cli,org/apache/maven/cli/MavenCliTest.java,43,True,11,2,901,1,8,47,1,12,0.730769230769,25,21,0.84,0.272727272727,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,STYLE,0.0800464037123,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00800915331808,0.00114416475973,0.00114416475973,-1.0,0.0434782608696,0.00231043898341,0.0220048899756,0.0292099903104,-0.855072463768,0.00348027842227,0.00696055684455,0.0292099903104,-1.0,-1.0,1,81,134,348,54,0.00031650577623,5,5,49,64,0.00473738800225,78,127,4,209,0,-49,0,0.244900614507,4,3558,4,3231,498,0,7287,327,0.155412166912,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,307,10178,15,281,open
331,org/apache/maven/cli/logging/impl,org/apache/maven/cli/logging/impl/UnsupportedSlf4jBindingConfiguration.java,67,True,4,2,81,1,6,8,1,7,0.638888888889,36,24,0.666666666667,0.625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,PERFORMANCE,0.00116009280742,DMI_COLLECTION_OF_URLS,16,1,1,0.00228832951945,0.00228832951945,0.00114416475973,-1.0,0.0,0.0,0.031914893617,0.0109808633082,-1.0,0.0,0.00696055684455,0.0109808633082,-1.0,-1.0,1,64,67,331,0,0.000172220787049,5,0,0,5,0.000107883773831,0,0,2,2,0,0,0,0.000172220787049,2,53,2,19,5,0,77,34,0.0326752031943,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,307,10178,41,307,open
1364,org/apache/maven/configuration,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,1569,True,8,6,172,4,8,39,1,11,0.918918918919,96,21,0.21875,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,STYLE,0.0800464037123,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00686498855835,0.00686498855835,0.00114416475973,-1.0,0.0434782608696,0.00231043898341,0.0220048899756,0.0292099903104,-0.855072463768,0.00348027842227,0.00696055684455,0.0292099903104,-0.666666666667,-0.666666666667,1,1097,1569,1364,0,0.0,27,0,0,27,0.000946211792371,10,0,0,10,0,10,0,0.0847457627119,0,176,0,0,27,0,203,176,0.056830173559,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1280,10178,41,307,open
1364,org/apache/maven/configuration,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,1569,True,8,6,172,4,8,39,1,11,0.567567567568,96,21,0.21875,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,STYLE,0.0800464037123,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00686498855835,0.00686498855835,0.00114416475973,-1.0,0.0434782608696,0.00231043898341,0.0220048899756,0.0292099903104,-0.855072463768,0.00348027842227,0.00696055684455,0.0292099903104,-0.666666666667,-0.666666666667,1,1097,1569,1364,0,0.0,27,0,0,27,0.000946211792371,10,0,0,10,0,10,0,0.0847457627119,0,176,0,0,27,0,203,176,0.056830173559,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1280,10178,41,307,open
1364,org/apache/maven/configuration,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,1569,True,24,6,172,4,8,39,2,11,0.817567567568,96,21,0.21875,0.916666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,STYLE,0.0800464037123,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00686498855835,0.00686498855835,0.00114416475973,-1.0,0.0434782608696,0.00231043898341,0.0220048899756,0.0292099903104,-0.855072463768,0.00348027842227,0.00696055684455,0.0292099903104,-0.666666666667,-0.666666666667,1,1097,1569,1364,0,0.0,27,0,0,27,0.000946211792371,10,0,0,10,0,10,0,0.0847457627119,0,176,0,0,27,0,203,176,0.056830173559,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1280,10178,41,307,open
