F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ArtifactResolutionException,F16-DependencyManagement,F16-RepositoryBase,F16-RepositoryPolicy,F16-Plugin,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-Dependency,F16-void,F16-int,F16-boolean,F16-Repository,F16-Date,F16-String,F16-Activation,F16-Model,F16-Settings,F16-Notifier,F3-NA,F3-planItemIterator.next(),F3-Model,F3-localRepository(),F3-problems.getModel(),F3-DefaultBeanConfigurationRequest,F3-File,F3-InputStream,F3-null,F3-ProjectSegment,F3-event.getSession(),F3-XmlPullParser,F3-String,F3-int,F3-ArtifactResolutionRequest,F3-ModelBuildingRequest,F3-Properties,F3-Artifact,F3-SimpleProblemCollector,F3-MavenProject,F7-+=,F7-NA,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<TransferEvent>,F12-List<String>,F17-static,F17-NA,F2-Class,F2-NA,F2-Map<String String>,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-Short,F2-SettingsXpp3Reader,F2-HashMap<String Artifact>,F2-String,F2-Collections,F2-ParamdocXpp3Reader,F2-Double,F2-Long,F2-Float,F2-DefaultInheritanceAssemblerTest,F2-DefaultModelValidatorTest,F2-List,F2-MavenToolchainsXpp3Reader,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.util.ArrayList,F6-java.util.Properties,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-org.apache.maven.model.building.FileModelSource,F6-java.io.File,F6-org.apache.maven.project.DefaultProjectBuildingRequest,F6-org.apache.maven.repository.internal.VersionRequest,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.lifecycle.internal.ConcurrentBuildLogger,F6-org.apache.maven.model.io.xpp3.FileSet,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.model.validation.SimpleProblemCollector,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-getProject,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getId,F1-intValue,F1-getBasedir,F1-getBooleanValue,F1-longValue,F1-equals,F1-floatValue,F1-charAt,F1-getPlugins,F1-getName,F1-mkdirs,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.text.DateFormat,F9-request,F9-start,F9-buildStartTime,F9-username,F9-modelPool,F9-dependency,F9-startTime,F9-project,F9-executionPlanItem,F9-upstreamProject,F9-remoteRepositories,F9-dependant,F9-cpc,F9-graph,F9-stop,F9-pomArtifact,F9-NA,F9-relocatedArtifact,F9-pomFile,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-Exception,F4-long,F4-Date,F4-float,F4-char,F4-byte[],F4-File,F4-void,F4-double,F4-List,F4-String,F4-int,F4-Build,F4-short,F4-Model,F4-byte,F8-Dependency,F8-DefaultMavenExecutionRequest,F8-MetadataResolutionResult,F8-DefaultProjectBuilderConfiguration,F8-Authentication,F8-ArtifactTransferEvent,F8-DependencyLogEntry,F8-CacheRecord,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-NA,F8-DefaultModelBuildingRequest,F8-InternalConfig,F8-ProjectBuilder,F11-lifecyclePhase,F11-artifactExists,F11-NA,F11-artifactUri,F11-DEFAULT_USER_SETTINGS_FILE,F11-messages,F11-events,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-stephen.alan.connolly@gmail.com,F71-ogusakov@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-aheritier@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-rfscholte@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-igor@ifedorenko.com,F71-bentmann@apache.org,F71-krosenvold@apache.org,F71-jason@tesla.io,F71-jdcasey@apache.org,F74,F73,F84,F146,status
1168,org/apache/maven/model,org/apache/maven/model/ModelTest.java,1034,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,1,CORRECTNESS,0.042189281642,RV_RETURN_VALUE_IGNORED,8,3,1,0.123873873874,0.00112612612613,0.00112612612613,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00114025085519,0.00228050171038,0.0811631944444,-1.0,-1.0,1,1739,1636,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0181329972114,0,1480,0,37,0,0,1517,1443,0.0150683773787,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1168,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/Notifier.java,0,True,0,18,2568,1,4,718,1,83,0.0481099656357,114,141,1.23684210526,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,1,BAD_PRACTICE,0.103762827822,SE_NO_SERIALVERSIONID,19,3,0,0.123873873874,0.00112612612613,0.0,0.0,0.0,0.0,0.059880239521,0.148993741598,-1.0,0.00228050171038,0.0102622576967,0.148993741598,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/Organization.java,0,True,0,7,2568,1,5,718,1,83,0.0955882352941,57,61,1.0701754386,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,1,BAD_PRACTICE,0.103762827822,SE_NO_SERIALVERSIONID,19,3,0,0.123873873874,0.00112612612613,0.0,0.0,0.0,0.0,0.059880239521,0.148993741598,-1.0,0.00228050171038,0.0102622576967,0.148993741598,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/Parent.java,0,True,0,13,2568,1,4,718,1,83,0.0736842105263,92,162,1.76086956522,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,1,BAD_PRACTICE,0.103762827822,SE_NO_SERIALVERSIONID,19,3,0,0.123873873874,0.00112612612613,0.0,0.0,0.0,0.0,0.059880239521,0.148993741598,-1.0,0.00228050171038,0.0102622576967,0.148993741598,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/PatternSet.java,0,True,0,12,2568,1,5,718,1,83,0.0565217391304,111,86,0.774774774775,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,1,BAD_PRACTICE,0.103762827822,SE_NO_SERIALVERSIONID,19,3,0,0.123873873874,0.00112612612613,0.0,0.0,0.0,0.0,0.059880239521,0.148993741598,-1.0,0.00228050171038,0.0102622576967,0.148993741598,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/Plugin.java,0,True,6,29,2568,1,0,718,2,83,0.798701298701,200,203,1.015,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,3,STYLE,0.147092360319,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.123873873874,0.00337837837838,0.00112612612613,-1.0,0.031007751938,0.0014307748218,0.0687203791469,0.358887020837,-0.829457364341,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/Plugin.java,0,True,0,29,2568,1,5,718,1,83,0.038961038961,200,203,1.015,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,3,STYLE,0.0262257696693,RI_REDUNDANT_INTERFACES,20,3,0,0.123873873874,0.00337837837838,0.0,0.0,0.0,0.0,0.0687203791469,0.358887020837,-1.0,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/Plugin.java,0,True,0,29,2568,1,5,718,1,83,0.038961038961,200,203,1.015,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,3,BAD_PRACTICE,0.103762827822,SE_NO_SERIALVERSIONID,19,3,0,0.123873873874,0.00337837837838,0.0,0.0,0.0,0.0,0.059880239521,0.148993741598,-1.0,0.00228050171038,0.0102622576967,0.148993741598,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/PluginConfiguration.java,0,True,0,3,2568,1,5,718,1,83,0.135416666667,33,51,1.54545454545,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,2,STYLE,0.0262257696693,RI_REDUNDANT_INTERFACES,20,3,0,0.123873873874,0.00225225225225,0.0,0.0,0.0,0.0,0.0687203791469,0.358887020837,-1.0,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/PluginConfiguration.java,0,True,0,3,2568,1,5,718,1,83,0.135416666667,33,51,1.54545454545,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,2,BAD_PRACTICE,0.103762827822,SE_NO_SERIALVERSIONID,19,3,0,0.123873873874,0.00225225225225,0.0,0.0,0.0,0.0,0.059880239521,0.148993741598,-1.0,0.00228050171038,0.0102622576967,0.148993741598,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
1168,org/apache/maven/model,org/apache/maven/model/PluginConfigurationTest.java,1034,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,1,CORRECTNESS,0.042189281642,RV_RETURN_VALUE_IGNORED,8,3,1,0.123873873874,0.00112612612613,0.00112612612613,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00114025085519,0.00228050171038,0.0811631944444,-1.0,-1.0,1,1739,1636,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0149180923142,0,1480,0,37,0,0,1517,1443,0.0150683773787,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1168,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/PluginContainer.java,0,True,0,9,2568,1,6,718,1,83,0.0722222222222,89,65,0.730337078652,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,1,BAD_PRACTICE,0.103762827822,SE_NO_SERIALVERSIONID,19,3,0,0.123873873874,0.00112612612613,0.0,0.0,0.0,0.0,0.059880239521,0.148993741598,-1.0,0.00228050171038,0.0102622576967,0.148993741598,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
3432,org/apache/maven/model,org/apache/maven/model/PluginContainerTest.java,1840,True,4,4,2568,1,8,718,1,83,0.75,24,23,0.958333333333,0.75,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,1,CORRECTNESS,0.042189281642,RV_RETURN_VALUE_IGNORED,8,3,1,0.123873873874,0.00112612612613,0.00112612612613,-1.0,0.0,0.0,0.0625,0.0811631944444,-0.918918918919,0.00114025085519,0.00228050171038,0.0811631944444,-1.0,-1.0,1,1739,1636,2256,0,0.0,0,0,0,0,0.0,40,1,0,41,0,39,0,0.0142865254706,0,1480,0,37,0,0,1517,1443,0.0150683773787,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1168,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/PluginExecution.java,0,True,0,12,2568,1,4,718,1,83,0.0805084745763,79,128,1.62025316456,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,2,STYLE,0.0262257696693,RI_REDUNDANT_INTERFACES,20,3,0,0.123873873874,0.00225225225225,0.0,0.0,0.0,0.0,0.0687203791469,0.358887020837,-1.0,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/model,org/apache/maven/model/PluginExecution.java,0,True,0,12,2568,1,4,718,1,83,0.0805084745763,79,128,1.62025316456,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,2,BAD_PRACTICE,0.103762827822,SE_NO_SERIALVERSIONID,19,3,0,0.123873873874,0.00225225225225,0.0,0.0,0.0,0.0,0.059880239521,0.148993741598,-1.0,0.00228050171038,0.0102622576967,0.148993741598,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1480,0,37,0,0,1517,1443,0.0150683773787,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
