F72,F54,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ArtifactResolutionException,F16-RepositoryBase,F16-RepositoryPolicy,F16-Plugin,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-Dependency,F16-Prerequisites,F16-void,F16-boolean,F16-ReportSet,F16-Repository,F16-String,F16-Date,F16-ConfigurationContainer,F16-PluginConfiguration,F16-Model,F16-Settings,F3-NA,F3-Class,F3-Integer,F3-DefaultBeanConfigurationRequest,F3-ArtifactRepository,F3-ArrayList<Artifact>,F3-File,F3-RepositoryMetadata,F3-InputStream,F3-null,F3-CompletionService<ProjectSegment>,F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-MavenSession,F3-String[],F3-Artifact,F3-TaskSegment,F3-CLIManager.LOG_FILE,F7--,F7-+=,F7-NA,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<String>,F17-static,F17-NA,F2-LifecycleMappingsXpp3Reader,F2-NA,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-Arrays,F2-StringTokenizer,F2-Short,F2-List<Exception>,F2-HashMap<String Artifact>,F2-MavenXpp3Reader,F2-String,F2-Iterator,F2-Collections,F2-Double,F2-ArtifactTransferEvent,F2-Long,F2-Float,F2-List,F2-File,F6-org.apache.maven.plugin.DefaultRepositoryRequest,F6-NA,F6-org.apache.maven.model.io.xpp3.RepositoryBase,F6-org.apache.maven.lifecycle.internal.Plugin,F6-org.apache.maven.lifecycle.internal.ThreadOutputMuxer,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-java.lang.Integer,F6-org.apache.maven.model.io.xpp3.ConfigurationContainer,F6-java.io.File,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.model.io.xpp3.FileSet,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-java.util.Date,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F6-org.apache.maven.plugin.lifecycle.io.xpp3.XmlPullParserException,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getId,F1-intValue,F1-getBasedir,F1-getPluginRepositories,F1-longValue,F1-get,F1-equals,F1-floatValue,F1-charAt,F1-getTouchfile,F1-getDependencies,F1-getName,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.text.DateFormat,F9-request,F9-artifacts,F9-start,F9-buildStartTime,F9-username,F9-dependency,F9-project,F9-executionPlanItem,F9-upstreamProject,F9-remoteRepositories,F9-dependant,F9-cpc,F9-graph,F9-stop,F9-plugin,F9-pomArtifact,F9-originatingArtifact,F9-NA,F9-relocatedArtifact,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-Exception,F4-long,F4-Date,F4-float,F4-char,F4-Object,F4-File,F4-void,F4-double,F4-List,F4-StringBuilder,F4-int,F4-String,F4-Build,F4-short,F4-Iterator,F4-byte,F8-CacheRecord,F8-Dependency,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-MojoExecution,F8-MetadataResolutionResult,F8-Authentication,F8-DefaultProjectBuilderConfiguration,F8-NA,F8-ArtifactTransferEvent,F8-DependencyLogEntry,F8-ProjectBuilder,F11-artifactExists,F11-NA,F11-artifactUri,F11-DEFAULT_USER_SETTINGS_FILE,F11-messages,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-handyande@apache.org,F71-ogusakov@apache.org,F71-vsiveton@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-bentmann@apache.org,F71-pgier@apache.org,F71-krosenvold@apache.org,F71-joakime@apache.org,F71-trygvis@apache.org,F71-jdcasey@apache.org,F74,F73,F84,F146,category
1364,org/apache/maven/configuration,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,108,True,0,6,172,4,12,39,1,11,0.743243243243,96,21,0.21875,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,6,PERFORMANCE,0.0296662546354,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00663716814159,0.00663716814159,0.0,0.0,0.625,0.0213068181818,0.153846153846,0.388386960628,0.416666666667,0.00741656365884,0.0358467243511,0.388386960628,-0.333333333333,-0.333333333333,1,115,108,1364,40,0.0847457627119,0,0,40,40,0.0865643982838,10,0,0,10,0,10,10,0.0847457627119,10,223,0,0,0,10,223,223,0.248202771957,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1280,10178,32,1280,0
1364,org/apache/maven/configuration,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,108,True,0,6,172,4,8,39,1,11,0.581081081081,96,21,0.21875,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,6,CORRECTNESS,0.0061804697157,UWF_UNWRITTEN_FIELD,12,2,0,0.00663716814159,0.00663716814159,0.0,0.0,0.0,0.0,0.333333333333,0.0634920634921,-1.0,0.00123609394314,0.00370828182942,0.0634920634921,-0.333333333333,-0.333333333333,1,115,108,1364,40,0.0847457627119,0,0,40,40,0.0865643982838,10,0,0,10,0,10,10,0.0847457627119,10,223,0,0,0,10,223,223,0.248202771957,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1280,10178,32,1280,1
1414,org/apache/maven/execution,org/apache/maven/execution/DefaultMavenExecutionRequest.java,129,True,3,103,1180,1,8,361,1,21,0.252085264133,811,44,0.0542540073983,0.666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,2,MALICIOUS_CODE,0.00741656365884,EI_EXPOSE_REP,18,2,1,0.00663716814159,0.00221238938053,0.00110619469027,-1.0,0.0,0.0,0.0666666666667,0.126349206349,-0.833333333333,0.0,0.00123609394314,0.126349206349,-0.333333333333,-1.0,102,5408,1910,6657,18,0.0,0,5,13,23,0.0397619047619,887,378,81,1346,0,509,0,0.149626702111,0,2727,0,1456,105,0,4288,1271,0.162477022424,122,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1370,10178,16,1264,1
1414,org/apache/maven/execution,org/apache/maven/execution/DefaultMavenExecutionRequest.java,129,True,4,103,1180,1,8,361,1,21,0.381835032437,811,44,0.0542540073983,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,2,MALICIOUS_CODE,0.00865265760198,EI_EXPOSE_REP2,18,2,1,0.00663716814159,0.00221238938053,0.00110619469027,-1.0,0.0,0.0,0.0666666666667,0.126349206349,-0.857142857143,0.0,0.00123609394314,0.126349206349,-0.333333333333,-1.0,102,5408,1910,6657,18,0.0,0,5,13,23,0.0397619047619,887,378,81,1346,0,509,0,0.149626702111,0,2727,0,1456,105,0,4288,1271,0.162477022424,122,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1370,10178,16,1264,1
1414,org/apache/maven/execution,org/apache/maven/execution/MavenSession.java,129,True,3,41,1180,1,8,361,2,21,0.926952141058,287,43,0.149825783972,0.666666666667,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,PERFORMANCE,0.14956736712,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.00663716814159,0.00110619469027,0.00110619469027,1.0,0.0247933884298,0.00219806148363,0.153846153846,0.388386960628,-0.95041322314,0.00741656365884,0.0358467243511,0.388386960628,-0.333333333333,1.0,14,1009,541,2258,18,0.0,0,5,13,23,0.0397619047619,401,323,13,737,0,78,0,0.184790875177,0,2727,0,1456,105,0,4288,1271,0.162477022424,166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1414,10178,16,1264,0
1978,org/apache/maven/execution,org/apache/maven/execution/SettingsAdapter.java,486,True,0,11,1180,1,4,361,1,21,0.393700787402,76,31,0.407894736842,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,3,BAD_PRACTICE,0.112484548826,SE_NO_SERIALVERSIONID,19,3,0,0.00663716814159,0.0033185840708,0.0,0.0,0.043956043956,0.00300170786827,0.140243902439,0.172841739892,-0.912087912088,0.00988875154512,0.0271940667491,0.172841739892,-0.333333333333,-0.333333333333,2,729,486,1978,18,0.0,0,5,13,23,0.0397619047619,93,1,0,94,0,92,0,0.242470389171,0,2727,0,1456,105,0,4288,1271,0.162477022424,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1439,10178,16,1264,0
1575,org/apache/maven/lifecycle,org/apache/maven/lifecycle/DefaultLifecycles.java,267,True,0,6,756,1,4,121,1,21,0.326241134752,82,36,0.439024390244,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,2,MALICIOUS_CODE,0.00123609394314,MS_MUTABLE_ARRAY,16,1,0,0.0143805309735,0.00221238938053,0.0,0.0,0.0,0.0,0.0666666666667,0.126349206349,-1.0,0.0,0.00123609394314,0.126349206349,-0.692307692308,0.0,7,304,262,1553,24,0.0,0,0,24,24,0.0116618075802,148,67,1,216,0,81,0,0.165974001615,0,5480,0,5613,1782,0,12875,-133,0.0992105300664,131,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1379,10178,75,1323,1
1575,org/apache/maven/lifecycle,org/apache/maven/lifecycle/DefaultLifecycles.java,267,True,10,6,756,1,8,121,7,21,0.609929078014,82,36,0.439024390244,0.544444444444,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,2,BAD_PRACTICE,0.00370828182942,NM_CONFUSING,19,3,0,0.0143805309735,0.00221238938053,0.000553097345133,0.5,0.333333333333,0.015873015873,0.140243902439,0.172841739892,-0.333333333333,0.00988875154512,0.0271940667491,0.172841739892,-0.692307692308,0.0,8,326,267,1575,24,0.0,0,0,24,24,0.0116618075802,148,67,1,216,0,81,0,0.165974001615,0,5480,0,5613,1782,0,12875,-133,0.0992105300664,131,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1379,10178,75,1323,0
1575,org/apache/maven/lifecycle,org/apache/maven/lifecycle/DefaultLifecyclesTest.java,267,True,7,3,756,1,8,121,5,21,0.864406779661,32,17,0.53125,0.285714285714,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,1,STYLE,0.0679851668727,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0143805309735,0.00110619469027,0.00110619469027,-1.0,0.0363636363636,0.00166863439591,0.0577889447236,0.493104689705,-0.6,0.00741656365884,0.0222496909765,0.493104689705,-0.692307692308,-1.0,1,326,267,1575,24,0.0,0,0,24,24,0.0116618075802,0,15,0,15,0,-15,0,0.0335570469799,0,5480,0,5613,1782,0,12875,-133,0.0992105300664,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1540,10178,75,1323,1
1540,org/apache/maven/lifecycle,org/apache/maven/lifecycle/DefaultSchedulesTest.java,257,True,12,3,756,1,8,121,7,21,0.786885245902,33,19,0.575757575758,0.166666666667,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,1,STYLE,0.0679851668727,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0143805309735,0.00110619469027,0.00110619469027,1.0,0.0363636363636,0.00166863439591,0.0577889447236,0.493104689705,-0.6,0.00741656365884,0.0222496909765,0.493104689705,-0.692307692308,1.0,1,291,257,1540,24,0.0,0,0,24,24,0.0116618075802,17,0,0,17,0,17,0,0.204819277108,0,5480,0,5613,1782,0,12875,-133,0.0992105300664,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1536,10178,75,1323,0
2689,org/apache/maven/project,org/apache/maven/project/MavenProject.java,611,True,0,178,4916,1,6,684,1,65,0.0418371987267,1617,224,0.138528138528,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,44,15,BAD_PRACTICE,0.0111248454883,SE_BAD_FIELD,19,3,0,0.0486725663717,0.016592920354,0.0,0.0,0.666666666667,0.015873015873,0.140243902439,0.172841739892,0.555555555556,0.00988875154512,0.0271940667491,0.172841739892,-0.681818181818,-0.2,270,8531,2335,9780,313,0.288888888889,22,7,306,342,0.0273020520186,3543,1426,313,5282,3,2117,19,0.127940044353,42,21247,20,9948,1739,16,32934,11299,0.0870365813077,24,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1272,164,23,1271,0
1547,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/BuildLogItem.java,260,True,0,10,2743,2,8,287,1,62,0.740909090909,160,23,0.14375,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,34,1,PERFORMANCE,0.00865265760198,SIC_INNER_SHOULD_BE_STATIC,18,2,0,0.037610619469,0.00110619469027,0.0,0.0,0.428571428571,0.0222634508349,0.153846153846,0.388386960628,0.285714285714,0.00741656365884,0.0358467243511,0.388386960628,0.117647058824,1.0,3,298,260,1547,37,0.0,1,11,26,49,0.0182958754858,15,11,0,26,0,4,0,0.0121965577425,0,3202,0,574,47,0,3823,2628,0.0331836990597,131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1379,10178,16,1264,0
1575,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/ConcurrentBuildLogger.java,267,True,27,4,2743,1,12,287,6,62,0.861788617886,75,29,0.386666666667,0.592592592593,17,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,34,1,PERFORMANCE,0.00865265760198,WMI_WRONG_MAP_ITERATOR,18,2,1,0.037610619469,0.00110619469027,0.00110619469027,1.0,0.571428571429,0.0222634508349,0.153846153846,0.388386960628,0.142857142857,0.00741656365884,0.0358467243511,0.388386960628,0.117647058824,1.0,4,298,260,1547,37,0.0,1,11,26,49,0.0182958754858,44,15,0,59,0,29,0,0.0251253383693,0,3202,0,574,47,0,3823,2628,0.0331836990597,131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1379,10178,16,1264,0
1423,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/DefaultLifecyclePluginAnalyzer.java,135,True,0,3,2743,3,9,287,1,62,0.818713450292,104,40,0.384615384615,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,34,5,PERFORMANCE,0.0296662546354,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.037610619469,0.00553097345133,0.0,0.0,0.625,0.0213068181818,0.153846153846,0.388386960628,0.416666666667,0.00741656365884,0.0358467243511,0.388386960628,0.117647058824,-0.6,1,174,135,1423,37,0.0,1,11,26,49,0.0182958754858,1,1,0,2,0,0,0,0.0116959064327,0,3202,0,574,47,0,3823,2628,0.0331836990597,131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379,10178,16,1264,0
