F72,F54,F53,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-StringBuffer,F16-Boolean,F16-Object,F16-void,F16-Process,F16-int,F16-URL,F16-boolean,F16-Enumeration,F16-URL[],F16-String,F16-InputStream,F16-Resource,F16-Reader,F16-PrintStream,F16-Iterator<Resource>,F16-File,F16-Map<URL Location>,F16-DateFormat,F3-Class,F3-Integer,F3-Long,F3-PrintStream,F3-File,F3-InputStream,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F7--,F7-/,F7-++,F7-+=,F7-*,F7-+,F12-long,F12-int,F12-List<ResourceComparator>,F12-Object,F12-List<NameEntry>,F12-boolean,F12-String,F12-AssertionFailedError,F12-Vector<Object>,F12-URL,F12-File,F12-Feature,F12-Mapper,F12-Vector<FileSelector>,F12-FileUtils,F12-ArrayList,F12-Collection<Resource>,F12-Union,F12-Path,F17-final,F17-static,F17-static-final,F2-AbstractFileSetTest,F2-Process,F2-Document,F2-Thread,F2-Vector<String>,F2-ByteArrayOutputStream,F2-StringBuffer,F2-DateFormatFactory,F2-Properties,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-BufferedReader,F2-System,F2-MockProject,F2-OutputStream,F2-File,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-java.lang.Long,F6-org.apache.tools.ant.taskdefs.FileResource,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-java.lang.Integer,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.io.FileReader,F6-java.io.File,F6-java.util.ArrayList<org.apache.tools.ant.types.PatternSet.NameEntry>,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-protected,F13-public,F18-private,F18-public,F14-static-final,F14-static,F1-delete,F1-close,F1-next,F1-assertEquals,F1-write,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-getProperty,F1-resolveFile,F1-put,F1-load,F1-createTempFile,F1-log,F1-toString,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.text.DateFormat,F9-srcDir,F9-anonymousSchema,F9-failOnError,F9-ignoreSystemclasses,F9-uname,F9-replyto,F9-extDirs,F9-keys,F9-lastmodified,F9-dateTime,F9-trim,F9-out,F9-className,F9-nowarn,F9-port,F9-buildfile,F9-length,F9-dir,F9-env,F10-true,F19-abstract,F19-interface,F15-private,F15-protected,F15-public,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-Process,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-SecurityManager,F8-PropertyChecker,F8-Length,F8-GenerateKey,F8-Get,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-Resource,F8-SchemaValidate,F8-MailMessage,F8-Rmic,F8-Available,F8-ReferenceChecker,F8-AbstractFileSet,F8-FixCRLF,F8-AntTypeDefinition,F8-EmailTask,F8-Javac,F11-msg,F11-nested,F11-refid,F11-WEBLOGIC_DEPLOY_CLASS_NAME,F11-classname,F11-FILE_UTILS,F11-method,F11-excludesFileList,F11-type,F11-error,F11-ref,F11-unlessCond,F11-cache,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F11-resourceComparators,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F85,F73,F84,F146,F147,category
10643,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/Execute.java,4373,True,3,31,23315,2,8,3202,1,399,0.438692098093,376,301,0.800531914894,0.666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,12,MALICIOUS_CODE,0.00813669650122,EI_EXPOSE_REP2,18,2,1,0.308740978348,0.00962309542903,0.000801924619086,-1.0,0.0,0.0,0.169491525424,0.170877980465,-1.0,0.0,0.00813669650122,0.170877980465,-0.625974025974,-1.0,134,12679,4913,13252,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,1581,1623,185,3389,652,0.00302295595352,545,0,-42,0,0.156378547251,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,77,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,649,1,13497,3,575,574,1
10643,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/Execute.java,4373,True,3,31,23315,2,8,3202,1,399,0.478201634877,376,301,0.800531914894,0.666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,12,MALICIOUS_CODE,0.00813669650122,EI_EXPOSE_REP2,18,2,1,0.308740978348,0.00962309542903,0.000801924619086,-1.0,0.0,0.0,0.169491525424,0.170877980465,-1.0,0.0,0.00813669650122,0.170877980465,-0.625974025974,-1.0,134,12679,4913,13252,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,1581,1623,185,3389,652,0.00302295595352,545,0,-42,0,0.156378547251,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,77,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,649,1,13497,3,575,574,1
10643,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/Execute.java,4373,True,35,31,23315,2,12,3202,12,399,0.311989100817,376,301,0.800531914894,0.942857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,12,STYLE,0.0211554109032,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,3,0.308740978348,0.00962309542903,0.00240577385726,-1.0,0.0,0.0,0.151351351351,0.211525257493,-1.0,0.00162733930024,0.0439381611066,0.211525257493,-0.625974025974,-1.0,134,12679,4913,13252,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,1581,1623,185,3389,652,0.00302295595352,545,0,-42,0,0.156378547251,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,77,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,649,1,13497,3,575,574,1
10643,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/Execute.java,4373,True,56,31,23315,2,24,3202,12,399,0.200272479564,376,301,0.800531914894,0.642857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,12,PERFORMANCE,0.00650935720098,SBSC_USE_STRINGBUFFER_CONCATENATION,18,2,2,0.308740978348,0.00962309542903,0.00160384923817,-1.0,0.0,0.0,0.0434782608696,0.0139352698317,-1.0,0.0,0.00569568755085,0.0139352698317,-0.625974025974,-1.0,119,11651,4646,12224,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,1581,1623,185,3389,652,0.00302295595352,545,0,-42,0,0.156378547251,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,77,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,649,1,13497,3,575,574,1
10643,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/Execute.java,4373,True,30,31,23315,2,20,3202,9,399,0.965940054496,376,301,0.800531914894,0.266666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,12,PERFORMANCE,0.00650935720098,SBSC_USE_STRINGBUFFER_CONCATENATION,18,2,1,0.308740978348,0.00962309542903,0.000801924619086,-1.0,0.0,0.0,0.0434782608696,0.0139352698317,-1.0,0.0,0.00569568755085,0.0139352698317,-0.625974025974,-1.0,61,6531,3812,7104,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,1581,1623,185,3389,652,0.00302295595352,545,0,-42,0,0.156378547251,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,77,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,649,1,13497,3,575,574,1
10643,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/Execute.java,4373,True,56,31,23315,2,12,3202,12,399,0.174386920981,376,301,0.800531914894,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,12,STYLE,0.00162733930024,UCF_USELESS_CONTROL_FLOW,20,3,2,0.308740978348,0.00962309542903,0.00160384923817,-1.0,0.0,0.0,0.151351351351,0.211525257493,-1.0,0.00162733930024,0.0439381611066,0.211525257493,-0.625974025974,-1.0,83,8311,4280,8884,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,1581,1623,185,3389,652,0.00302295595352,545,0,-42,0,0.156378547251,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,77,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,649,1,13497,3,575,574,1
10643,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/Execute.java,4373,True,0,31,23315,2,12,3202,1,399,0.694822888283,376,301,0.800531914894,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,12,PERFORMANCE,0.033360455655,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.308740978348,0.00962309542903,0.0,0.0,0.0243902439024,0.00148720999405,0.0434782608696,0.0139352698317,-0.951219512195,0.0,0.00569568755085,0.0139352698317,-0.625974025974,-1.0,134,12679,4913,13252,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,1581,1623,185,3389,652,0.00302295595352,545,0,-42,0,0.156378547251,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,77,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,649,1,13497,3,575,574,1
13252,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/ExecuteJava.java,4913,True,0,12,23315,1,16,3202,1,399,0.564502164502,213,99,0.464788732394,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,5,MT_CORRECTNESS,0.033360455655,IS2_INCONSISTENT_SYNC,17,2,0,0.308740978348,0.00400962309543,0.0,0.0,0.0,0.0,0.120689655172,0.15525601962,-1.0,0.00325467860049,0.00244100895037,0.15525601962,-0.625974025974,-1.0,65,10574,4399,11147,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,245,220,9,474,652,0.00302295595352,545,0,25,0,0.0425134884502,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,53,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,625,1,13497,3,575,574,1
13252,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/ExecuteJava.java,4913,True,26,12,23315,1,16,3202,5,399,0.69696969697,213,99,0.464788732394,0.884615384615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,5,MT_CORRECTNESS,0.00162733930024,NN_NAKED_NOTIFY,14,2,1,0.308740978348,0.00400962309543,0.000801924619086,-1.0,0.0,0.0,0.120689655172,0.15525601962,-1.0,0.00325467860049,0.00244100895037,0.15525601962,-0.625974025974,-1.0,83,12679,4913,13252,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,245,220,9,474,652,0.00302295595352,545,0,25,0,0.0425134884502,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,53,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,625,1,13497,3,575,574,1
13252,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/ExecuteJava.java,4913,True,87,12,23315,1,12,3202,16,399,0.433333333333,213,99,0.464788732394,0.32183908046,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,5,STYLE,0.0292921074044,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,3,0.308740978348,0.00400962309543,0.00240577385726,-1.0,0.222222222222,0.00595998297148,0.151351351351,0.211525257493,-0.555555555556,0.00162733930024,0.0439381611066,0.211525257493,-0.625974025974,-1.0,35,8432,4285,9005,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,245,220,9,474,652,0.00302295595352,545,0,25,0,0.0425134884502,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,53,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,625,1,13497,3,575,574,1
13252,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/ExecuteJava.java,4913,True,87,12,23315,1,24,3202,16,399,0.515151515152,213,99,0.464788732394,0.551724137931,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,5,MT_CORRECTNESS,0.00162733930024,UW_UNCOND_WAIT,14,2,3,0.308740978348,0.00400962309543,0.00240577385726,-1.0,0.0,0.0,0.120689655172,0.15525601962,-1.0,0.00325467860049,0.00244100895037,0.15525601962,-0.625974025974,-1.0,39,8492,4288,9065,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,245,220,9,474,652,0.00302295595352,545,0,25,0,0.0425134884502,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,53,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,625,1,13497,3,575,574,1
13252,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/ExecuteJava.java,4913,True,87,12,23315,1,24,3202,16,399,0.515151515152,213,99,0.464788732394,0.551724137931,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,5,MT_CORRECTNESS,0.00325467860049,WA_NOT_IN_LOOP,14,2,3,0.308740978348,0.00400962309543,0.00240577385726,-1.0,0.75,0.0267857142857,0.120689655172,0.15525601962,0.5,0.00325467860049,0.00244100895037,0.15525601962,-0.625974025974,-1.0,39,8492,4288,9065,275,0.0,20,20,255,315,18763,583,474460,0.0102476301289,98343,31,0.0767515976655,38,245,220,9,474,652,0.00302295595352,545,0,25,0,0.0425134884502,0,76852,0,53381,6675,0,136908,23471,0.0774373428932,277020,178677,53,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,625,1,13497,3,575,574,1
