F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-Enumeration,F16-URL[],F16-String,F16-InputStream,F16-Resource,F16-Reader,F16-PrintStream,F16-Iterator<Resource>,F16-File,F16-Map<URL Location>,F16-DateFormat,F3-NA,F3-Class,F3-Integer,F3-Long,F3-PrintStream,F3-File,F3-InputStream,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-String,F3-long,F3-int,F3-String[],F3-Project.MSG_DEBUG,F7--,F7-/,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-List<ResourceComparator>,F12-Object,F12-NA,F12-List<NameEntry>,F12-boolean,F12-String,F12-AssertionFailedError,F12-Vector<Object>,F12-URL,F12-File,F12-Feature,F12-Mapper,F12-Vector<FileSelector>,F12-FileUtils,F12-ArrayList,F12-Collection<Resource>,F12-Union,F12-Path,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Process,F2-Document,F2-Thread,F2-NA,F2-Vector<String>,F2-ByteArrayOutputStream,F2-StringBuffer,F2-DateFormatFactory,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-MockProject,F2-OutputStream,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-NA,F6-java.lang.Long,F6-org.apache.tools.ant.taskdefs.FileResource,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-java.lang.Integer,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.io.FileReader,F6-java.io.File,F6-java.util.ArrayList<org.apache.tools.ant.types.PatternSet.NameEntry>,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F1-delete,F1-NA,F1-close,F1-next,F1-assertEquals,F1-write,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-getProperty,F1-resolveFile,F1-put,F1-load,F1-createTempFile,F1-log,F1-toString,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.text.DateFormat,F9-srcDir,F9-anonymousSchema,F9-failOnError,F9-ignoreSystemclasses,F9-uname,F9-replyto,F9-extDirs,F9-keys,F9-lastmodified,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-port,F9-buildfile,F9-length,F9-dir,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-Process,F4-Set,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-Length,F8-GenerateKey,F8-Get,F8-BFT,F8-Checksum,F8-Touch,F8-Resource,F8-SchemaValidate,F8-MailMessage,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-FixCRLF,F8-AntTypeDefinition,F8-EmailTask,F8-Javac,F11-msg,F11-nested,F11-NA,F11-refid,F11-WEBLOGIC_DEPLOY_CLASS_NAME,F11-classname,F11-FILE_UTILS,F11-excludesFileList,F11-type,F11-error,F11-ref,F11-unlessCond,F11-cache,F11-size,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F11-resourceComparators,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,status
6804,org/apache/tools/ant/filters,org/apache/tools/ant/filters/ConcatFilter.java,3392,True,54,9,2239,1,12,276,17,61,0.972093023256,92,105,1.14130434783,0.407407407407,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,I18N,0.136400986031,DM_DEFAULT_ENCODING,19,1,1,0.0186385737439,0.000810372771475,0.000810372771475,-1.0,0.186746987952,0.0759362752214,0.164021164021,0.00342742566502,-0.626506024096,0.000821692686935,0.0246507806081,0.00342742566502,0.478260869565,-1.0,7,6085,3391,6798,0,0.0,0,0,0,0,0.0,250,63,4,317,0,187,0,0.190375045729,0,6401,0,4183,181,0,10765,2218,0.0927112122036,3060,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3775,13497,20,732,open
6389,org/apache/tools/ant/filters,org/apache/tools/ant/filters/ConcatFilterTest.java,3253,True,14,13,2239,1,12,276,1,61,0.954545454545,93,35,0.376344086022,0.571428571429,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,STYLE,0.00246507806081,DLS_DEAD_LOCAL_STORE_OF_NULL,20,3,4,0.0186385737439,0.00405186385737,0.0032414910859,1.0,0.333333333333,0.00766283524904,0.191256830601,0.321342066036,-0.333333333333,0.00246507806081,0.0550534100247,0.321342066036,0.478260869565,1.0,15,6048,3387,6761,0,0.0,0,0,0,0,0.0,45,163,1,209,0,-118,0,0.0543358074433,0,6401,0,4183,181,0,10765,2218,0.0927112122036,2938,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3653,13497,20,732,close
6389,org/apache/tools/ant/filters,org/apache/tools/ant/filters/ConcatFilterTest.java,3253,True,14,13,2239,1,12,276,1,61,0.935064935065,93,35,0.376344086022,0.357142857143,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,I18N,0.136400986031,DM_DEFAULT_ENCODING,19,1,4,0.0186385737439,0.00405186385737,0.0032414910859,1.0,0.186746987952,0.0759362752214,0.164021164021,0.00342742566502,-0.626506024096,0.000821692686935,0.0246507806081,0.00342742566502,0.478260869565,1.0,15,6048,3387,6761,0,0.0,0,0,0,0,0.0,45,163,1,209,0,-118,0,0.0543358074433,0,6401,0,4183,181,0,10765,2218,0.0927112122036,2938,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3653,13497,20,732,close
6389,org/apache/tools/ant/filters,org/apache/tools/ant/filters/ConcatFilterTest.java,3253,True,3,13,2239,1,4,276,1,61,0.512987012987,93,35,0.376344086022,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,CORRECTNESS,0.0698438783895,IJU_TEARDOWN_NO_SUPER,7,2,1,0.0186385737439,0.00405186385737,0.000810372771475,1.0,0.764705882353,0.0149942329873,0.6875,0.30950160395,0.529411764706,0.0,0.063270336894,0.30950160395,0.478260869565,1.0,17,6091,3392,6804,0,0.0,0,0,0,0,0.0,45,163,1,209,0,-118,0,0.0543358074433,0,6401,0,4183,181,0,10765,2218,0.0927112122036,2938,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3653,13497,20,732,close
6389,org/apache/tools/ant/filters,org/apache/tools/ant/filters/ConcatFilterTest.java,3253,True,14,13,2239,1,12,276,1,61,0.935064935065,93,35,0.376344086022,0.357142857143,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,BAD_PRACTICE,0.0180772391126,OS_OPEN_STREAM_EXCEPTION_PATH,19,3,4,0.0186385737439,0.00405186385737,0.0032414910859,1.0,0.363636363636,0.00925619834711,0.258964143426,0.317337256334,-0.272727272727,0.00246507806081,0.05094494659,0.317337256334,0.478260869565,1.0,15,6048,3387,6761,0,0.0,0,0,0,0,0.0,45,163,1,209,0,-118,0,0.0543358074433,0,6401,0,4183,181,0,10765,2218,0.0927112122036,2938,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3653,13497,20,732,close
6389,org/apache/tools/ant/filters,org/apache/tools/ant/filters/ConcatFilterTest.java,3253,True,14,13,2239,1,0,276,1,61,0.961038961039,93,35,0.376344086022,1.0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,STYLE,0.0369761709121,REC_CATCH_EXCEPTION,20,3,4,0.0186385737439,0.00405186385737,0.0032414910859,1.0,0.466666666667,0.00858237547893,0.191256830601,0.321342066036,-0.0666666666667,0.00246507806081,0.0550534100247,0.321342066036,0.478260869565,1.0,17,6091,3392,6804,0,0.0,0,0,0,0,0.0,45,163,1,209,0,-118,0,0.0543358074433,0,6401,0,4183,181,0,10765,2218,0.0927112122036,2938,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3653,13497,20,732,close
6363,org/apache/tools/ant/filters,org/apache/tools/ant/filters/DynamicFilterTest.java,3248,True,10,7,2239,3,12,276,1,61,0.535714285714,73,22,0.301369863014,0.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,I18N,0.136400986031,DM_DEFAULT_ENCODING,19,1,1,0.0186385737439,0.00162074554295,0.000810372771475,1.0,0.186746987952,0.0759362752214,0.164021164021,0.00342742566502,-0.626506024096,0.000821692686935,0.0246507806081,0.00342742566502,0.478260869565,1.0,3,3262,2401,3975,0,0.0,0,0,0,0,0.0,19,154,1,174,0,-135,0,0.0635118969432,0,6401,0,4183,181,0,10765,2218,0.0927112122036,2938,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3653,13497,20,732,close
6363,org/apache/tools/ant/filters,org/apache/tools/ant/filters/DynamicFilterTest.java,3248,True,3,7,2239,3,4,276,1,61,0.401785714286,73,22,0.301369863014,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,CORRECTNESS,0.0698438783895,IJU_TEARDOWN_NO_SUPER,7,2,1,0.0186385737439,0.00162074554295,0.000810372771475,1.0,0.764705882353,0.0149942329873,0.6875,0.30950160395,0.529411764706,0.0,0.063270336894,0.30950160395,0.478260869565,1.0,13,6887,3549,7600,0,0.0,0,0,0,0,0.0,19,154,1,174,0,-135,0,0.0635118969432,0,6401,0,4183,181,0,10765,2218,0.0927112122036,2938,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,3653,13497,20,732,close
6363,org/apache/tools/ant/filters,org/apache/tools/ant/filters/EscapeUnicodeTest.java,3248,True,3,4,2239,1,4,276,1,61,0.826923076923,23,19,0.826086956522,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,CORRECTNESS,0.0698438783895,IJU_TEARDOWN_NO_SUPER,7,2,1,0.0186385737439,0.000810372771475,0.000810372771475,1.0,0.764705882353,0.0149942329873,0.6875,0.30950160395,0.529411764706,0.0,0.063270336894,0.30950160395,0.478260869565,1.0,8,7036,3580,7749,0,0.0,0,0,0,0,0.0,78,41,3,122,0,37,0,0.0357258030937,0,6401,0,4183,181,0,10765,2218,0.0927112122036,2938,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3653,13497,20,732,close
9684,org/apache/tools/ant/filters,org/apache/tools/ant/filters/ExpandProperties.java,3959,True,0,5,2239,2,18,276,1,61,0.725352112676,67,64,0.955223880597,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,PERFORMANCE,0.0328677074774,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.0186385737439,0.000810372771475,0.0,0.0,0.475,0.0155859375,0.2625,0.148426162132,-0.05,0.000821692686935,0.0336894001643,0.148426162132,0.478260869565,-1.0,2,254,633,967,0,0.0,0,0,0,0,0.0,52,184,1,237,0,-132,0,0.0946119042634,0,6401,0,4183,181,0,10765,2218,0.0927112122036,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,745,13497,20,732,open
5117,org/apache/tools/ant/filters,org/apache/tools/ant/filters/FixCrLfFilter.java,2860,True,0,18,2239,10,8,276,1,61,0.287848605578,575,312,0.542608695652,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,MT_CORRECTNESS,0.0336894001643,IS2_INCONSISTENT_SYNC,17,2,0,0.0186385737439,0.00162074554295,0.0,0.0,0.0243902439024,0.00339933712926,0.137931034483,0.15084783901,-0.951219512195,0.00328677074774,0.00328677074774,0.15084783901,0.478260869565,-1.0,17,4400,2859,5113,0,0.0,0,0,0,0,0.0,36,36,2,74,0,0,0,0.100167228026,0,6401,0,4183,181,0,10765,2218,0.0927112122036,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,732,13497,20,732,open
5117,org/apache/tools/ant/filters,org/apache/tools/ant/filters/FixCrLfFilter.java,2860,True,6,18,2239,10,21,276,2,61,0.635458167331,575,312,0.542608695652,0.833333333333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,STYLE,0.00328677074774,SF_SWITCH_NO_DEFAULT,19,2,1,0.0186385737439,0.00162074554295,0.000810372771475,-1.0,0.25,0.00646551724138,0.191256830601,0.321342066036,-0.5,0.00246507806081,0.0550534100247,0.321342066036,0.478260869565,-1.0,19,4404,2860,5117,0,0.0,0,0,0,0,0.0,36,36,2,74,0,0,0,0.100167228026,0,6401,0,4183,181,0,10765,2218,0.0927112122036,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,732,13497,20,732,open
6363,org/apache/tools/ant/filters,org/apache/tools/ant/filters/HeadTailTest.java,3248,True,3,14,2239,1,4,276,1,61,0.351145038168,89,22,0.247191011236,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,CORRECTNESS,0.0698438783895,IJU_TEARDOWN_NO_SUPER,7,2,1,0.0186385737439,0.000810372771475,0.000810372771475,1.0,0.764705882353,0.0149942329873,0.6875,0.30950160395,0.529411764706,0.0,0.063270336894,0.30950160395,0.478260869565,1.0,12,6890,3549,7603,0,0.0,0,0,0,0,0.0,161,180,1,342,0,-19,0,0.0320539170052,0,6401,0,4183,181,0,10765,2218,0.0927112122036,2938,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,3653,13497,20,732,close
