F72,F54,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-URL[],F16-String,F16-Manifest,F16-Reader,F16-PrintStream,F16-File,F16-DateFormat,F3-NA,F3-Class,F3-Long,F3-PrintStream,F3-File,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F3-Path,F3-Locale,F7--,F7-/,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-Object,F12-NA,F12-boolean,F12-Vector,F12-Method,F12-String,F12-AssertionFailedError,F12-HandlerType,F12-URL,F12-Reference,F12-File,F12-FileUtils,F12-ArrayList,F12-UnparseableExtraFieldData,F12-Union,F12-Path,F12-LinkedHashMap,F12-MailMessage,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Document,F2-Process,F2-NA,F2-StringBuffer,F2-DateFormatFactory,F2-Vector,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-List,F2-MockProject,F2-OutputStream,F2-Enumeration,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-NA,F6-java.lang.Long,F6-java.io.InputStreamReader,F6-java.util.Vector,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.lang.Integer,F6-org.apache.tools.ant.types.PatternSet,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F1-delete,F1-NA,F1-next,F1-iterator,F1-assertEquals,F1-getInstance,F1-get,F1-indexOf,F1-listFiles,F1-equals,F1-toLowerCase,F1-getProperty,F1-resolveFile,F1-load,F1-createTempFile,F1-log,F1-mkdirs,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.util.HashMap,F9-anonymousSchema,F9-ignoreSystemclasses,F9-uname,F9-forceOverwrite,F9-replyto,F9-extDirs,F9-key,F9-keys,F9-method,F9-todir,F9-genericJarSuffix,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-buildfile,F9-dir,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-Iterator,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-AbstractCvsTask,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-EjbJar,F8-JDBCTask,F8-DirectoryScanner,F8-SchemaValidate,F8-MailMessage,F8-MethodAndObject,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-AntTypeDefinition,F8-Javac,F11-msg,F11-description,F11-nested,F11-NA,F11-refid,F11-classname,F11-FILE_UTILS,F11-type,F11-error,F11-externalAttributes,F11-unparseableExtra,F11-extraFields,F11-ref,F11-platform,F11-unlessCond,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,category
6259,org/apache/tools/ant/helper,org/apache/tools/ant/helper/ProjectHelper2.java,2488,True,107,13,1021,7,12,54,18,20,0.232963549921,707,460,0.650636492221,0.598130841121,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,STYLE,0.0310142497904,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.00244897959184,0.000816326530612,0.000816326530612,-1.0,0.216216216216,0.00564889213538,0.253298153034,0.448765691617,-0.567567567568,0.00586756077117,0.0779547359598,0.448765691617,-1.0,-1.0,62,6089,2717,7123,12,0.203592814371,4,20,-8,36,0.0388340965129,1279,251,157,1687,19,1028,11,0.157942012269,34,2577,4,526,354,-8,3457,2051,0.0857325477917,44,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1078,13497,34,1068,1
6259,org/apache/tools/ant/helper,org/apache/tools/ant/helper/ProjectHelperImpl.java,2488,True,6,4,1021,9,12,54,2,20,0.997073170732,444,490,1.1036036036,0.666666666667,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,STYLE,0.0905280804694,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00244897959184,0.00163265306122,0.000816326530612,-1.0,0.12962962963,0.00376085962506,0.253298153034,0.448765691617,-0.740740740741,0.00586756077117,0.0779547359598,0.448765691617,-1.0,-1.0,40,8487,3222,9521,12,0.0294117647059,4,20,-8,36,0.0388340965129,1171,209,190,1570,1,962,1,0.162436135139,2,2577,0,526,354,0,3457,2051,0.0857325477917,34,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1068,13497,34,1068,1
6259,org/apache/tools/ant/helper,org/apache/tools/ant/helper/ProjectHelperImpl.java,2488,True,11,4,1021,9,0,54,4,20,0.588292682927,444,490,1.1036036036,1.0,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,STYLE,0.0905280804694,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00244897959184,0.00163265306122,0.000816326530612,-1.0,0.12962962963,0.00376085962506,0.253298153034,0.448765691617,-0.740740740741,0.00586756077117,0.0779547359598,0.448765691617,-1.0,-1.0,3,1786,1263,2820,12,0.0294117647059,4,20,-8,36,0.0388340965129,1171,209,190,1570,1,962,1,0.162436135139,2,2577,0,526,354,0,3457,2051,0.0857325477917,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1068,13497,34,1068,1
9755,org/apache/tools/ant/input,org/apache/tools/ant/input/DefaultInputHandler.java,3231,True,29,4,160,1,12,22,3,7,0.414634146341,71,45,0.633802816901,0.172413793103,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,I18N,0.134953897737,DM_DEFAULT_ENCODING,19,1,1,0.00571428571429,0.000816326530612,0.000816326530612,-1.0,0.23602484472,0.0901585586976,0.20652173913,0.00544020774661,-0.527950310559,0.000838222967309,0.0310142497904,0.00544020774661,-1.0,-1.0,3,2818,1618,3852,0,0.0,0,1,-1,1,0.00176366843034,239,16,19,274,0,223,0,0.137956603875,0,760,0,365,23,0,1148,395,0.096732357139,1871,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2906,13497,34,1068,1
4431,org/apache/tools/ant/input,org/apache/tools/ant/input/GreedyInputHandler.java,1912,True,33,2,160,1,12,22,3,7,0.835443037975,42,32,0.761904761905,0.666666666667,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,I18N,0.134953897737,DM_DEFAULT_ENCODING,19,1,1,0.00571428571429,0.000816326530612,0.000816326530612,-1.0,0.23602484472,0.0901585586976,0.20652173913,0.00544020774661,-0.527950310559,0.000838222967309,0.0310142497904,0.00544020774661,-1.0,-1.0,4,3397,1912,4431,0,0.0123456790123,0,1,-1,1,0.00176366843034,69,6,0,75,1,63,0,0.245192779499,1,760,0,365,23,-1,1148,395,0.096732357139,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1068,13497,34,1068,1
9755,org/apache/tools/ant/input,org/apache/tools/ant/input/InputRequest.java,3231,True,3,7,160,1,6,22,1,7,1.48924731183,30,52,1.73333333333,0.833333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,BAD_PRACTICE,0.0502933780386,NM_CONFUSING,19,3,0,0.00571428571429,0.000816326530612,0.000408163265306,-0.5,0.366666666667,0.00928888888889,0.308300395257,0.45773666,-0.266666666667,0.00586756077117,0.0628667225482,0.45773666,-1.0,-1.0,19,8721,3231,9755,0,0.0,0,1,-1,1,0.00176366843034,171,9,1,181,0,162,0,0.0378376332917,0,760,0,365,23,0,1148,395,0.096732357139,383,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1417,13497,34,1068,1
6259,org/apache/tools/ant/input,org/apache/tools/ant/input/PropertyFileInputHandler.java,2488,True,0,3,160,1,11,22,1,7,0.804945054945,41,39,0.951219512195,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,MT_CORRECTNESS,0.0343671416597,IS2_INCONSISTENT_SYNC,20,3,0,0.00571428571429,0.00244897959184,0.0,0.0,0.243902439024,0.0263448627518,0.293103448276,0.131814557337,-0.512195121951,0.00335289186924,0.010896898575,0.131814557337,-1.0,-1.0,16,8721,3231,9755,0,0.0,0,1,-1,1,0.00176366843034,125,165,1,291,0,-40,0,0.0155825187153,0,760,0,365,23,0,1148,395,0.096732357139,2740,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3775,13497,34,1068,1
6259,org/apache/tools/ant/input,org/apache/tools/ant/input/PropertyFileInputHandler.java,2488,True,45,3,160,1,8,22,10,7,0.952380952381,41,39,0.951219512195,0.252525252525,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,EXPERIMENTAL,0.0134115674769,OBL_UNSATISFIED_OBLIGATION,20,2,2,0.00571428571429,0.00244897959184,0.00163265306122,-1.0,0.6875,0.107421875,0.727272727273,0.00160384024908,0.375,0.0,0.0134115674769,0.00160384024908,-1.0,-1.0,16,8721,3231,9755,0,0.0,0,1,-1,1,0.00176366843034,125,165,1,291,0,-40,0,0.0155825187153,0,760,0,365,23,0,1148,395,0.096732357139,2740,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3775,13497,34,1068,1
6259,org/apache/tools/ant/input,org/apache/tools/ant/input/PropertyFileInputHandler.java,2488,True,15,3,160,1,16,22,4,7,0.923076923077,41,39,0.951219512195,0.6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,BAD_PRACTICE,0.0150880134116,OS_OPEN_STREAM,16,2,2,0.00571428571429,0.00244897959184,0.00163265306122,-1.0,0.444444444444,0.00987654320988,0.308300395257,0.45773666,-0.111111111111,0.00586756077117,0.0628667225482,0.45773666,-1.0,-1.0,16,8721,3231,9755,0,0.0,0,1,-1,1,0.00176366843034,125,165,1,291,0,-40,0,0.0155825187153,0,760,0,365,23,0,1148,395,0.096732357139,2740,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3775,13497,34,1068,1
2905,org/apache/tools/ant/input,org/apache/tools/ant/input/SecureInputHandler.java,1319,True,16,2,160,1,0,22,3,7,0.916666666667,23,33,1.4347826087,1.0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,STYLE,0.0385582564962,REC_CATCH_EXCEPTION,20,3,1,0.00571428571429,0.000816326530612,0.000816326530612,-1.0,0.45652173913,0.00827032136106,0.253298153034,0.448765691617,-0.0869565217391,0.00586756077117,0.0779547359598,0.448765691617,-1.0,-1.0,3,1871,1319,2905,0,0.0,0,1,-1,1,0.00176366843034,6,3,0,9,0,3,0,0.196296296296,0,760,0,365,23,0,1148,395,0.096732357139,498,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1532,13497,34,1068,1
7326,org/apache/tools/ant/launch,org/apache/tools/ant/launch/Launcher.java,2744,True,0,9,457,1,4,39,1,6,0.15931372549,236,128,0.542372881356,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,MALICIOUS_CODE,0.00838222967309,MS_PKGPROTECT,18,2,0,0.00326530612245,0.000816326530612,0.0,0.0,1.0,0.0,0.229508196721,0.174054840604,1.0,0.0,0.0117351215423,0.174054840604,0.0,1.0,1,1482,1043,2516,0,0.0,0,0,0,0,0.0,190,85,41,316,0,105,0,0.172285399794,0,868,0,313,60,0,1241,555,0.145891304287,1141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2176,13497,102,1136,0
6259,org/apache/tools/ant/launch,org/apache/tools/ant/launch/Locator.java,2488,True,33,12,457,2,0,39,7,6,0.810246679317,292,206,0.705479452055,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,BAD_PRACTICE,0.00754400670578,DE_MIGHT_IGNORE,19,3,1,0.00326530612245,0.00163265306122,0.000816326530612,-1.0,0.333333333333,0.00888888888889,0.308300395257,0.45773666,-0.333333333333,0.00586756077117,0.0628667225482,0.45773666,0.0,-1.0,50,6292,2744,7326,0,0.0,0,0,0,0,0.0,459,138,17,614,0,321,0,0.206649217269,0,868,0,313,60,0,1241,555,0.145891304287,102,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1136,13497,102,1136,1
6259,org/apache/tools/ant/launch,org/apache/tools/ant/launch/Locator.java,2488,True,70,12,457,2,8,39,15,6,0.977229601518,292,206,0.705479452055,0.428571428571,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,STYLE,0.0125733445096,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.00326530612245,0.00163265306122,0.000816326530612,-1.0,0.133333333333,0.00385185185185,0.253298153034,0.448765691617,-0.733333333333,0.00586756077117,0.0779547359598,0.448765691617,0.0,-1.0,50,6292,2744,7326,0,0.0,0,0,0,0,0.0,459,138,17,614,0,321,0,0.206649217269,0,868,0,313,60,0,1241,555,0.145891304287,102,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1136,13497,102,1136,1
