F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-DocData,F16-char[],F16-long,F16-Iterator<Number>,F16-Object,F16-NA,F16-void,F16-int,F16-double,F16-Query,F16-Iterator<BytesRef>,F16-boolean,F16-Collection<ContentStream>,F16-String,F16-Iterator<String>,F16-NamedList,F16-Void,F16-byte,F16-BytesRef,F3-NA,F3-CharSequence,F3-int[],F3-Class,F3-StringBuilder,F3-Among[],F3-byte[],F3-boolean,F3-FileInputStream,F3-char,F3-Bits,F3-String,F3-long,F3-CharStream,F3-int,F3-ValueSource,F3-char[],F3-getBoost(),F3-long[],F3-Path,F7-|,F7-^,F7-++,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F12-long,F12-int,F12-BytesRef,F12-NA,F12-boolean,F12-Logger,F12-String[],F12-BytesRefBuilder,F12-NamedList,F12-String,F12-Scorer,F12-TermsEnum,F12-List<String>,F12-Token,F12-float,F12-QParser,F12-Boolean,F12-IndexInput,F12-SolrParams,F12-List<AnalysisPhase>,F17-abstract,F17-static,F17-final,F17-static-final,F17-NA,F2-Path,F2-StringBuilder,F2-Class,F2-HungarianStemmer,F2-StandardSyntaxParser,F2-UAX29URLEmailTokenizerImpl,F2-NA,F2-QueryParserTokenManager,F2-Integer,F2-Files,F2-QueryParser,F2-Object,F2-String,F2-Map,F2-PorterStemmer,F2-Long,F2-System,F2-Float,F2-File,F2-HTMLStripCharFilter,F6-java.lang.Exception,F6-NA,F6-java.lang.Long,F6-org.apache.lucene.queryparser.surround.parser.Token,F6-java.io.FileInputStream,F6-java.lang.UnsupportedOperationException,F6-java.lang.IllegalStateException,F6-java.io.DataInputStream,F6-org.apache.solr.parser.Token,F6-org.apache.solr.search.IntFloatOpenHashMap,F6-org.apache.lucene.codecs.simpletext.AlreadyClosedException,F6-java.lang.Character,F6-java.lang.Integer,F6-java.io.File,F6-org.apache.solr.update.FSDataFastInputStream,F6-java.lang.StringBuilder,F6-org.apache.solr.uima.processor.JCasPool,F6-java.lang.Double,F6-org.apache.solr.client.solrj.impl.BasicHeader,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-size,F1-getLatestSchema,F1-NA,F1-add,F1-jj_ntk,F1-r_mark_regions,F1-getClass,F1-clone,F1-jj_consume_token,F1-iterator,F1-find_among_b,F1-get,F1-equals,F1-append,F1-compareTo,F1-slice_from,F1-charAt,F1-getName,F1-toString,F1-length,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-SolrQueryRequestBase,F5-NA,F5-java.lang.Error,F5-MultiTermQueryWrapperFilter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-FastInputStream,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-bits,F9-request,F9-name,F9-shardName,F9-a,F9-boostedMap,F9-field,F9-map,F9-indexedField,F9-hi,F9-numDeadServersToTry,F9-expirationThresholdMilllis,F9-min,F9-source,F9-NA,F9-cached,F9-cachedAt,F9-servers,F9-sources,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-QueryNode,F4-char,F4-Token,F4-Object,F4-SrndQuery,F4-Float,F4-void,F4-List,F4-double,F4-StringBuilder,F4-Path,F4-int,F4-String,F4-Class,F4-Iterator,F8-DocumentsWriterFlushControl,F8-LocalReplicator,F8-TernaryTree,F8-CollectionShardAdminRequest,F8-InputWindowToken,F8-IntervalFacet,F8-Correction,F8-MockDirectoryWrapper,F8-SolrCore,F8-CombineSuggestionWrapper,F8-CurrentLevel,F8-TVTerms,F8-ExpiringCachedDocCollection,F8-NA,F8-ElevationObj,F8-Frame,F8-JavaUtilRegexMatcher,F8-Block,F8-Req,F8-CompoundToken,F11-term,F11-scorer,F11-propertyValue,F11-NA,F11-collection,F11-log,F11-node,F11-startOffset,F11-failedPings,F11-field,F11-start,F11-token,F11-replica,F11-propertyName,F11-endOffset,F11-vs,F11-_name,F11-clauses,F11-query,F11-state,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-gsingers@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-erick@apache.org,F71-romseygeek@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F73,F84,F146,category
12202,org/apache/lucene/index,org/apache/lucene/index/DocumentsWriterFlushControl.java,933,True,0,46,6602,3,7,2087,1,483,0.526187150838,523,127,0.242829827916,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,8,MT_CORRECTNESS,0.0197016605685,IS2_INCONSISTENT_SYNC,17,2,0,0.0540686672074,0.00216274668829,0.0,0.0,0.342857142857,0.0132533013205,0.397058823529,0.343332190019,-0.257142857143,0.00394033211371,0.0115395440473,0.343332190019,-0.22,-0.75,28,9119,1058,13743,3013,0.00970650926381,143,827,2186,3983,0.0439186839662,812,87,35,934,6,725,2,0.148424874503,8,85067,0,40901,5174,-4,131142,44166,0.0830567005205,55,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,4679,25862,13,4637,close
12202,org/apache/lucene/index,org/apache/lucene/index/DocumentsWriterFlushControl.java,933,True,0,46,6602,3,6,2087,1,483,0.703910614525,523,127,0.242829827916,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,8,MT_CORRECTNESS,0.0197016605685,IS2_INCONSISTENT_SYNC,17,2,0,0.0540686672074,0.00216274668829,0.0,0.0,0.342857142857,0.0132533013205,0.397058823529,0.343332190019,-0.257142857143,0.00394033211371,0.0115395440473,0.343332190019,-0.22,-0.75,50,11369,1358,15993,3013,0.00970650926381,143,827,2186,3983,0.0439186839662,812,87,35,934,6,725,2,0.148424874503,8,85067,0,40901,5174,-4,131142,44166,0.0830567005205,55,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,4679,25862,13,4637,open
12202,org/apache/lucene/index,org/apache/lucene/index/DocumentsWriterFlushControl.java,933,True,26,46,6602,3,6,2087,6,483,0.513966480447,523,127,0.242829827916,0.576923076923,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,8,STYLE,0.00591049817056,UC_USELESS_CONDITION,19,3,1,0.0540686672074,0.00216274668829,0.000270343336037,-1.0,0.333333333333,0.00516795865633,0.4166150031,0.605495812547,-0.142857142857,0.0256121587391,0.171122994652,0.605495812547,-0.22,-0.75,27,9066,1053,13690,3013,0.00970650926381,143,827,2186,3983,0.0439186839662,812,87,35,934,6,725,2,0.148424874503,8,85067,0,40901,5174,-4,131142,44166,0.0830567005205,55,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,4679,25862,13,4637,open
12202,org/apache/lucene/index,org/apache/lucene/index/DocumentsWriterFlushControl.java,933,True,2,46,6602,3,0,2087,1,483,0.434357541899,523,127,0.242829827916,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,8,MT_CORRECTNESS,0.00422178440754,VO_VOLATILE_INCREMENT,14,2,1,0.0540686672074,0.00216274668829,0.000270343336037,-1.0,0.666666666667,0.0130718954248,0.397058823529,0.343332190019,0.333333333333,0.00394033211371,0.0115395440473,0.343332190019,-0.22,-0.75,41,11166,1324,15790,3013,0.00970650926381,143,827,2186,3983,0.0439186839662,812,87,35,934,6,725,2,0.148424874503,8,85067,0,40901,5174,-4,131142,44166,0.0830567005205,55,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,4679,25862,13,4637,open
12202,org/apache/lucene/index,org/apache/lucene/index/DocumentsWriterFlushControl.java,933,True,2,46,6602,3,0,2087,1,483,0.467877094972,523,127,0.242829827916,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,8,MT_CORRECTNESS,0.00422178440754,VO_VOLATILE_INCREMENT,14,2,1,0.0540686672074,0.00216274668829,0.000270343336037,-1.0,0.666666666667,0.0130718954248,0.397058823529,0.343332190019,0.333333333333,0.00394033211371,0.0115395440473,0.343332190019,-0.22,-0.75,51,11435,1372,16059,3013,0.00970650926381,143,827,2186,3983,0.0439186839662,812,87,35,934,6,725,2,0.148424874503,8,85067,0,40901,5174,-4,131142,44166,0.0830567005205,55,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,4679,25862,13,4637,open
12202,org/apache/lucene/index,org/apache/lucene/index/DocumentsWriterFlushControl.java,933,True,2,46,6602,3,0,2087,1,483,0.38687150838,523,127,0.242829827916,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,8,MT_CORRECTNESS,0.00422178440754,VO_VOLATILE_INCREMENT,14,2,1,0.0540686672074,0.00216274668829,0.000270343336037,-1.0,0.666666666667,0.0130718954248,0.397058823529,0.343332190019,0.333333333333,0.00394033211371,0.0115395440473,0.343332190019,-0.22,-0.75,51,11435,1372,16059,3013,0.00970650926381,143,827,2186,3983,0.0439186839662,812,87,35,934,6,725,2,0.148424874503,8,85067,0,40901,5174,-4,131142,44166,0.0830567005205,55,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,4679,25862,13,4637,open
12202,org/apache/lucene/index,org/apache/lucene/index/DocumentsWriterFlushControl.java,933,True,0,46,6602,3,0,2087,1,483,0.56843575419,523,127,0.242829827916,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,8,BAD_PRACTICE,0.00281452293836,IT_NO_SUCH_ELEMENT,19,3,1,0.0540686672074,0.00216274668829,0.000270343336037,-1.0,0.3,0.00525,0.151304347826,0.353437042766,-0.4,0.00450323670138,0.0213903743316,0.353437042766,-0.22,-0.75,27,9066,1053,13690,3013,0.00970650926381,143,827,2186,3983,0.0439186839662,812,87,35,934,6,725,2,0.148424874503,8,85067,0,40901,5174,-4,131142,44166,0.0830567005205,55,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,4679,25862,13,4637,open
12202,org/apache/lucene/index,org/apache/lucene/index/DocumentsWriterFlushQueue.java,933,True,0,12,6602,4,0,2087,1,483,0.771535580524,191,45,0.235602094241,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,STYLE,0.0323670137912,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,1,0.0540686672074,0.000270343336037,0.000270343336037,-1.0,0.35652173913,0.00533520903855,0.4166150031,0.605495812547,-0.121739130435,0.0256121587391,0.171122994652,0.605495812547,-0.22,-1.0,3,3007,424,7631,3013,0.00184672206833,143,827,2186,3983,0.0439186839662,252,24,8,284,1,228,1,0.0739006496849,2,85067,0,40901,5174,0,131142,44166,0.0830567005205,55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4679,25862,13,4637,open
5193,org/apache/lucene/index,org/apache/lucene/index/DocumentsWriterPerThread.java,86,True,4,18,6602,6,0,2087,1,483,0.718057921635,394,118,0.299492385787,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,CORRECTNESS,0.0030959752322,RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE,11,2,1,0.0540686672074,0.00081103000811,0.000270343336037,1.0,0.727272727273,0.0068395554289,0.278911564626,0.427829150317,0.454545454545,0.00253307064453,0.00985083028427,0.427829150317,-0.22,-0.333333333333,52,7762,953,12386,3013,0.0835718770064,143,827,2186,3983,0.0439186839662,787,481,68,1336,45,306,23,0.0658777807639,74,85067,6,40901,5174,-22,131142,44166,0.0830567005205,114,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,4738,25862,13,4637,close
5193,org/apache/lucene/index,org/apache/lucene/index/DocumentsWriterPerThread.java,86,True,2,18,6602,6,0,2087,1,483,0.299829642249,394,118,0.299492385787,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,CORRECTNESS,0.00112580917534,UR_UNINIT_READ,3,2,1,0.0540686672074,0.00081103000811,0.000270343336037,-1.0,0.0,0.0,0.278911564626,0.427829150317,-1.0,0.00253307064453,0.00985083028427,0.427829150317,-0.22,-0.333333333333,103,11369,1358,15993,3013,0.0835718770064,143,827,2186,3983,0.0439186839662,787,481,68,1336,45,306,23,0.0658777807639,74,85067,6,40901,5174,-22,131142,44166,0.0830567005205,114,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,4738,25862,13,4637,open
6149,org/apache/lucene/index,org/apache/lucene/index/DefaultIndexingChain.java,224,True,63,15,6602,3,6,2087,12,483,0.431486880466,455,127,0.279120879121,0.0952380952381,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6,STYLE,0.0647340275823,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0540686672074,0.00162206001622,0.000270343336037,1.0,0.365217391304,0.00539148019519,0.4166150031,0.605495812547,-0.104347826087,0.0256121587391,0.171122994652,0.605495812547,-0.22,-0.666666666667,33,1742,247,6366,3013,0.0865685367017,143,827,2186,3983,0.0439186839662,110,103,44,257,57,7,55,0.137014341212,141,85067,29,40901,5174,-2,131142,44166,0.0830567005205,55,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4679,25862,13,4637,close
5193,org/apache/lucene/index,org/apache/lucene/index/DocumentsWriterPerThread.java,86,True,0,18,6602,6,6,2087,1,483,0.177172061329,394,118,0.299492385787,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3,PERFORMANCE,0.0289895862651,URF_UNREAD_FIELD,20,3,0,0.0540686672074,0.00081103000811,0.0,0.0,0.378640776699,0.0130706632733,0.339130434783,0.187020234719,-0.145631067961,0.00591049817056,0.0607936954686,0.187020234719,-0.22,-0.333333333333,85,10111,1183,14735,3013,0.0835718770064,143,827,2186,3983,0.0439186839662,787,481,68,1336,45,306,23,0.0658777807639,74,85067,6,40901,5174,-22,131142,44166,0.0830567005205,114,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,4738,25862,13,4637,open
