F72,F54,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-InvocationHandler,F16-String,F16-List<String>,F16-Integer,F16-StrBuilder,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-BigInteger,F3-NA,F3-ArrayUtils.isSameLength(nullArray nullArray),F3-new ToStringBuilder(base).append(array).toString(),F3-Integer,F3-ArrayUtils.toObject(b),F3-Throwable,F3-ArrayUtils.toPrimitive(b),F3-!new EqualsBuilder().append(obj1 obj2).isEquals(),F3-null,F3-byte[],F3-boolean,F3-new EqualsBuilder().append(obj1 obj2).isEquals(),F3-char,F3-String,F3-boolean[],F3-int,F3-char[],F3-ArrayUtils.nullToEmpty(original),F3-long[],F3-ArrayUtils.EMPTY_CHAR_ARRAY,F7--,F7-++,F7--=,F7-+=,F7-&,F7-NA,F7-*,F7-+,F12-long,F12-Integer,F12-Random,F12-int,F12-Object,F12-NA,F12-String,F17-final,F17-static-final,F17-NA,F2-Class,F2-StringBuilder,F2-List<Integer>,F2-NA,F2-Integer,F2-ByteArrayOutputStream,F2-ExecutorService,F2-String,F2-DurationFormatUtils,F2-ExceptionUtilsTest,F2-Collections,F2-List<VetoableChangeListener>,F2-AccessibleObject,F2-Reader,F2-Class<>,F2-ToStringBuilderTest,F2-BooleanUtils,F2-Calendar,F2-TestSubObject,F6-java.io.ByteArrayOutputStream,F6-org.apache.commons.lang3.text.translate.NumericEntityUnescaper,F6-java.util.Random,F6-NA,F6-java.io.PrintStream,F6-java.lang.Character,F6-java.lang.Integer,F6-org.apache.commons.lang3.builder.HashCodeBuilder,F6-java.lang.Object,F6-org.apache.commons.lang3.builder.EqualsBuilder,F6-org.apache.commons.lang3.builder.ToStringBuilderTest.SelfInstanceTwoVarsReflectionTestFixture,F6-java.lang.String,F6-org.apache.commons.lang3.mutable.MutableLong,F6-org.apache.commons.lang3.builder.ToStringBuilder,F6-java.lang.Thread,F6-java.util.Date,F6-org.apache.commons.lang3.tuple.ImmutableTriple,F6-org.apache.commons.lang3.text.StrBuilder,F6-java.lang.CloneNotSupportedException,F6-java.io.IOException,F13-private,F13-NA,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-NA,F1-assertSame,F1-getDeclaredField,F1-assertEquals,F1-getFraction,F1-assertReflectionArray,F1-setAccessible,F1-assertArrayEquals,F1-get,F1-asReader,F1-reverse,F1-compareTo,F1-charAt,F1-assertFalse,F1-valueOf,F1-toCharArray,F1-read,F1-toString,F1-toCharacterObject,F1-assertTrue,F5-java.lang.Object,F5-NA,F5-java.lang.Number,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.lang.Exception,F9-testFixture,F9-NA,F9-length,F10-NA,F19-NA,F15-NA,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-Future,F4-Token[],F4-Date,F4-Throwable,F4-char,F4-Boolean,F4-byte[],F4-void,F4-StringBuilder,F4-char[],F4-int,F4-String,F4-Field,F8-MutatingClient,F8-NA,F8-InspectingClient,F11-i,F11-secretField,F11-NA,F11-N,F11-object,F11-serialVersionUID,F11-random,F11-showField,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-britter@apache.org,F71-niallp@apache.org,F71-chas@apache.org,F71-oheger@apache.org,F71-julius@apache.org,F71-brentworden@apache.org,F71-mcucchiara@apache.org,F71-ggregory@apache.org,F71-bayard@apache.org,F71-joehni@apache.org,F71-psteitz@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-tn@apache.org,F71-sebb@apache.org,F74,F73,F84,F146,category
1996,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsAddTest.java,1002,True,26,13,18600,1,8,1850,1,120,0.367647058824,509,43,0.0844793713163,0.807692307692,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,13,STYLE,0.26582278481,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,1,0.460916442049,0.0175202156334,0.00134770889488,-1.0,0.021164021164,0.000900700233573,0.0885416666667,0.367622493696,-0.957671957672,0.0084388185654,0.0464135021097,0.367622493696,-0.847953216374,-1.0,3,633,881,1726,918,0.0,0,302,616,1220,0.0676561804927,593,66,1,660,0,527,0,0.21981278364,0,40269,0,25736,1072,0,67077,14533,0.140847799039,236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1328,4805,3,1095,1
1996,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsAddTest.java,1002,True,16,13,18600,1,0,1850,1,120,0.387254901961,509,43,0.0844793713163,1.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,13,STYLE,0.26582278481,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,3,0.460916442049,0.0175202156334,0.00404312668464,-1.0,0.021164021164,0.000900700233573,0.0885416666667,0.367622493696,-0.957671957672,0.0084388185654,0.0464135021097,0.367622493696,-0.847953216374,-1.0,7,1391,1445,2484,918,0.0,0,302,616,1220,0.0676561804927,593,66,1,660,0,527,0,0.21981278364,0,40269,0,25736,1072,0,67077,14533,0.140847799039,236,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1328,4805,3,1095,1
1996,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsAddTest.java,1002,True,16,13,18600,1,0,1850,1,120,0.387254901961,509,43,0.0844793713163,1.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,13,STYLE,0.26582278481,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,3,0.460916442049,0.0175202156334,0.00404312668464,-1.0,0.021164021164,0.000900700233573,0.0885416666667,0.367622493696,-0.957671957672,0.0084388185654,0.0464135021097,0.367622493696,-0.847953216374,-1.0,7,1391,1445,2484,918,0.0,0,302,616,1220,0.0676561804927,593,66,1,660,0,527,0,0.21981278364,0,40269,0,25736,1072,0,67077,14533,0.140847799039,236,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1328,4805,3,1095,1
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,26,196,18600,2,0,1850,1,120,0.223021582734,2785,166,0.05960502693,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,STYLE,0.0787623066104,DLS_DEAD_LOCAL_STORE,20,3,1,0.460916442049,0.188679245283,0.00134770889488,-1.0,0.196428571429,0.00686279946761,0.0885416666667,0.367622493696,-0.607142857143,0.0084388185654,0.0464135021097,0.367622493696,-0.847953216374,-0.942857142857,30,1469,1482,2562,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1159,4805,3,1095,1
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,6,196,18600,2,0,1850,1,120,0.834820143885,2785,166,0.05960502693,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,PERFORMANCE,0.0225035161744,DM_NUMBER_CTOR,18,2,3,0.460916442049,0.188679245283,0.00404312668464,-0.333333333333,0.1875,0.0126953125,0.164285714286,0.145183959869,-0.625,0.0070323488045,0.028129395218,0.145183959869,-0.847953216374,-0.942857142857,30,1469,1482,2562,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1159,4805,3,1095,1
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,24,196,18600,2,12,1850,1,120,0.823741007194,2785,166,0.05960502693,0.291666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,PERFORMANCE,0.0225035161744,DM_NUMBER_CTOR,18,2,4,0.460916442049,0.188679245283,0.00539083557951,-0.5,0.1875,0.0126953125,0.164285714286,0.145183959869,-0.625,0.0070323488045,0.028129395218,0.145183959869,-0.847953216374,-0.942857142857,30,1469,1482,2562,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1159,4805,3,1095,1
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,14,196,18600,2,0,1850,1,120,0.829496402878,2785,166,0.05960502693,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,PERFORMANCE,0.0225035161744,DM_NUMBER_CTOR,18,2,3,0.460916442049,0.188679245283,0.00404312668464,-0.333333333333,0.1875,0.0126953125,0.164285714286,0.145183959869,-0.625,0.0070323488045,0.028129395218,0.145183959869,-0.847953216374,-0.942857142857,30,1469,1482,2562,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1159,4805,3,1095,1
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,6,196,18600,2,6,1850,1,120,1.15127098321,2785,166,0.05960502693,0.611111111111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,PERFORMANCE,0.0225035161744,DM_NUMBER_CTOR,20,3,1,0.460916442049,0.188679245283,0.00134770889488,-0.111111111111,0.1875,0.0126953125,0.164285714286,0.145183959869,-0.625,0.0070323488045,0.028129395218,0.145183959869,-0.847953216374,-0.942857142857,30,1469,1482,2562,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1159,4805,3,1095,0
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,12,196,18600,2,7,1850,1,120,1.1473381295,2785,166,0.05960502693,0.574074074074,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,PERFORMANCE,0.0225035161744,DM_NUMBER_CTOR,20,3,1,0.460916442049,0.188679245283,0.00179694519317,-0.166666666667,0.1875,0.0126953125,0.164285714286,0.145183959869,-0.625,0.0070323488045,0.028129395218,0.145183959869,-0.847953216374,-0.942857142857,30,1469,1482,2562,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1159,4805,3,1095,0
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,7,196,18600,2,6,1850,1,120,1.14916067146,2785,166,0.05960502693,0.571428571429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,PERFORMANCE,0.0225035161744,DM_NUMBER_CTOR,20,3,1,0.460916442049,0.188679245283,0.00134770889488,-0.111111111111,0.1875,0.0126953125,0.164285714286,0.145183959869,-0.625,0.0070323488045,0.028129395218,0.145183959869,-0.847953216374,-0.942857142857,30,1469,1482,2562,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1159,4805,3,1095,0
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,7,196,18600,2,8,1850,1,120,0.943021582734,2785,166,0.05960502693,0.428571428571,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,PERFORMANCE,0.0070323488045,DM_STRING_CTOR,18,2,1,0.460916442049,0.188679245283,0.00134770889488,-1.0,0.0,0.0,0.164285714286,0.145183959869,-1.0,0.0070323488045,0.028129395218,0.145183959869,-0.847953216374,-0.942857142857,5,235,343,1328,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1159,4805,3,1095,1
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,7,196,18600,2,8,1850,1,120,0.964028776978,2785,166,0.05960502693,0.428571428571,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,PERFORMANCE,0.0070323488045,DM_STRING_CTOR,18,2,1,0.460916442049,0.188679245283,0.00134770889488,-1.0,0.0,0.0,0.164285714286,0.145183959869,-1.0,0.0070323488045,0.028129395218,0.145183959869,-0.847953216374,-0.942857142857,5,235,343,1328,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1159,4805,3,1095,1
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,4,196,18600,2,8,1850,1,120,0.110215827338,2785,166,0.05960502693,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,CORRECTNESS,0.0365682137834,EC_BAD_ARRAY_COMPARE,3,2,1,0.460916442049,0.188679245283,0.00134770889488,-1.0,0.0,0.0,0.0243902439024,0.0394467578822,-1.0,0.0014064697609,0.0014064697609,0.0394467578822,-0.847953216374,-0.942857142857,22,1361,1427,2454,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1159,4805,3,1095,1
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,6,196,18600,2,8,1850,1,120,0.108201438849,2785,166,0.05960502693,0.666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,CORRECTNESS,0.0365682137834,EC_BAD_ARRAY_COMPARE,3,2,1,0.460916442049,0.188679245283,0.00134770889488,-1.0,0.0,0.0,0.0243902439024,0.0394467578822,-1.0,0.0014064697609,0.0014064697609,0.0394467578822,-0.847953216374,-0.942857142857,22,1361,1427,2454,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1159,4805,3,1095,1
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,3,196,18600,2,8,1850,1,120,0.10618705036,2785,166,0.05960502693,0.666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,CORRECTNESS,0.0365682137834,EC_BAD_ARRAY_COMPARE,3,2,1,0.460916442049,0.188679245283,0.00134770889488,-1.0,0.0,0.0,0.0243902439024,0.0394467578822,-1.0,0.0014064697609,0.0014064697609,0.0394467578822,-0.847953216374,-0.942857142857,22,1361,1427,2454,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1159,4805,3,1095,1
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,4,196,18600,2,8,1850,1,120,0.137553956835,2785,166,0.05960502693,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,CORRECTNESS,0.0365682137834,EC_BAD_ARRAY_COMPARE,3,2,1,0.460916442049,0.188679245283,0.00134770889488,-1.0,0.0,0.0,0.0243902439024,0.0394467578822,-1.0,0.0014064697609,0.0014064697609,0.0394467578822,-0.847953216374,-0.942857142857,22,1361,1427,2454,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1159,4805,3,1095,1
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtilsTest.java,1482,True,6,196,18600,2,8,1850,1,120,0.135539568345,2785,166,0.05960502693,0.666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,140,CORRECTNESS,0.0365682137834,EC_BAD_ARRAY_COMPARE,3,2,1,0.460916442049,0.188679245283,0.00134770889488,-1.0,0.0,0.0,0.0243902439024,0.0394467578822,-1.0,0.0014064697609,0.0014064697609,0.0394467578822,-0.847953216374,-0.942857142857,22,1361,1427,2454,918,0.26627573219,0,302,616,1220,0.0676561804927,5344,529,0,5873,19,4815,311,0.254343193954,330,40269,0,25736,1072,292,67077,14533,0.140847799039,67,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1159,4805,3,1095,1
