F72,F54,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-boolean,F16-String,F16-Integer,F16-StrBuilder,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-Strategy,F3-NA,F3-Type[],F3-new ToStringBuilder(base).append(array).toString(),F3-Class,F3-Integer,F3-Throwable,F3-!new EqualsBuilder().append(obj1 obj2).isEquals(),F3-baseStr +  [  + SystemUtils.LINE_SEPARATOR+    <null> + SystemUtils.LINE_SEPARATOR+  ] ,F3-null,F3-boolean,F3-Object,F3-Character,F3-new EqualsBuilder().append(obj1 obj2).isEquals(),F3-char,F3-SystemUtils.isOSMatch(osName osVersion  Windows 9   4.1 ),F3-String,F3-int,F3-char[],F3-sb.toString(),F3-Date,F7--,F7-++,F7--=,F7-+=,F7-&,F7-NA,F7-*,F7-+,F12-Integer,F12-Random,F12-long,F12-int,F12-Object,F12-NA,F12-String,F17-static,F17-NA,F2-Class,F2-List<Integer>,F2-NA,F2-Integer,F2-ByteArrayOutputStream,F2-Executors,F2-String,F2-ExceptionUtilsTest,F2-Collections,F2-Method,F2-Reader,F2-Map<Locale Strategy>,F2-TypeUtilsTest<B>,F2-Calendar,F2-TestSubObject,F2-Token,F6-java.io.ByteArrayOutputStream,F6-org.apache.commons.lang3.text.translate.NumericEntityUnescaper,F6-java.util.Random,F6-NA,F6-java.io.PrintStream,F6-java.lang.UnsupportedOperationException,F6-java.lang.Character,F6-java.lang.Integer,F6-java.lang.Object,F6-org.apache.commons.lang3.builder.EqualsBuilder,F6-java.lang.String,F6-org.apache.commons.lang3.mutable.MutableLong,F6-java.lang.StringBuffer,F6-java.lang.StringBuilder,F6-org.apache.commons.lang3.builder.ToStringBuilder,F6-java.lang.Thread,F6-java.util.Date,F6-org.apache.commons.lang3.tuple.ImmutableTriple,F6-org.apache.commons.lang3.text.StrBuilder,F6-java.io.IOException,F13-private,F13-NA,F18-NA,F14-static-final,F14-NA,F14-final,F1-delegateBooleanAssertion,F1-NA,F1-assertSame,F1-getDeclaredField,F1-abs,F1-assertEquals,F1-getFraction,F1-pow,F1-substring,F1-get,F1-asReader,F1-getGenericParameterTypes,F1-constantFuture,F1-appendln,F1-compareTo,F1-charAt,F1-assertFalse,F1-read,F1-toString,F1-assertTrue,F5-java.lang.Object,F5-NA,F5-java.lang.Number,F5-ProxyInvocationHandler,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-StrBuilder,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.lang.Exception,F9-testFixture,F9-NA,F9-length,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-ExecutorService,F4-Integer,F4-boolean,F4-long,F4-Throwable,F4-char,F4-TypeVariable[],F4-void,F4-int,F4-String,F4-Field,F4-Strategy,F4-Type[],F8-MutatingClient,F8-NA,F8-InspectingClient,F11-i,F11-secretField,F11-NA,F11-N,F11-object,F11-serialVersionUID,F11-random,F11-showField,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-niallp@apache.org,F71-chas@apache.org,F71-oheger@apache.org,F71-julius@apache.org,F71-ggregory@apache.org,F71-bayard@apache.org,F71-joehni@apache.org,F71-psteitz@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-tn@apache.org,F71-sebb@apache.org,F74,F73,F84,F146,category
2078,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,668,True,70,40,17815,1,8,1742,16,120,0.503696857671,365,671,1.83835616438,0.0285714285714,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,10,BAD_PRACTICE,0.0048231511254,ES_COMPARING_PARAMETER_STRING_WITH_EQ,14,1,6,0.470507544582,0.0137174211248,0.0082304526749,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-1.0,23,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,319,1095,63,1477,0,-776,0,0.235694893341,0,43260,0,24395,1303,0,68958,18865,0.143293687454,239,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1572,4805,1,1334,1
2078,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,668,True,17,40,17815,1,0,1742,7,120,0.660813308688,365,671,1.83835616438,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,10,BAD_PRACTICE,0.0048231511254,ES_COMPARING_PARAMETER_STRING_WITH_EQ,19,3,3,0.470507544582,0.0137174211248,0.00411522633745,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-1.0,5,521,573,1855,1801,0.0,39,752,1049,2592,0.0653394100424,319,1095,63,1477,0,-776,0,0.235694893341,0,43260,0,24395,1303,0,68958,18865,0.143293687454,239,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1572,4805,1,1334,1
2078,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,668,True,17,40,17815,1,8,1742,7,120,0.658964879852,365,671,1.83835616438,0.117647058824,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,10,BAD_PRACTICE,0.0048231511254,ES_COMPARING_PARAMETER_STRING_WITH_EQ,19,3,3,0.470507544582,0.0137174211248,0.00411522633745,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-1.0,5,521,573,1855,1801,0.0,39,752,1049,2592,0.0653394100424,319,1095,63,1477,0,-776,0,0.235694893341,0,43260,0,24395,1303,0,68958,18865,0.143293687454,239,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1572,4805,1,1334,1
2078,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,668,True,6,40,17815,1,12,1742,2,120,0.0600739371534,365,671,1.83835616438,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,10,BAD_PRACTICE,0.0096463022508,NP_BOOLEAN_RETURN_NULL,14,2,1,0.470507544582,0.0137174211248,0.00137174211248,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-1.0,23,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,319,1095,63,1477,0,-776,0,0.235694893341,0,43260,0,24395,1303,0,68958,18865,0.143293687454,239,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1572,4805,1,1334,1
2078,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,668,True,12,40,17815,1,12,1742,5,120,0.306839186691,365,671,1.83835616438,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,10,BAD_PRACTICE,0.0096463022508,NP_BOOLEAN_RETURN_NULL,14,2,6,0.470507544582,0.0137174211248,0.0082304526749,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-1.0,23,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,319,1095,63,1477,0,-776,0,0.235694893341,0,43260,0,24395,1303,0,68958,18865,0.143293687454,239,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1572,4805,1,1334,1
2078,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,668,True,6,40,17815,1,12,1742,2,120,0.221811460259,365,671,1.83835616438,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,10,BAD_PRACTICE,0.0096463022508,NP_BOOLEAN_RETURN_NULL,14,2,6,0.470507544582,0.0137174211248,0.0082304526749,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-1.0,23,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,319,1095,63,1477,0,-776,0,0.235694893341,0,43260,0,24395,1303,0,68958,18865,0.143293687454,239,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1572,4805,1,1334,1
2078,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,668,True,46,40,17815,1,14,1742,17,120,0.340573012939,365,671,1.83835616438,0.326086956522,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,10,BAD_PRACTICE,0.0096463022508,NP_BOOLEAN_RETURN_NULL,14,2,6,0.470507544582,0.0137174211248,0.0082304526749,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-1.0,23,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,319,1095,63,1477,0,-776,0,0.235694893341,0,43260,0,24395,1303,0,68958,18865,0.143293687454,239,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1572,4805,1,1334,1
2078,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,668,True,140,40,17815,1,10,1742,31,120,0.541589648799,365,671,1.83835616438,0.267857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,10,BAD_PRACTICE,0.0096463022508,NP_BOOLEAN_RETURN_NULL,14,2,6,0.470507544582,0.0137174211248,0.0082304526749,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-1.0,23,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,319,1095,63,1477,0,-776,0,0.235694893341,0,43260,0,24395,1303,0,68958,18865,0.143293687454,239,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1572,4805,1,1334,1
2078,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,668,True,46,40,17815,1,14,1742,17,120,0.607670979667,365,671,1.83835616438,0.326086956522,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,10,BAD_PRACTICE,0.0096463022508,NP_BOOLEAN_RETURN_NULL,14,2,6,0.470507544582,0.0137174211248,0.0082304526749,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-1.0,23,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,319,1095,63,1477,0,-776,0,0.235694893341,0,43260,0,24395,1303,0,68958,18865,0.143293687454,239,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1572,4805,1,1334,1
2078,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,668,True,3,40,17815,1,8,1742,1,120,0.642329020333,365,671,1.83835616438,0.666666666667,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,10,BAD_PRACTICE,0.0064308681672,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,16,2,3,0.470507544582,0.0137174211248,0.00411522633745,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-1.0,16,994,895,2328,1801,0.0,39,752,1049,2592,0.0653394100424,319,1095,63,1477,0,-776,0,0.235694893341,0,43260,0,24395,1303,0,68958,18865,0.143293687454,239,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1572,4805,1,1334,1
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1109,True,24,71,17815,1,0,1742,17,120,0.552337398374,797,43,0.0539523212045,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,6,PERFORMANCE,0.0048231511254,BX_UNBOXING_IMMEDIATELY_REBOXED,18,2,1,0.470507544582,0.0082304526749,0.00137174211248,1.0,0.666666666667,0.0185185185185,0.420168067227,0.255838592773,0.666666666667,0.0016077170418,0.08038585209,0.255838592773,-0.562682215743,-0.333333333333,15,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,565,105,9,679,0,460,0,0.146899899357,0,43260,0,24395,1303,0,68958,18865,0.143293687454,179,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1512,4805,1,1334,0
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1109,True,80,71,17815,1,0,1742,65,120,0.610645325203,797,43,0.0539523212045,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,6,PERFORMANCE,0.0048231511254,BX_UNBOXING_IMMEDIATELY_REBOXED,18,2,1,0.470507544582,0.0082304526749,0.00137174211248,1.0,0.666666666667,0.0185185185185,0.420168067227,0.255838592773,0.666666666667,0.0016077170418,0.08038585209,0.255838592773,-0.562682215743,-0.333333333333,15,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,565,105,9,679,0,460,0,0.146899899357,0,43260,0,24395,1303,0,68958,18865,0.143293687454,179,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1512,4805,1,1334,0
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1109,True,33,71,17815,1,8,1742,1,120,0.371273712737,797,43,0.0539523212045,0.222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,6,PERFORMANCE,0.0048231511254,DM_STRING_CTOR,18,2,1,0.470507544582,0.0082304526749,0.00137174211248,-1.0,0.333333333333,0.0185185185185,0.420168067227,0.255838592773,-0.333333333333,0.0016077170418,0.08038585209,0.255838592773,-0.562682215743,-0.333333333333,1,259,418,1593,1801,0.0,39,752,1049,2592,0.0653394100424,565,105,9,679,0,460,0,0.146899899357,0,43260,0,24395,1303,0,68958,18865,0.143293687454,179,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1512,4805,1,1334,1
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1109,True,8,71,17815,1,8,1742,4,120,0.0406504065041,797,43,0.0539523212045,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,6,BAD_PRACTICE,0.048231511254,ISC_INSTANTIATE_STATIC_CLASS,19,3,1,0.470507544582,0.0082304526749,0.00137174211248,-1.0,0.166666666667,0.00661375661376,0.184210526316,0.562589058742,-0.666666666667,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-0.333333333333,15,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,565,105,9,679,0,460,0,0.146899899357,0,43260,0,24395,1303,0,68958,18865,0.143293687454,179,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1512,4805,1,1334,1
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1109,True,5,71,17815,1,8,1742,1,120,0.0538617886179,797,43,0.0539523212045,0.8,7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,6,BAD_PRACTICE,0.0064308681672,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,19,3,2,0.470507544582,0.0082304526749,0.00274348422497,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-0.333333333333,15,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,565,105,9,679,0,460,0,0.146899899357,0,43260,0,24395,1303,0,68958,18865,0.143293687454,179,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1512,4805,1,1334,1
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1109,True,5,71,17815,1,8,1742,1,120,0.0528455284553,797,43,0.0539523212045,0.6,7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,6,BAD_PRACTICE,0.0064308681672,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,19,3,2,0.470507544582,0.0082304526749,0.00274348422497,-1.0,0.0,0.0,0.184210526316,0.562589058742,-1.0,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-0.333333333333,15,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,565,105,9,679,0,460,0,0.146899899357,0,43260,0,24395,1303,0,68958,18865,0.143293687454,179,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1512,4805,1,1334,1
1468,org/apache/commons/lang3,org/apache/commons/lang3/CharEncodingTest.java,110,True,3,8,17815,1,8,1742,1,120,0.401785714286,67,33,0.492537313433,0.666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,343,2,BAD_PRACTICE,0.048231511254,ISC_INSTANTIATE_STATIC_CLASS,19,3,2,0.470507544582,0.00274348422497,0.00274348422497,-1.0,0.166666666667,0.00661375661376,0.184210526316,0.562589058742,-0.666666666667,0.0016077170418,0.0225080385852,0.562589058742,-0.562682215743,-1.0,8,1228,1117,2562,1801,0.0,39,752,1049,2592,0.0653394100424,177,8,0,185,0,169,0,0.0179856452022,0,43260,0,24395,1303,0,68958,18865,0.143293687454,135,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1468,4805,1,1334,1
