F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-String[],F16-Boolean,F16-Object,F16-NA,F16-ExecRow,F16-Conglomerate,F16-void,F16-GroupFetchScanController,F16-int,F16-ScanController,F16-Properties,F16-boolean,F16-PrintWriter,F16-RandomAccessFile,F16-String,F16-SQLException,F16-FileOutputStream,F16-TupleDescriptor,F16-Void,F16-ExecIndexRow,F3-NA,F3-int[],F3-Integer,F3-Long,F3-PrintStream,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-Object[],F3-char,F3-String,F3-long,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F7-|,F7--,F7-/,F7-++,F7--=,F7---,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-LocalizedResource,F12-boolean,F12-LocalizedOutput,F12-SQLException,F12-int[],F12-String[],F12-byte[],F12-String,F12-Connection,F12-ArrayList<ResultSet>,F12-Hashtable,F12-ConnectionEnv,F12-PrintStream,F12-Class[],F12-Statement,F12-ResultSet,F12-TypeDescriptor,F17-static,F17-final,F17-NA,F17-final-final,F2-ResultSet,F2-SystemProcedures,F2-JDBCDisplayUtil,F2-BrokeredConnection,F2-NA,F2-UCode_CharStream,F2-Integer,F2-StringBuffer,F2-Properties,F2-Connection,F2-String,F2-ij,F2-PreparedStatement,F2-DataDictionaryImpl,F2-System,F2-SQLParserTokenManager,F2-DRDAConnThread,F2-Hashtable<Integer String>,F2-Statement,F2-File,F6-java.io.RandomAccessFile,F6-org.apache.derby.impl.sql.compile.IsNullNode,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-java.io.FileOutputStream,F6-java.io.InputStreamReader,F6-org.apache.derby.impl.sql.compile.FromList,F6-java.util.Properties,F6-java.io.FileInputStream,F6-java.io.PrintWriter,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.Boolean,F6-java.lang.String,F6-org.apache.derby.impl.sql.execute.rts.XPLAINResultSetTimingsDescriptor,F6-java.lang.StringBuffer,F6-java.lang.StringBuilder,F6-java.util.Vector<java.lang.String>,F6-org.apache.derby.impl.tools.ij.Token,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-executeQuery,F1-ReInit,F1-size,F1-NA,F1-getBoolean,F1-generateCsSQLException,F1-prepareStatement,F1-jj_consume_token,F1-next,F1-getDefaultConn,F1-readChar,F1-get,F1-append,F1-equals,F1-getProperty,F1-put,F1-qualifiedIdentifier,F1-toString,F1-jjStopAtPos,F1-newException,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-javax.naming.InitialContext,F5-java.io.OutputStreamWriter,F5-IndexInput,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.util.Date,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.util.Dictionary,F9-indexName,F9-isXAConnection_,F9-password,F9-traceDirectory,F9-description,F9-containerId,F9-databaseName,F9-user,F9-serviceType,F9-cachedCharLength,F9-array,F9-unclosableInternalReader,F9-dataSourceName,F9-NA,F9-retrieveMessageText,F9-uuidFactory,F9-backupRoot,F9-loginTimeout,F9-portNumber,F9-length,F10-NA,F10-true,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Pkgnamcsn,F4-boolean,F4-InputStream,F4-long,F4-StringBuffer,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-KeyStore,F4-char,F4-Token,F4-Connection,F4-Object,F4-void,F4-double,F4-QualifiedIdentifier,F4-int,F4-String,F4-SQLException,F8-DRDAServerStarter,F8-DDdependableFinder,F8-BasicClientDataSource40,F8-PermDescriptor,F8-TemporaryClob,F8-UpdateServiceProperties,F8-AuthenticationServiceBase,F8-ClientConnection,F8-RealHashScanStatistics,F8-DoubleProperties,F8-BasicEmbeddedDataSource40,F8-BaseDataFileFactory,F8-DRDAProtocolExceptionInfo,F8-AliasDescriptor,F8-mtTime,F8-RealTableScanStatistics,F8-NA,F8-MeteredStream,F8-ByteArray,F8-StatementKey,F11-ignoreWebLogic,F11-langUtil,F11-scanned,F11-NA,F11-rowResult,F11-DS_GET_CONN_TYPES,F11-file,F11-propFile,F11-urlCheck,F11-displayColumns,F11-resultSet,F11-actions,F11-CONTAINER_KEY_MEMORY_USAGE,F11-catalogType,F11-num_pages,F11-kind,F11-used,F11-portingOnly,F11-currentConnEnv,F11-out,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-suresht@apache.org,F71-dyre@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,F74,F73,F84,F146,category
4006,org/apache/derby/iapi/services/context,org/apache/derby/iapi/services/context/ContextService.java,2314,True,0,12,453,3,37,43,1,9,0.942760942761,344,139,0.404069767442,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,PERFORMANCE,0.0171519744715,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00253073029646,0.00144613159798,0.0,0.0,0.0232558139535,0.00151433207139,0.197580645161,0.147880574963,-0.953488372093,0.00279218189071,0.0362983645792,0.147880574963,-1.0,-1.0,20,7846,3610,8134,2,0.471698113208,0,23,-21,25,0.0943396226415,135,25,0,160,23,110,2,0.0921321089653,25,264,0,51,48,-21,363,213,0.0392512210147,110,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,397,8135,110,397,1
4006,org/apache/derby/iapi/services/context,org/apache/derby/iapi/services/context/ContextService.java,2314,True,5,12,453,3,0,43,1,9,0.26936026936,344,139,0.404069767442,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,CORRECTNESS,0.000398883127244,SIC_THREADLOCAL_DEADLY_EMBRACE,5,1,2,0.00253073029646,0.00144613159798,0.000723065798988,-1.0,0.0,0.0,0.00869565217391,0.000378414755946,-1.0,0.000398883127244,0.0,0.000378414755946,-1.0,-1.0,20,7847,3610,8135,2,0.471698113208,0,23,-21,25,0.0943396226415,135,25,0,160,23,110,2,0.0921321089653,25,264,0,51,48,-21,363,213,0.0392512210147,110,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,397,8135,110,397,1
4006,org/apache/derby/iapi/services/context,org/apache/derby/iapi/services/context/ContextService.java,2314,True,0,12,453,3,4,43,1,9,0.986531986532,344,139,0.404069767442,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,BAD_PRACTICE,0.00678101316314,SE_NO_SERIALVERSIONID,19,3,0,0.00253073029646,0.00144613159798,0.0,0.0,0.0,0.0,0.00242718446602,0.00190231318927,-1.0,0.0,0.000398883127244,0.00190231318927,-1.0,-1.0,3,565,404,853,2,0.471698113208,0,23,-21,25,0.0943396226415,135,25,0,160,23,110,2,0.0921321089653,25,264,0,51,48,-21,363,213,0.0392512210147,110,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,397,8135,110,397,1
8134,org/apache/derby/iapi/services/context,org/apache/derby/iapi/services/context/SystemContext.java,3610,True,25,2,453,1,0,43,7,9,0.658536585366,51,13,0.254901960784,1.0,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,STYLE,0.00558436378141,UCF_USELESS_CONTROL_FLOW,20,3,1,0.00253073029646,0.000361532899494,0.000361532899494,-1.0,0.0,0.0,0.0131332082552,0.037534609309,-1.0,0.00438771439968,0.00119664938173,0.037534609309,-1.0,-1.0,7,7847,3610,8135,2,0.0,0,23,-21,25,0.0943396226415,12,5,6,23,0,7,0,0.00944213607806,0,264,0,51,48,0,363,213,0.0392512210147,3712,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4006,8135,110,397,1
8134,org/apache/derby/iapi/services/diag,org/apache/derby/iapi/services/diag/DiagnosticUtil.java,3610,True,25,3,54,1,0,10,4,4,0.670967741935,86,40,0.46511627907,1.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,STYLE,0.00997207818109,REC_CATCH_EXCEPTION,20,3,1,0.000361532899494,0.000361532899494,0.000361532899494,-1.0,0.04,0.00096,0.0131332082552,0.037534609309,-0.92,0.00438771439968,0.00119664938173,0.037534609309,-1.0,-1.0,6,7847,3610,8135,0,0.0,0,0,0,0,0.0,65,0,0,65,0,65,0,0.000317178381122,0,158,0,20,53,0,231,138,0.00306378107948,5212,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5517,8135,5212,5517,1
857,org/apache/derby/iapi/services/info,org/apache/derby/iapi/services/info/ProductVersionHolder.java,405,True,75,26,323,1,0,46,6,7,0.973285198556,397,71,0.178841309824,1.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,EXPERIMENTAL,0.00917431192661,OBL_UNSATISFIED_OBLIGATION,20,2,2,0.000723065798988,0.000723065798988,0.000723065798988,-1.0,0.130434782609,0.0378071833648,0.032967032967,0.00145920159319,-0.739130434783,0.0,0.00119664938173,0.00145920159319,-1.0,-1.0,15,7847,3610,8135,0,0.0,0,0,0,0,0.0,43,10,39,92,0,33,0,0.06279729333,0,175,0,60,53,0,288,115,0.0742438930601,569,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,857,8135,148,435,1
857,org/apache/derby/iapi/services/info,org/apache/derby/iapi/services/info/ProductVersionHolder.java,405,True,15,26,323,1,0,46,2,7,0.965703971119,397,71,0.178841309824,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,BAD_PRACTICE,0.00797766254487,OS_OPEN_STREAM,16,2,2,0.000723065798988,0.000723065798988,0.000723065798988,-1.0,0.0,0.0,0.00242718446602,0.00190231318927,-1.0,0.0,0.000398883127244,0.00190231318927,-1.0,-1.0,15,7847,3610,8135,0,0.0,0,0,0,0,0.0,43,10,39,92,0,33,0,0.06279729333,0,175,0,60,53,0,288,115,0.0742438930601,569,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,857,8135,148,435,1
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/AccessibleByteArrayOutputStream.java,3610,True,3,6,2255,1,0,295,1,41,0.517857142857,57,39,0.684210526316,1.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,MALICIOUS_CODE,0.00678101316314,EI_EXPOSE_REP,18,2,1,0.00506146059291,0.000361532899494,0.000361532899494,-1.0,0.0,0.0,0.0232558139535,0.119591671174,-1.0,0.0,0.000398883127244,0.119591671174,-1.0,-1.0,7,7847,3610,8135,90,0.0,14,48,42,152,0.0210037906642,18,10,16,44,0,8,0,0.00506568425142,0,3104,0,761,1003,0,4868,2343,0.0712009446338,1631,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1919,8135,115,402,1
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/ArrayInputStream.java,3610,True,3,34,2255,1,0,295,1,41,0.123641304348,384,215,0.559895833333,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,MALICIOUS_CODE,0.00678101316314,EI_EXPOSE_REP,18,2,1,0.00506146059291,0.000723065798988,0.000361532899494,-1.0,0.0,0.0,0.0232558139535,0.119591671174,-1.0,0.0,0.000398883127244,0.119591671174,-1.0,-1.0,15,7847,3610,8135,90,0.0,14,48,42,152,0.0210037906642,52,21,331,404,0,31,0,0.108791623891,0,3104,0,761,1003,0,4868,2343,0.0712009446338,404,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,692,8135,115,402,1
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/ArrayInputStream.java,3610,True,5,34,2255,1,0,295,1,41,0.108695652174,384,215,0.559895833333,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,MALICIOUS_CODE,0.00717989629039,EI_EXPOSE_REP2,18,2,1,0.00506146059291,0.000723065798988,0.000361532899494,-1.0,0.0,0.0,0.0232558139535,0.119591671174,-1.0,0.0,0.000398883127244,0.119591671174,-1.0,-1.0,15,7847,3610,8135,90,0.0,14,48,42,152,0.0210037906642,52,21,331,404,0,31,0,0.108791623891,0,3104,0,761,1003,0,4868,2343,0.0712009446338,404,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,692,8135,115,402,1
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/ArrayOutputStream.java,3610,True,7,9,2255,1,0,295,3,41,0.383333333333,76,10,0.131578947368,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,MALICIOUS_CODE,0.00717989629039,EI_EXPOSE_REP2,18,2,1,0.00506146059291,0.000361532899494,0.000361532899494,-1.0,0.0,0.0,0.0232558139535,0.119591671174,-1.0,0.0,0.000398883127244,0.119591671174,-1.0,-1.0,5,7847,3610,8135,90,0.0,14,48,42,152,0.0210037906642,17,9,6,32,0,8,0,0.00455787732371,0,3104,0,761,1003,0,4868,2343,0.0712009446338,6129,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6434,8135,115,402,1
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/ArrayUtil.java,3610,True,7,23,2255,1,0,295,3,41,0.600938967136,284,66,0.232394366197,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,STYLE,0.0287195851615,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.00506146059291,0.000723065798988,0.000361532899494,-1.0,0.0,0.0,0.0131332082552,0.037534609309,-1.0,0.00438771439968,0.00119664938173,0.037534609309,-1.0,-1.0,16,7846,3610,8134,90,0.0,14,48,42,152,0.0210037906642,51,21,1,73,0,30,0,0.143960227152,0,3104,0,761,1003,0,4868,2343,0.0712009446338,561,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,849,8135,115,402,1
