F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Comparable<String>,F16-String[],F16-Comparable<Boolean>,F16-Map<String String>,F16-List<ObjectName>,F16-long,F16-Object,F16-PreparedStatement,F16-NA,F16-void,F16-SSLSupport,F16-int,F16-boolean,F16-Comparable<Date>,F16-ELContextImpl,F16-String,F16-Method,F16-JspApplicationContext,F16-Void,F16-WebResource,F3-NA,F3-Session,F3-Integer,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-MappedHost[],F3-byte[],F3-boolean,F3-Object,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-String[],F3-ObjectName,F3-Level,F7--,F7-&=,F7-++,F7-|=,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-HashMap<String Method>,F12-NA,F12-AtomicInteger,F12-TemplatePathMatchComparator,F12-boolean,F12-byte[],F12-Comparator<Session>,F17-static,F17-static-final,F17-final,F17-NA,F2-StringBuilder,F2-InstanceKeyDataSource,F2-ELParser,F2-NA,F2-SimpleCharStream,F2-ByteArrayOutputStream,F2-MBeanServer,F2-Properties,F2-Object,F2-Connection,F2-StringReader,F2-String,F2-Hashtable<String Integer>,F2-JDBCStore,F2-AccessibleObject,F2-Class<>,F2-System,F2-Map<String LockRecord>,F2-Statement,F2-File,F6-NA,F6-java.lang.Long,F6-org.apache.jasper.compiler.JspConfig.JspProperty,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-org.apache.el.parser.Token,F6-java.io.PrintStream,F6-java.net.URL,F6-java.lang.Float,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.tomcat.jni.Library,F6-java.util.Date,F6-java.lang.Double,F6-org.apache.catalina.ha.context.ReplicatedContext.ReplApplContext,F6-java.lang.Throwable,F6-java.io.BufferedReader,F6-org.apache.el.parser.PropertyNotFoundException,F13-private,F13-NA,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-invoke,F1-ReInit,F1-delete,F1-NA,F1-jj_ntk,F1-prepareStatement,F1-jj_consume_token,F1-getString,F1-getBytes,F1-setAccessible,F1-get,F1-append,F1-getConnection,F1-openNodeScope,F1-getProperty,F1-put,F1-currentTimeMillis,F1-toString,F1-list,F1-length,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.logging.Logger,F5-ApplicationContext,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.OutputStream,F5-java.lang.Exception,F9-cluster,F9-encoding,F9-accessed,F9-options,F9-sessionIdCol,F9-sessionAppCol,F9-locks,F9-lastAccess,F9-size,F9-servletClass,F9-jaasConfiguration,F9-view,F9-payload,F9-NA,F9-wrapper,F9-uniqueId,F9-serviceqname,F9-membershipService,F9-message,F9-jarEntry,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-Constructor,F4-long,F4-E,F4-PreparedStatement,F4-LockRecord,F4-Token,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-String,F4-int,F4-Method,F8-AccessLogValve,F8-LambdaExpressionComparator,F8-JarInputStreamWrapper,F8-StandardWrapper,F8-AbstractCatalinaTask,F8-ResultSetProxy,F8-GatherState<A>,F8-McastService,F8-StatementEntry,F8-MapMessage,F8-JAASRealm,F8-HostManagerServlet,F8-ContextService,F8-ChannelData,F8-CoordinationEvent,F8-JDBCStore,F8-NA,F8-FaultyMember,F8-ObjectReader,F8-ChannelCoordinator,F11-START_DATA,F11-INSTANCE,F11-type,F11-fnmap,F11-NA,F11-serialVersionUID,F11-comparator,F11-submittedCount,F11-hasHashCode,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mturk@apache.org,F71-jboynes@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-schultz@apache.org =  schultz = Christopher Schultz schultz@apache.org@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,F74,F73,F84,F146,category,status
17995,org/apache/catalina/session,org/apache/catalina/session/JDBCStore.java,3109,True,0,40,138,1,4,268,1,21,0.0672430355427,599,319,0.532554257095,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,13,PERFORMANCE,0.00612244897959,SS_SHOULD_BE_STATIC,18,2,0,0.0177481974487,0.00721020521353,0.0,0.0,0.555555555556,0.0164609053498,0.714285714286,0.336177430726,0.111111111111,0.0571428571429,0.0244897959184,0.336177430726,-0.5,-0.384615384615,3,4830,807,9499,76,0.0,0,10,66,86,0.0396310460969,949,112,78,1139,0,837,0,0.11281108857,0,4493,0,1231,2246,0,7970,3262,0.104087732077,1052,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5720,17995,37,4705,close,close
17995,org/apache/catalina/session,org/apache/catalina/session/ManagerBase.java,3109,True,11,77,138,2,16,268,3,21,0.621233859397,682,450,0.659824046921,0.454545454545,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,1,MT_CORRECTNESS,0.00408163265306,VO_VOLATILE_INCREMENT,14,2,1,0.0177481974487,0.000554631170272,0.000554631170272,-1.0,0.0,0.0,0.280373831776,0.275845217156,-1.0,0.00272108843537,0.0190476190476,0.275845217156,-0.5,-1.0,99,13326,3109,17995,76,0.210738255034,0,10,66,86,0.0396310460969,612,430,1041,2083,9,182,62,0.184221708573,71,4493,0,1231,2246,53,7970,3262,0.104087732077,310,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,4978,17995,37,4705,open,open
17995,org/apache/catalina/session,org/apache/catalina/session/StandardManager.java,3109,True,97,10,138,3,16,268,14,21,0.726937269373,335,136,0.405970149254,0.546391752577,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,4,PERFORMANCE,0.0360544217687,DM_NUMBER_CTOR,18,2,1,0.0177481974487,0.00221852468109,0.000554631170272,1.0,0.905660377358,0.00569597721609,0.714285714286,0.336177430726,0.811320754717,0.0571428571429,0.0244897959184,0.336177430726,-0.5,0.5,47,13326,3109,17995,76,0.0,0,10,66,86,0.0396310460969,69,260,602,931,0,-191,0,0.0871795128899,0,4493,0,1231,2246,0,7970,3262,0.104087732077,1019,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,5687,17995,37,4705,close,close
17995,org/apache/catalina/session,org/apache/catalina/session/StandardManager.java,3109,True,85,10,138,3,12,268,18,21,0.446494464945,335,136,0.405970149254,0.470588235294,47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,4,STYLE,0.0489795918367,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.0177481974487,0.00221852468109,0.00166389351082,0.333333333333,0.5,0.0078125,0.303571428571,0.377930925742,0.0,0.0115646258503,0.0931972789116,0.377930925742,-0.5,0.5,33,9605,1696,14274,76,0.0,0,10,66,86,0.0396310460969,69,260,602,931,0,-191,0,0.0871795128899,0,4493,0,1231,2246,0,7970,3262,0.104087732077,1019,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5687,17995,37,4705,close,close
17995,org/apache/catalina/session,org/apache/catalina/session/StandardManager.java,3109,True,85,10,138,3,12,268,18,21,0.433579335793,335,136,0.405970149254,0.388235294118,47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,4,STYLE,0.0489795918367,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.0177481974487,0.00221852468109,0.00166389351082,0.333333333333,0.5,0.0078125,0.303571428571,0.377930925742,0.0,0.0115646258503,0.0931972789116,0.377930925742,-0.5,0.5,33,9605,1696,14274,76,0.0,0,10,66,86,0.0396310460969,69,260,602,931,0,-191,0,0.0871795128899,0,4493,0,1231,2246,0,7970,3262,0.104087732077,1019,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5687,17995,37,4705,close,close
17995,org/apache/catalina/session,org/apache/catalina/session/StandardManager.java,3109,True,85,10,138,3,0,268,18,21,0.533210332103,335,136,0.405970149254,1.0,47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,4,BAD_PRACTICE,0.0149659863946,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,3,0.0177481974487,0.00221852468109,0.00166389351082,0.333333333333,0.0,0.0,0.324427480916,0.625045053031,-1.0,0.0115646258503,0.0482993197279,0.625045053031,-0.5,0.5,47,13326,3109,17995,76,0.0,0,10,66,86,0.0396310460969,69,260,602,931,0,-191,0,0.0871795128899,0,4493,0,1231,2246,0,7970,3262,0.104087732077,1019,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,5687,17995,37,4705,open,open
17995,org/apache/catalina/session,org/apache/catalina/session/StandardSession.java,3109,True,70,66,138,3,0,268,14,21,0.448293963255,868,672,0.774193548387,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,10,BAD_PRACTICE,0.0387755102041,DE_MIGHT_IGNORE,19,3,1,0.0177481974487,0.00554631170272,0.000554631170272,-1.0,0.473684210526,0.00804217674917,0.324427480916,0.625045053031,-0.0526315789474,0.0115646258503,0.0482993197279,0.625045053031,-0.5,-0.8,78,13326,3109,17995,76,0.0,0,10,66,86,0.0396310460969,1535,195,51,1781,0,1340,0,0.139039684152,0,4493,0,1231,2246,0,7970,3262,0.104087732077,807,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,5475,17995,37,4705,open,open
17995,org/apache/catalina/session,org/apache/catalina/session/StandardSession.java,3109,True,36,66,138,3,0,268,8,21,0.966404199475,868,672,0.774193548387,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,10,BAD_PRACTICE,0.0387755102041,DE_MIGHT_IGNORE,19,3,1,0.0177481974487,0.00554631170272,0.000554631170272,-1.0,0.473684210526,0.00804217674917,0.324427480916,0.625045053031,-0.0526315789474,0.0115646258503,0.0482993197279,0.625045053031,-0.5,-0.8,78,13326,3109,17995,76,0.0,0,10,66,86,0.0396310460969,1535,195,51,1781,0,1340,0,0.139039684152,0,4493,0,1231,2246,0,7970,3262,0.104087732077,807,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,5475,17995,37,4705,open,open
17995,org/apache/catalina/session,org/apache/catalina/session/StandardSession.java,3109,True,26,66,138,3,0,268,5,21,0.220997375328,868,672,0.774193548387,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,10,BAD_PRACTICE,0.0387755102041,DE_MIGHT_IGNORE,19,3,1,0.0177481974487,0.00554631170272,0.000554631170272,-1.0,0.473684210526,0.00804217674917,0.324427480916,0.625045053031,-0.0526315789474,0.0115646258503,0.0482993197279,0.625045053031,-0.5,-0.8,78,13326,3109,17995,76,0.0,0,10,66,86,0.0396310460969,1535,195,51,1781,0,1340,0,0.139039684152,0,4493,0,1231,2246,0,7970,3262,0.104087732077,807,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,5475,17995,37,4705,open,open
17995,org/apache/catalina/session,org/apache/catalina/session/StandardSession.java,3109,True,0,66,138,3,4,268,1,21,0.0918635170604,868,672,0.774193548387,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,10,MALICIOUS_CODE,0.056462585034,MS_PKGPROTECT,18,2,0,0.0177481974487,0.00554631170272,0.0,0.0,0.168674698795,0.0107864265217,0.231578947368,0.160519172436,-0.66265060241,0.00272108843537,0.0421768707483,0.160519172436,-0.5,-0.8,76,13282,3092,17951,76,0.0,0,10,66,86,0.0396310460969,1535,195,51,1781,0,1340,0,0.139039684152,0,4493,0,1231,2246,0,7970,3262,0.104087732077,807,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,5475,17995,37,4705,close,close
17995,org/apache/catalina/session,org/apache/catalina/session/StandardSession.java,3109,True,72,66,138,3,0,268,18,21,0.818897637795,868,672,0.774193548387,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,10,STYLE,0.0544217687075,REC_CATCH_EXCEPTION,20,3,1,0.0177481974487,0.00554631170272,0.000554631170272,-1.0,0.175,0.00451171875,0.303571428571,0.377930925742,-0.65,0.0115646258503,0.0931972789116,0.377930925742,-0.5,-0.8,78,13326,3109,17995,76,0.0,0,10,66,86,0.0396310460969,1535,195,51,1781,0,1340,0,0.139039684152,0,4493,0,1231,2246,0,7970,3262,0.104087732077,807,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,5475,17995,37,4705,open,open
17995,org/apache/catalina/session,org/apache/catalina/session/StandardSession.java,3109,True,0,66,138,3,22,268,1,21,0.350656167979,868,672,0.774193548387,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32,10,PERFORMANCE,0.0258503401361,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.0177481974487,0.00554631170272,0.0,0.0,0.342105263158,0.0150046168052,0.714285714286,0.336177430726,-0.315789473684,0.0571428571429,0.0244897959184,0.336177430726,-0.5,-0.8,73,13168,2995,17837,76,0.0,0,10,66,86,0.0396310460969,1535,195,51,1781,0,1340,0,0.139039684152,0,4493,0,1231,2246,0,7970,3262,0.104087732077,807,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5475,17995,37,4705,open,open
17995,org/apache/catalina/ssi,org/apache/catalina/ssi/ExpressionParseTree.java,3109,True,16,5,1112,12,12,115,6,35,0.178654292343,263,114,0.433460076046,0.5625,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,STYLE,0.0115646258503,NP_LOAD_OF_KNOWN_NULL_VALUE,16,2,1,0.00721020521353,0.000554631170272,0.000554631170272,-1.0,0.0,0.0,0.303571428571,0.377930925742,-1.0,0.0115646258503,0.0931972789116,0.377930925742,-1.0,-1.0,12,13326,3109,17995,0,0.0,0,0,0,0,0.0,368,12,1,381,0,356,0,0.100791906101,0,1635,0,249,1641,0,3525,1386,0.0309971929332,1404,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6072,17995,1404,6072,open,open
17995,org/apache/catalina/ssi,org/apache/catalina/ssi/SSIExec.java,3109,True,70,1,1112,1,0,115,15,35,0.759036144578,48,30,0.625,1.0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,2,I18N,0.0353741496599,DM_DEFAULT_ENCODING,19,1,2,0.00721020521353,0.00110926234054,0.00110926234054,-1.0,0.230769230769,0.0887573964497,0.322033898305,0.0584959093235,-0.538461538462,0.00136054421769,0.0115646258503,0.0584959093235,-1.0,-1.0,11,13326,3109,17995,0,0.0,0,0,0,0,0.0,16,10,64,90,0,6,0,0.0102825642184,0,1635,0,249,1641,0,3525,1386,0.0309971929332,1406,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6074,17995,1404,6072,open,open
