F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Comparable<String>,F16-Comparable<Boolean>,F16-Map<String String>,F16-List<ObjectName>,F16-SkipResult,F16-Object,F16-PreparedStatement,F16-NA,F16-void,F16-byte[],F16-int,F16-MimePartDataSource,F16-boolean,F16-Comparable<Date>,F16-GSSCredential,F16-String,F16-Method,F16-KeyManager[],F16-JspApplicationContext,F16-Void,F3-NA,F3-Session,F3-Integer,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-byte[],F3-MappedHost[],F3-Object,F3-boolean,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-URL,F3-String[],F3-ObjectName,F7--,F7-&=,F7-++,F7-|=,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-HashMap<String Method>,F12-NA,F12-AtomicInteger,F12-TemplatePathMatchComparator,F12-boolean,F12-byte[],F12-Comparator<Session>,F17-static,F17-static-final,F17-final,F17-NA,F2-StringBuilder,F2-InstanceKeyDataSource,F2-ELParser,F2-NA,F2-SimpleCharStream,F2-ByteArrayOutputStream,F2-MBeanServer,F2-Properties,F2-Object,F2-Connection,F2-String,F2-JDBCStore,F2-AccessibleObject,F2-CharArrayWriter,F2-Class<>,F2-Long,F2-System,F2-Map<String LockRecord>,F2-Statement,F2-File,F6-NA,F6-java.lang.Long,F6-org.apache.jasper.compiler.JspConfig.JspProperty,F6-java.io.InputStreamReader,F6-org.apache.catalina.startup.FailedContext,F6-java.io.FileInputStream,F6-org.apache.el.parser.Token,F6-java.io.PrintStream,F6-java.net.URL,F6-java.lang.Float,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.tomcat.jni.Library,F6-java.util.Date,F6-java.lang.Double,F6-java.lang.Throwable,F6-java.io.BufferedReader,F6-org.apache.el.parser.PropertyNotFoundException,F13-private,F13-NA,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-invoke,F1-ReInit,F1-delete,F1-NA,F1-jj_ntk,F1-prepareStatement,F1-jj_consume_token,F1-getString,F1-setAccessible,F1-getBytes,F1-longValue,F1-get,F1-append,F1-getConnection,F1-equals,F1-openNodeScope,F1-put,F1-currentTimeMillis,F1-toString,F1-list,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.logging.Logger,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.OutputStream,F5-java.lang.Exception,F9-header,F9-cluster,F9-password,F9-encoding,F9-displayName,F9-username,F9-accessed,F9-sessionIdCol,F9-sessionAppCol,F9-locks,F9-attribute,F9-lastAccess,F9-size,F9-servletClass,F9-jaasConfiguration,F9-NA,F9-wrapper,F9-uniqueId,F9-membershipService,F9-message,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-Constructor,F4-long,F4-E,F4-PreparedStatement,F4-LockRecord,F4-Token,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-StringBuilder,F4-String,F4-int,F4-CharArrayWriter,F4-Method,F8-AccessLogValve,F8-StandardContext,F8-StandardWrapper,F8-AbstractCatalinaTask,F8-ResultSetProxy,F8-GatherState<A>,F8-StatementEntry,F8-MapMessage,F8-JAASRealm,F8-HostManagerServlet,F8-SingleSignOnEntry,F8-ContextService,F8-ChannelData,F8-CoordinationEvent,F8-JDBCStore,F8-NA,F8-FaultyMember,F8-ObjectReader,F8-ChannelCoordinator,F8-ResponseHeaderElement,F11-START_DATA,F11-INSTANCE,F11-type,F11-fnmap,F11-NA,F11-serialVersionUID,F11-comparator,F11-submittedCount,F11-hasHashCode,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mturk@apache.org,F71-jboynes@apache.org,F71-fschumacher@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,F74,F73,F84,F146,category
17995,org/apache/catalina/core,org/apache/catalina/core/ApplicationFilterFactory.java,3291,True,30,7,2118,2,16,1081,11,76,0.961414790997,176,87,0.494318181818,0.633333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,6,BAD_PRACTICE,0.011149825784,BIT_SIGNED_CHECK,19,3,5,0.0452289023718,0.00330943188086,0.00275785990072,-1.0,0.0,0.0,0.307692307692,0.616315175973,-1.0,0.011149825784,0.0466898954704,0.616315175973,-0.707317073171,-0.666666666667,10,11348,1950,14702,99,0.12962962963,11,70,29,180,0.0424662121871,59,82,311,452,14,-23,14,0.128011219483,28,17519,0,5711,10510,0,33740,11808,0.124247815139,50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3403,17995,25,3378,open
17995,org/apache/catalina/core,org/apache/catalina/core/ApplicationFilterFactory.java,3291,True,30,7,2118,2,16,1081,11,76,0.977491961415,176,87,0.494318181818,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,6,BAD_PRACTICE,0.011149825784,BIT_SIGNED_CHECK,19,3,5,0.0452289023718,0.00330943188086,0.00275785990072,-1.0,0.0,0.0,0.307692307692,0.616315175973,-1.0,0.011149825784,0.0466898954704,0.616315175973,-0.707317073171,-0.666666666667,9,11346,1950,14700,99,0.12962962963,11,70,29,180,0.0424662121871,59,82,311,452,14,-23,14,0.128011219483,28,17519,0,5711,10510,0,33740,11808,0.124247815139,50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3403,17995,25,3378,open
17995,org/apache/catalina/core,org/apache/catalina/core/ApplicationFilterFactory.java,3291,True,6,7,2118,2,10,1081,2,76,0.167202572347,176,87,0.494318181818,0.416666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,6,MT_CORRECTNESS,0.00348432055749,LI_LAZY_INIT_STATIC,17,3,1,0.0452289023718,0.00330943188086,0.000551571980143,1.0,0.2,0.0123076923077,0.171428571429,0.195102217971,-0.6,0.00209059233449,0.0118466898955,0.195102217971,-0.707317073171,-0.666666666667,25,14641,3291,17995,99,0.12962962963,11,70,29,180,0.0424662121871,59,82,311,452,14,-23,14,0.128011219483,28,17519,0,5711,10510,0,33740,11808,0.124247815139,50,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3403,17995,25,3378,close
17995,org/apache/catalina/core,org/apache/catalina/core/ApplicationHttpRequest.java,3291,True,18,38,2118,2,16,1081,5,76,0.921243523316,454,292,0.643171806167,0.666666666667,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,1,PERFORMANCE,0.00696864111498,WMI_WRONG_MAP_ITERATOR,18,2,1,0.0452289023718,0.000551571980143,0.000551571980143,1.0,1.0,0.0,0.623595505618,0.342618198932,1.0,0.0599303135889,0.0209059233449,0.342618198932,-0.707317073171,1.0,35,14641,3291,17995,99,0.0769230769231,11,70,29,180,0.0424662121871,79,46,713,838,11,33,11,0.0796637782115,22,17519,0,5711,10510,0,33740,11808,0.124247815139,50,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3403,17995,25,3378,close
3354,org/apache/catalina/core,org/apache/catalina/core/ApplicationPushBuilder.java,0,True,0,0,2118,1,0,1081,1,76,4.68333333333,26,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,3,BAD_PRACTICE,0.0202090592334,NM_CONFUSING,19,3,0,0.0452289023718,0.00165471594043,0.000275785990072,-0.5,0.310344827586,0.00690422308312,0.307692307692,0.616315175973,-0.379310344828,0.011149825784,0.0466898954704,0.616315175973,-0.707317073171,-1.0,0,14641,3291,17995,99,0.0,11,70,29,180,0.0424662121871,0,0,0,0,0,0,0,0.0,0,17519,0,5711,10510,0,33740,11808,0.124247815139,14637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17995,25,3378,open
17995,org/apache/catalina/core,org/apache/catalina/core/AprLifecycleListener.java,3291,True,0,13,2118,1,4,1081,1,76,0.19395465995,277,65,0.234657039711,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,11,MALICIOUS_CODE,0.0522648083624,MS_PKGPROTECT,18,2,0,0.0452289023718,0.00606729178158,0.0,0.0,0.12,0.00812307692308,0.174721189591,0.152647668653,-0.76,0.00348432055749,0.0292682926829,0.152647668653,-0.707317073171,-1.0,28,7264,1239,10618,99,0.180875576037,11,70,29,180,0.0424662121871,263,119,128,510,5,144,4,0.187233962076,11,17519,2,5711,10510,-1,33740,11808,0.124247815139,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3378,17995,25,3378,open
17995,org/apache/catalina/core,org/apache/catalina/core/AprLifecycleListener.java,3291,True,0,13,2118,1,4,1081,1,76,0.191435768262,277,65,0.234657039711,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,11,MALICIOUS_CODE,0.0522648083624,MS_PKGPROTECT,18,2,0,0.0452289023718,0.00606729178158,0.0,0.0,0.12,0.00812307692308,0.174721189591,0.152647668653,-0.76,0.00348432055749,0.0292682926829,0.152647668653,-0.707317073171,-1.0,77,14270,3085,17624,99,0.180875576037,11,70,29,180,0.0424662121871,263,119,128,510,5,144,4,0.187233962076,11,17519,2,5711,10510,-1,33740,11808,0.124247815139,25,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3378,17995,25,3378,open
17995,org/apache/catalina/core,org/apache/catalina/core/AprLifecycleListener.java,3291,True,0,13,2118,1,4,1081,1,76,0.196473551637,277,65,0.234657039711,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,11,MALICIOUS_CODE,0.0522648083624,MS_PKGPROTECT,18,2,0,0.0452289023718,0.00606729178158,0.0,0.0,0.12,0.00812307692308,0.174721189591,0.152647668653,-0.76,0.00348432055749,0.0292682926829,0.152647668653,-0.707317073171,-1.0,64,13301,2673,16655,99,0.180875576037,11,70,29,180,0.0424662121871,263,119,128,510,5,144,4,0.187233962076,11,17519,2,5711,10510,-1,33740,11808,0.124247815139,25,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3378,17995,25,3378,open
17995,org/apache/catalina/core,org/apache/catalina/core/AprLifecycleListener.java,3291,True,0,13,2118,1,4,1081,1,76,0.2040302267,277,65,0.234657039711,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,11,MALICIOUS_CODE,0.0522648083624,MS_PKGPROTECT,18,2,0,0.0452289023718,0.00606729178158,0.0,0.0,0.12,0.00812307692308,0.174721189591,0.152647668653,-0.76,0.00348432055749,0.0292682926829,0.152647668653,-0.707317073171,-1.0,56,12179,2125,15533,99,0.180875576037,11,70,29,180,0.0424662121871,263,119,128,510,5,144,4,0.187233962076,11,17519,2,5711,10510,-1,33740,11808,0.124247815139,25,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3378,17995,25,3378,open
17995,org/apache/catalina/core,org/apache/catalina/core/AprLifecycleListener.java,3291,True,0,13,2118,1,4,1081,1,76,0.201511335013,277,65,0.234657039711,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,11,MALICIOUS_CODE,0.0522648083624,MS_PKGPROTECT,18,2,0,0.0452289023718,0.00606729178158,0.0,0.0,0.12,0.00812307692308,0.174721189591,0.152647668653,-0.76,0.00348432055749,0.0292682926829,0.152647668653,-0.707317073171,-1.0,71,14155,3045,17509,99,0.180875576037,11,70,29,180,0.0424662121871,263,119,128,510,5,144,4,0.187233962076,11,17519,2,5711,10510,-1,33740,11808,0.124247815139,25,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3378,17995,25,3378,open
17995,org/apache/catalina/core,org/apache/catalina/core/AprLifecycleListener.java,3291,True,0,13,2118,1,4,1081,1,76,0.206549118388,277,65,0.234657039711,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,11,MALICIOUS_CODE,0.0522648083624,MS_PKGPROTECT,18,2,0,0.0452289023718,0.00606729178158,0.0,0.0,0.12,0.00812307692308,0.174721189591,0.152647668653,-0.76,0.00348432055749,0.0292682926829,0.152647668653,-0.707317073171,-1.0,28,7264,1239,10618,99,0.180875576037,11,70,29,180,0.0424662121871,263,119,128,510,5,144,4,0.187233962076,11,17519,2,5711,10510,-1,33740,11808,0.124247815139,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3378,17995,25,3378,open
17995,org/apache/catalina/core,org/apache/catalina/core/AprLifecycleListener.java,3291,True,0,13,2118,1,4,1081,1,76,0.198992443325,277,65,0.234657039711,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,11,MALICIOUS_CODE,0.0522648083624,MS_PKGPROTECT,18,2,0,0.0452289023718,0.00606729178158,0.0,0.0,0.12,0.00812307692308,0.174721189591,0.152647668653,-0.76,0.00348432055749,0.0292682926829,0.152647668653,-0.707317073171,-1.0,77,14270,3085,17624,99,0.180875576037,11,70,29,180,0.0424662121871,263,119,128,510,5,144,4,0.187233962076,11,17519,2,5711,10510,-1,33740,11808,0.124247815139,25,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3378,17995,25,3378,open
17995,org/apache/catalina/core,org/apache/catalina/core/AprLifecycleListener.java,3291,True,3,13,2118,1,8,1081,1,76,0.284634760705,277,65,0.234657039711,0.666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,11,STYLE,0.0132404181185,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,15,1,1,0.0452289023718,0.00606729178158,0.000551571980143,-1.0,0.0526315789474,0.0016620498615,0.238095238095,0.212761411423,-0.894736842105,0.012543554007,0.0696864111498,0.212761411423,-0.707317073171,-1.0,47,11008,1888,14362,99,0.180875576037,11,70,29,180,0.0424662121871,263,119,128,510,5,144,4,0.187233962076,11,17519,2,5711,10510,-1,33740,11808,0.124247815139,25,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3378,17995,25,3378,open
17995,org/apache/catalina/core,org/apache/catalina/core/AprLifecycleListener.java,3291,True,8,13,2118,1,12,1081,4,76,0.982367758186,277,65,0.234657039711,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,11,STYLE,0.0132404181185,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,17,2,1,0.0452289023718,0.00606729178158,0.000551571980143,-1.0,0.0526315789474,0.0016620498615,0.238095238095,0.212761411423,-0.894736842105,0.012543554007,0.0696864111498,0.212761411423,-0.707317073171,-1.0,28,7264,1239,10618,99,0.180875576037,11,70,29,180,0.0424662121871,263,119,128,510,5,144,4,0.187233962076,11,17519,2,5711,10510,-1,33740,11808,0.124247815139,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3378,17995,25,3378,open
