F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Comparable<String>,F16-String[],F16-Comparable<Boolean>,F16-Map<String String>,F16-List<ObjectName>,F16-SkipResult,F16-Object,F16-PreparedStatement,F16-NA,F16-void,F16-int,F16-SocketState,F16-boolean,F16-Comparable<Date>,F16-ELContextImpl,F16-String,F16-Method,F16-JspApplicationContext,F16-Void,F16-Response[],F3-NA,F3-Session,F3-Integer,F3-Class,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-byte[],F3-MappedHost[],F3-Object,F3-boolean,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-String[],F3-ObjectName,F7--,F7-&=,F7-++,F7-|=,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-HashMap<String Method>,F12-Future<Integer>,F12-NA,F12-boolean,F12-A,F12-byte[],F12-Comparator<Session>,F12-AtomicInteger,F12-TemplatePathMatchComparator,F12-ByteBuffer[],F12-StringManager,F17-static,F17-static-final,F17-final,F17-NA,F2-StringBuilder,F2-InstanceKeyDataSource,F2-ELParser,F2-NA,F2-SimpleCharStream,F2-ByteArrayOutputStream,F2-MBeanServer,F2-Properties,F2-Set<URL>,F2-Connection,F2-String,F2-JDBCStore,F2-AccessibleObject,F2-CharArrayWriter,F2-Class<>,F2-Long,F2-System,F2-Map<String LockRecord>,F2-Statement,F2-File,F6-NA,F6-java.lang.Long,F6-org.apache.jasper.compiler.JspConfig.JspProperty,F6-java.io.InputStreamReader,F6-java.io.EOFException,F6-java.io.FileInputStream,F6-org.apache.catalina.authenticator.jaspic.provider.TomcatAuthConfig,F6-org.apache.el.parser.Token,F6-java.io.PrintStream,F6-java.net.URL,F6-java.lang.Float,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.tomcat.util.net.TLSClientHelloExtractor,F6-org.apache.tomcat.jni.Library,F6-java.util.Date,F6-java.lang.Double,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-invoke,F1-ReInit,F1-delete,F1-NA,F1-jj_ntk,F1-prepareStatement,F1-jj_consume_token,F1-getString,F1-setAccessible,F1-longValue,F1-get,F1-execute,F1-append,F1-equals,F1-openNodeScope,F1-getProperty,F1-put,F1-currentTimeMillis,F1-toString,F1-list,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.logging.Logger,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.IOException,F5-java.io.OutputStream,F5-java.lang.Exception,F9-header,F9-cluster,F9-encoding,F9-displayName,F9-username,F9-accessed,F9-sessionIdCol,F9-sessionAppCol,F9-locks,F9-attribute,F9-lastAccess,F9-size,F9-servletClass,F9-jaasConfiguration,F9-NA,F9-wrapper,F9-serverAuthConfig,F9-uniqueId,F9-membershipService,F9-message,F10-NA,F10-true,F19-NA,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-Constructor,F4-long,F4-E,F4-PreparedStatement,F4-LockRecord,F4-Token,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-StringBuilder,F4-String,F4-int,F4-CharArrayWriter,F4-Method,F8-AccessLogValve,F8-StandardContext,F8-StandardWrapper,F8-AbstractCatalinaTask,F8-ResultSetProxy,F8-StatementEntry,F8-TomcatAuthConfigProvider,F8-MapMessage,F8-JAASRealm,F8-HostManagerServlet,F8-SingleSignOnEntry,F8-ContextService,F8-ChannelData,F8-CoordinationEvent,F8-JDBCStore,F8-NA,F8-FaultyMember,F8-ObjectReader,F8-ChannelCoordinator,F8-ResponseHeaderElement,F11-START_DATA,F11-length,F11-NA,F11-comparator,F11-submittedCount,F11-integer,F11-offset,F11-hasHashCode,F11-attachment,F11-buffers,F11-INSTANCE,F11-type,F11-fnmap,F11-serialVersionUID,F11-sm,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mturk@apache.org,F71-jboynes@apache.org,F71-fschumacher@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,F74,F73,F84,F146,category,status
17784,org/apache/catalina/tribes/group/interceptors,org/apache/catalina/tribes/group/interceptors/ThroughputInterceptor.java,3234,True,3,15,903,1,0,189,2,24,0.655629139073,106,21,0.198113207547,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,STYLE,0.00138792505205,ICAST_IDIV_CAST_TO_DOUBLE,17,2,1,0.0130979498861,0.00113895216401,0.000569476082005,-1.0,0.0,0.0,0.207818930041,0.219113214619,-1.0,0.0117973629424,0.0603747397641,0.219113214619,-0.913043478261,-1.0,1,395,40,3121,43,0.0238095238095,1,36,7,80,0.033317880604,134,13,88,235,0,121,0,0.0497205327183,1,1290,1,321,2019,0,3630,969,0.084810225658,379,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3104,17995,369,3094,open,open
17784,org/apache/catalina/tribes/group/interceptors,org/apache/catalina/tribes/group/interceptors/ThroughputInterceptor.java,3234,True,23,15,903,1,12,189,5,24,0.503311258278,106,21,0.198113207547,0.739130434783,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,STYLE,0.00138792505205,ICAST_IDIV_CAST_TO_DOUBLE,17,2,1,0.0130979498861,0.00113895216401,0.000569476082005,-1.0,0.0,0.0,0.207818930041,0.219113214619,-1.0,0.0117973629424,0.0603747397641,0.219113214619,-0.913043478261,-1.0,16,15058,3234,17784,43,0.0238095238095,1,36,7,80,0.033317880604,134,13,88,235,0,121,0,0.0497205327183,1,1290,1,321,2019,0,3630,969,0.084810225658,379,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3104,17995,369,3094,open,open
17784,org/apache/catalina/tribes/io,org/apache/catalina/tribes/io/ChannelData.java,3234,True,9,27,641,1,8,107,1,9,0.825737265416,206,135,0.655339805825,0.555555555556,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,BAD_PRACTICE,0.00138792505205,CN_IMPLEMENTS_CLONE_BUT_NOT_CLONEABLE,16,2,1,0.00797266514806,0.00398633257403,0.000569476082005,-1.0,0.0,0.0,0.2156133829,0.523015664066,-1.0,0.00971547536433,0.030534351145,0.523015664066,-0.857142857143,-1.0,18,15058,3234,17784,8,0.0,0,4,4,12,0.0223134328515,331,11,310,652,0,320,0,0.0688034568894,0,728,0,119,1118,0,1965,609,0.0428910923395,3353,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6078,17995,369,3094,open,open
17784,org/apache/catalina/tribes/io,org/apache/catalina/tribes/io/ChannelData.java,3234,True,20,27,641,1,0,107,1,9,0.592493297587,206,135,0.655339805825,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,STYLE,0.0270645385149,DLS_DEAD_LOCAL_STORE,17,2,1,0.00797266514806,0.00398633257403,0.000569476082005,-1.0,0.0512820512821,0.00156942588704,0.207818930041,0.219113214619,-0.897435897436,0.0117973629424,0.0603747397641,0.219113214619,-0.857142857143,-1.0,18,15058,3234,17784,8,0.0,0,4,4,12,0.0223134328515,331,11,310,652,0,320,0,0.0688034568894,0,728,0,119,1118,0,1965,609,0.0428910923395,3353,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6078,17995,369,3094,open,open
17784,org/apache/catalina/tribes/io,org/apache/catalina/tribes/io/ChannelData.java,3234,True,24,27,641,1,0,107,1,9,0.747989276139,206,135,0.655339805825,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,STYLE,0.0270645385149,DLS_DEAD_LOCAL_STORE,20,3,1,0.00797266514806,0.00398633257403,0.000569476082005,-1.0,0.0512820512821,0.00156942588704,0.207818930041,0.219113214619,-0.897435897436,0.0117973629424,0.0603747397641,0.219113214619,-0.857142857143,-1.0,18,15058,3234,17784,8,0.0,0,4,4,12,0.0223134328515,331,11,310,652,0,320,0,0.0688034568894,0,728,0,119,1118,0,1965,609,0.0428910923395,3353,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6078,17995,369,3094,open,open
17784,org/apache/catalina/tribes/io,org/apache/catalina/tribes/io/ChannelData.java,3234,True,3,27,641,1,8,107,1,9,0.335120643432,206,135,0.655339805825,0.666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,MALICIOUS_CODE,0.0541290770298,EI_EXPOSE_REP,18,2,1,0.00797266514806,0.00398633257403,0.000569476082005,-1.0,0.115384615385,0.00785161583978,0.141221374046,0.123384717684,-0.769230769231,0.00346981263012,0.0222068008328,0.123384717684,-0.857142857143,-1.0,18,15058,3234,17784,8,0.0,0,4,4,12,0.0223134328515,331,11,310,652,0,320,0,0.0688034568894,0,728,0,119,1118,0,1965,609,0.0428910923395,3353,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6078,17995,369,3094,open,open
17784,org/apache/catalina/tribes/io,org/apache/catalina/tribes/io/ChannelData.java,3234,True,5,27,641,1,8,107,1,9,0.233243967828,206,135,0.655339805825,0.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,MALICIOUS_CODE,0.0367800138793,EI_EXPOSE_REP2,18,2,1,0.00797266514806,0.00398633257403,0.000569476082005,-1.0,0.11320754717,0.00772243064874,0.141221374046,0.123384717684,-0.77358490566,0.00346981263012,0.0222068008328,0.123384717684,-0.857142857143,-1.0,18,15058,3234,17784,8,0.0,0,4,4,12,0.0223134328515,331,11,310,652,0,320,0,0.0688034568894,0,728,0,119,1118,0,1965,609,0.0428910923395,3353,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6078,17995,369,3094,open,open
17784,org/apache/catalina/tribes/io,org/apache/catalina/tribes/io/ChannelData.java,3234,True,3,27,641,1,8,107,1,9,0.351206434316,206,135,0.655339805825,0.666666666667,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,MALICIOUS_CODE,0.0367800138793,EI_EXPOSE_REP2,18,2,1,0.00797266514806,0.00398633257403,0.000569476082005,-1.0,0.11320754717,0.00772243064874,0.141221374046,0.123384717684,-0.77358490566,0.00346981263012,0.0222068008328,0.123384717684,-0.857142857143,-1.0,18,15058,3234,17784,8,0.0,0,4,4,12,0.0223134328515,331,11,310,652,0,320,0,0.0688034568894,0,728,0,119,1118,0,1965,609,0.0428910923395,3353,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6078,17995,369,3094,open,open
17784,org/apache/catalina/tribes/io,org/apache/catalina/tribes/io/XByteBuffer.java,3234,True,0,40,641,1,6,107,1,9,0.0885860306644,357,161,0.450980392157,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,3,BAD_PRACTICE,0.00346981263012,SE_BAD_FIELD,16,2,0,0.00797266514806,0.00170842824601,0.0,0.0,0.0,0.0,0.2156133829,0.523015664066,-1.0,0.00971547536433,0.030534351145,0.523015664066,-0.857142857143,-0.333333333333,25,15058,3234,17784,8,0.0526315789474,0,4,4,12,0.0223134328515,28,56,530,614,1,-28,2,0.0877624766534,3,728,0,119,1118,1,1965,609,0.0428910923395,369,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3094,17995,369,3094,open,open
17784,org/apache/catalina/tribes/io,org/apache/catalina/tribes/io/ObjectReader.java,3234,True,0,17,641,1,8,107,1,9,0.702662721893,87,56,0.64367816092,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,MT_CORRECTNESS,0.0416377515614,IS2_INCONSISTENT_SYNC,17,2,0,0.00797266514806,0.00113895216401,0.0,0.0,0.0833333333333,0.00545634920635,0.116071428571,0.216354786706,-0.833333333333,0.0,0.00902151283831,0.216354786706,-0.857142857143,-1.0,14,15058,3234,17784,8,0.031914893617,0,4,4,12,0.0223134328515,143,11,3,157,1,132,2,0.00960834875763,3,728,0,119,1118,1,1965,609,0.0428910923395,395,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3120,17995,369,3094,open,open
17784,org/apache/catalina/tribes/io,org/apache/catalina/tribes/io/ObjectReader.java,3234,True,0,17,641,1,8,107,1,9,0.479289940828,87,56,0.64367816092,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,MT_CORRECTNESS,0.0416377515614,IS2_INCONSISTENT_SYNC,20,3,0,0.00797266514806,0.00113895216401,0.0,0.0,0.0833333333333,0.00545634920635,0.116071428571,0.216354786706,-0.833333333333,0.0,0.00902151283831,0.216354786706,-0.857142857143,-1.0,14,15058,3234,17784,8,0.031914893617,0,4,4,12,0.0223134328515,143,11,3,157,1,132,2,0.00960834875763,3,728,0,119,1118,1,1965,609,0.0428910923395,395,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3120,17995,369,3094,open,open
17620,org/apache/catalina/tribes/io,org/apache/catalina/tribes/io/ReplicationStream.java,3175,True,4,7,641,1,8,107,1,9,0.352941176471,100,49,0.49,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,MALICIOUS_CODE,0.0367800138793,EI_EXPOSE_REP2,18,2,1,0.00797266514806,0.00113895216401,0.000569476082005,-1.0,0.11320754717,0.00772243064874,0.141221374046,0.123384717684,-0.77358490566,0.00346981263012,0.0222068008328,0.123384717684,-0.857142857143,-1.0,13,15058,3234,17784,8,0.0241935483871,0,4,4,12,0.0223134328515,59,16,93,168,1,43,2,0.0853100865502,3,728,0,119,1118,1,1965,609,0.0428910923395,395,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3120,17995,369,3094,open,open
17784,org/apache/catalina/tribes/io,org/apache/catalina/tribes/io/XByteBuffer.java,3234,True,15,40,641,1,8,107,1,9,0.597955706985,357,161,0.450980392157,0.866666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,STYLE,0.0270645385149,DLS_DEAD_LOCAL_STORE,20,3,1,0.00797266514806,0.00170842824601,0.000569476082005,-1.0,0.0512820512821,0.00156942588704,0.207818930041,0.219113214619,-0.897435897436,0.0117973629424,0.0603747397641,0.219113214619,-0.857142857143,-0.333333333333,25,15058,3234,17784,8,0.0526315789474,0,4,4,12,0.0223134328515,28,56,530,614,1,-28,2,0.0877624766534,3,728,0,119,1118,1,1965,609,0.0428910923395,369,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3094,17995,369,3094,open,open
