F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-SSLSocket,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Set<String>,F16-SSTableWriter,F16-CompositeData,F16-Long,F16-MessageOut,F16-Collection<ColumnFamily>,F16-File,F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-TCompactProtocol,F3-rows.size(),F3-Row,F3-byte[],F3-boolean,F3-char,F3-pager.isExhausted(),F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-BitSet,F3-input,F7--,F7-/,F7---,F7-++,F7-%,F7-+=,F7-&,F7-NA,F7-*=,F7-*,F7-+,F7-^=,F12-long,F12-int,F12-FixedValueComparator,F12-Map<AbstractType ReversedType>,F12-NA,F12-boolean,F12-TField,F12-Logger,F12-UTF8Type,F12-String,F12-TimeUUIDType,F12-double,F12-Histogram,F12-FloatType,F12-List<AbstractType>,F12-TStruct,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F12-Comparator<IndexInfo>,F17-static,F17-final,F17-NA,F2-Class,F2-NA,F2-Map<String String>,F2-Random,F2-Integer,F2-SSLFactory,F2-Math,F2-CqlLexer,F2-PrintStream,F2-CliLexer,F2-Object,F2-String,F2-TreeSet<ByteBuffer>,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-CqlParser,F2-Boolean,F2-File,F6-java.util.Random,F6-java.io.RandomAccessFile,F6-NA,F6-java.lang.Long,F6-java.io.FileOutputStream,F6-org.apache.cassandra.db.marshal.InetAddressType,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-org.apache.cassandra.io.compress.CompressedSequentialWriter,F6-java.io.PrintStream,F6-org.apache.thrift.protocol.TCompactProtocol,F6-java.lang.IllegalStateException,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.File,F6-java.lang.String,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.thrift.protocol.TField,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.Column,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-registerQuery,F1-size,F1-NA,F1-add,F1-getDeclaredField,F1-pushFollow,F1-write,F1-assertEquals,F1-println,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-match,F1-count,F1-createTempFile,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-java.util.concurrent.FutureTask,F5-AbstractType,F5-java.io.FilterOutputStream,F5-java.util.EventObject,F5-java.lang.Number,F5-AbstractCommutativeType,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.text.DateFormat,F9-meter,F9-id,F9-row_cache_size,F9-dataDir,F9-poolName,F9-description,F9-bloom_filter_fp_chance,F9-string,F9-key_cache_size,F9-bytes,F9-planId,F9-finalState,F9-keyspaceName,F9-dclocal_read_repair_chance,F9-NA,F9-path,F9-sessions,F9-keySpace,F9-columnFamilyName,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-List<ColumnDef>,F4-Raw,F4-byte[],F4-File,F4-void,F4-List,F4-int,F4-String,F4-Field,F4-BigInteger,F4-Class,F4-InetAddress,F4-byte,F8-ColumnFamilyMetricNameFactory,F8-CliClient,F8-MD5Digest,F8-StreamException,F8-KeyspaceMetricNameFactory,F8-NA,F8-StreamState,F8-ThreadPoolMetricNameFactory,F8-DifferencingCounter,F8-WriterThread,F8-MeasureableString,F8-CfDef,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-instances,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
4395,org/apache/cassandra/cql,org/apache/cassandra/cql/CreateColumnFamilyStatement.java,342,True,3,16,5036,1,0,367,2,38,0.426877470356,186,34,0.182795698925,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,I18N,0.0244210526316,DM_CONVERT_CASE,20,3,1,0.00337941628264,0.000102406554019,5.12032770097e-05,-1.0,0.120689655172,0.0530618311534,0.215189873418,0.00170492017491,-0.758620689655,0.00126315789474,0.0138947368421,0.00170492017491,-1.0,-1.0,61,7001,1390,9743,0,0.0,0,0,0,0,0.0,464,274,21,759,0,190,0,0.0723282891994,0,3057,0,10170,292,0,13519,-7113,0.0748930943591,640,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,3378,13775,584,3325,1
4395,org/apache/cassandra/cql,org/apache/cassandra/cql/CreateColumnFamilyStatement.java,342,True,3,16,5036,1,8,367,1,38,0.96442687747,186,34,0.182795698925,0.666666666667,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,PERFORMANCE,0.00336842105263,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.00337941628264,0.000102406554019,5.12032770097e-05,-1.0,0.125,0.00729166666667,0.475268817204,0.324297194273,-0.75,0.00926315789474,0.0917894736842,0.324297194273,-1.0,-1.0,9,3396,684,6138,0,0.0,0,0,0,0,0.0,464,274,21,759,0,190,0,0.0723282891994,0,3057,0,10170,292,0,13519,-7113,0.0748930943591,640,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3378,13775,584,3325,1
10289,org/apache/cassandra/cql,org/apache/cassandra/cql/CreateKeyspaceStatement.java,1468,True,5,5,5036,1,0,367,3,38,0.7875,37,34,0.918918918919,1.0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,PERFORMANCE,0.00336842105263,WMI_WRONG_MAP_ITERATOR,18,2,1,0.00337941628264,5.12032770097e-05,5.12032770097e-05,-1.0,0.0,0.0,0.475268817204,0.324297194273,-1.0,0.00926315789474,0.0917894736842,0.324297194273,-1.0,-1.0,16,8035,1524,10777,0,0.0,0,0,0,0,0.0,102,90,8,200,0,12,0,0.0835741708348,0,3057,0,10170,292,0,13519,-7113,0.0748930943591,1966,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,4708,13775,584,3325,1
5235,org/apache/cassandra/cql,org/apache/cassandra/cql/QueryProcessor.java,517,True,0,25,5036,2,0,367,1,38,0.0836083608361,719,49,0.0681502086231,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,I18N,0.0244210526316,DM_CONVERT_CASE,20,3,1,0.00337941628264,0.000102406554019,5.12032770097e-05,-1.0,0.120689655172,0.0530618311534,0.215189873418,0.00170492017491,-0.758620689655,0.00126315789474,0.0138947368421,0.00170492017491,-1.0,-1.0,19,3196,643,5938,0,0.0,0,0,0,0,0.0,1064,1356,150,2570,0,-292,0,0.12390608923,0,3057,0,10170,292,0,13519,-7113,0.0748930943591,584,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,3325,13775,584,3325,1
5235,org/apache/cassandra/cql,org/apache/cassandra/cql/QueryProcessor.java,517,True,4,25,5036,2,0,367,1,38,0.329482948295,719,49,0.0681502086231,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,I18N,0.0244210526316,DM_CONVERT_CASE,20,3,1,0.00337941628264,0.000102406554019,5.12032770097e-05,-1.0,0.120689655172,0.0530618311534,0.215189873418,0.00170492017491,-0.758620689655,0.00126315789474,0.0138947368421,0.00170492017491,-1.0,-1.0,104,7001,1390,9743,0,0.0,0,0,0,0,0.0,1064,1356,150,2570,0,-292,0,0.12390608923,0,3057,0,10170,292,0,13519,-7113,0.0748930943591,584,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,3325,13775,584,3325,1
11242,org/apache/cassandra/cql,org/apache/cassandra/cql/WhereClause.java,1600,True,24,18,5036,1,12,367,9,38,0.765625,121,46,0.380165289256,0.208333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,I18N,0.0244210526316,DM_CONVERT_CASE,20,3,1,0.00337941628264,0.000102406554019,5.12032770097e-05,-1.0,0.120689655172,0.0530618311534,0.215189873418,0.00170492017491,-0.758620689655,0.00126315789474,0.0138947368421,0.00170492017491,-1.0,-1.0,10,5711,1176,8453,0,0.0,0,0,0,0,0.0,94,174,23,291,0,-80,0,0.0443975096448,0,3057,0,10170,292,0,13519,-7113,0.0748930943591,1966,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4708,13775,584,3325,1
11242,org/apache/cassandra/cql,org/apache/cassandra/cql/WhereClause.java,1600,True,3,18,5036,1,8,367,1,38,0.59375,121,46,0.380165289256,0.666666666667,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,I18N,0.0244210526316,DM_CONVERT_CASE,20,3,1,0.00337941628264,0.000102406554019,5.12032770097e-05,-1.0,0.120689655172,0.0530618311534,0.215189873418,0.00170492017491,-0.758620689655,0.00126315789474,0.0138947368421,0.00170492017491,-1.0,-1.0,18,7001,1390,9743,0,0.0,0,0,0,0,0.0,94,174,23,291,0,-80,0,0.0443975096448,0,3057,0,10170,292,0,13519,-7113,0.0748930943591,1966,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,4708,13775,584,3325,1
5258,org/apache/cassandra/cql/hooks,org/apache/cassandra/cql/hooks/ExecutionContext.java,520,True,0,1,35,1,8,4,1,4,0.9375,17,26,1.52941176471,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,STYLE,0.0164210526316,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,20,3,0,0.000204813108039,5.12032770097e-05,0.0,0.0,0.025641025641,0.000861502187762,0.0985533453888,0.479462435416,-0.641025641026,0.00631578947368,0.0421052631579,0.479462435416,-1.0,-1.0,1,2516,520,5258,0,0.0,0,0,0,0,0.0,0,33,0,33,0,-33,0,0.00612699591534,0,0,0,124,0,0,124,-124,0.00568352607607,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4708,13775,1966,4708,1
5258,org/apache/cassandra/cql/hooks,org/apache/cassandra/cql/hooks/PreparationContext.java,520,True,0,1,35,1,8,4,1,4,0.897435897436,15,21,1.4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,STYLE,0.0164210526316,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,20,3,0,0.000204813108039,0.000153609831029,0.0,0.0,0.025641025641,0.000861502187762,0.0985533453888,0.479462435416,-0.641025641026,0.00631578947368,0.0421052631579,0.479462435416,-1.0,-1.0,1,2516,520,5258,0,0.0,0,0,0,0,0.0,0,28,0,28,0,-28,0,0.00506603944274,0,0,0,124,0,0,124,-124,0.00568352607607,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4708,13775,1966,4708,1
5258,org/apache/cassandra/cql/hooks,org/apache/cassandra/cql/hooks/PreparationContext.java,520,True,0,1,35,1,8,4,1,4,0.923076923077,15,21,1.4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,STYLE,0.0164210526316,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,20,3,0,0.000204813108039,0.000153609831029,0.0,0.0,0.025641025641,0.000861502187762,0.0985533453888,0.479462435416,-0.641025641026,0.00631578947368,0.0421052631579,0.479462435416,-1.0,-1.0,1,2516,520,5258,0,0.0,0,0,0,0,0.0,0,28,0,28,0,-28,0,0.00506603944274,0,0,0,124,0,0,124,-124,0.00568352607607,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4708,13775,1966,4708,1
5258,org/apache/cassandra/cql/hooks,org/apache/cassandra/cql/hooks/PreparationContext.java,520,True,0,1,35,1,8,4,1,4,0.948717948718,15,21,1.4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,STYLE,0.0164210526316,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,20,3,0,0.000204813108039,0.000153609831029,0.0,0.0,0.025641025641,0.000861502187762,0.0985533453888,0.479462435416,-0.641025641026,0.00631578947368,0.0421052631579,0.479462435416,-1.0,-1.0,1,2516,520,5258,0,0.0,0,0,0,0,0.0,0,28,0,28,0,-28,0,0.00506603944274,0,0,0,124,0,0,124,-124,0.00568352607607,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4708,13775,1966,4708,1
3100,org/apache/cassandra/cql3,org/apache/cassandra/cql3/AlterTableTest.java,76,True,0,4,16869,1,8,2160,1,336,0.573333333333,48,18,0.375,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,1,PERFORMANCE,0.0235789473684,URF_UNREAD_FIELD,20,3,0,0.0239631336406,5.12032770097e-05,0.0,0.0,0.0535714285714,0.00338010204082,0.475268817204,0.324297194273,-0.892857142857,0.00926315789474,0.0917894736842,0.324297194273,-0.978632478632,-1.0,0,8,0,2750,885,0.485714285714,36,254,631,1175,0.0437833739807,51,0,0,51,0,51,51,0.485714285714,51,8583,0,1894,804,51,11281,6689,0.0769056253756,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2750,13775,14,2750,1
