F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-ByteBuffer[][],F16-Token,F16-AbstractType,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-ListenableFutureTask,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-Map<Pair MapType>,F12-TField,F12-Logger,F12-Map<AbstractType SetType>,F12-String,F12-OptionSimple,F12-double,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-abstract,F17-static,F17-final,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-ArrayList<ReadCommand>,F2-Integer,F2-SSLFactory,F2-Math,F2-List<ByteBuffer>,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-Boolean,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-org.apache.cassandra.io.util.DataOutputStreamAndChannel,F6-NA,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.cli.MismatchedSetException,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.io.PrintStream,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-org.apache.thrift.protocol.TField,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-close,F1-compare,F1-pushFollow,F1-write,F1-assertEquals,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-match,F1-count,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-org.apache.cassandra.stress.settings.SettingsCommand$Options,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F5-java.text.DateFormat,F9-id,F9-dataDir,F9-displayPrefix,F9-max,F9-tries,F9-options,F9-firstInsertedKey,F9-wrapped,F9-key_cache_size,F9-delta,F9-planId,F9-keyspaceName,F9-min,F9-identityDistributions,F9-dclocal_read_repair_chance,F9-NA,F9-truncate,F9-generate,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-CommonTree,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-int,F4-String,F4-Field,F4-BigInteger,F4-long[],F4-OutputStream,F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-SettingsErrors,F8-NoSpamLogStatement,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-SamplerResult<S>,F8-DistributionQuantized,F8-NA,F8-SettingsPopulation,F8-StreamState,F8-SettingsInsert,F8-WriterThread,F8-SeedManager,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
2958,org/apache/cassandra/db,org/apache/cassandra/db/RecoveryManagerTest.java,134,True,23,5,8350,4,8,1676,5,471,0.820809248555,123,19,0.154471544715,0.130434782609,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,4,MT_CORRECTNESS,0.00113036925396,STCAL_INVOKE_ON_STATIC_DATE_FORMAT_INSTANCE,6,1,2,0.00862467272447,0.000205349350583,0.000102674675291,-1.0,0.0,0.0,0.322580645161,0.314460594582,-1.0,0.00113036925396,0.00301431801055,0.314460594582,-0.833333333333,-1.0,22,3296,657,5539,4848,0.0308375591183,328,9400,-4552,14576,0.0272122206701,158,83,0,241,9,75,2,0.0426067233973,11,38231,0,26747,4289,-7,69267,11484,0.061384817681,31,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2272,13775,11533,0,1
5021,org/apache/cassandra/db,org/apache/cassandra/db/RecoveryManagerTruncateTest.java,558,True,12,4,8350,1,0,1676,3,471,0.939890710383,114,41,0.359649122807,1.0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1,STYLE,0.0388093443858,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,1,0.00862467272447,5.13373376457e-05,5.13373376457e-05,-1.0,0.0291262135922,0.000975099216345,0.061433447099,0.089737984519,-0.941747572816,0.00301431801055,0.0244913338357,0.089737984519,-0.833333333333,-1.0,2,353,62,2596,4848,0.267347304971,328,9400,-4552,14576,0.0272122206701,144,10,1,155,2,134,120,0.0293826537655,122,38231,0,26747,4289,118,69267,11484,0.061384817681,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2272,13775,11533,0,1
4367,org/apache/cassandra/db,org/apache/cassandra/db/RowCacheTest.java,430,True,36,7,8350,1,8,1676,3,471,0.828125,175,37,0.211428571429,0.680555555556,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2,STYLE,0.051996985682,DLS_DEAD_LOCAL_STORE,17,2,1,0.00862467272447,0.000102674675291,5.13373376457e-05,-1.0,0.0869565217391,0.00273776155401,0.061433447099,0.089737984519,-0.81884057971,0.00301431801055,0.0244913338357,0.089737984519,-0.833333333333,-1.0,8,2585,511,4828,4848,0.00243139979159,328,9400,-4552,14576,0.0272122206701,189,55,4,248,2,134,1,0.0596478252004,7,38231,4,26747,4289,-1,69267,11484,0.061384817681,31,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2272,13775,11533,0,1
4367,org/apache/cassandra/db,org/apache/cassandra/db/RowCacheTest.java,430,True,36,7,8350,1,8,1676,1,471,0.560546875,175,37,0.211428571429,0.319444444444,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2,I18N,0.0388093443858,DM_DEFAULT_ENCODING,19,1,1,0.00862467272447,0.000102674675291,5.13373376457e-05,-1.0,0.155339805825,0.0656046752757,0.134408602151,0.00015897271627,-0.660194174757,0.00188394875659,0.00791258477769,0.00015897271627,-0.833333333333,-1.0,11,3440,688,5683,4848,0.00243139979159,328,9400,-4552,14576,0.0272122206701,189,55,4,248,2,134,1,0.0596478252004,7,38231,4,26747,4289,-1,69267,11484,0.061384817681,31,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2272,13775,11533,0,1
4302,org/apache/cassandra/db,org/apache/cassandra/db/RowIteratorFactory.java,423,True,0,1,8350,5,0,1676,1,471,0.576687116564,101,41,0.405940594059,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2,STYLE,0.00527505651846,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00862467272447,0.000102674675291,5.13373376457e-05,-1.0,0.214285714286,0.0058057705841,0.061433447099,0.089737984519,-0.571428571429,0.00301431801055,0.0244913338357,0.089737984519,-0.833333333333,-1.0,5,2124,430,4367,4848,0.00471253534402,328,9400,-4552,14576,0.0272122206701,103,264,25,392,135,-161,0,0.0846986440991,135,38231,0,26747,4289,-135,69267,11484,0.061384817681,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2282,13775,11533,0,1
4302,org/apache/cassandra/db,org/apache/cassandra/db/RowIteratorFactory.java,423,True,0,1,8350,5,0,1676,1,471,0.533742331288,101,41,0.405940594059,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2,STYLE,0.00527505651846,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00862467272447,0.000102674675291,5.13373376457e-05,-1.0,0.214285714286,0.0058057705841,0.061433447099,0.089737984519,-0.571428571429,0.00301431801055,0.0244913338357,0.089737984519,-0.833333333333,-1.0,42,8140,1571,10383,4848,0.00471253534402,328,9400,-4552,14576,0.0272122206701,103,264,25,392,135,-161,0,0.0846986440991,135,38231,0,26747,4289,-135,69267,11484,0.061384817681,44,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,2282,13775,11533,0,1
8639,org/apache/cassandra/db,org/apache/cassandra/db/RowPosition.java,1310,True,0,1,8350,4,0,1676,1,471,0.681415929204,72,30,0.416666666667,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2,STYLE,0.0286360211002,BC_UNCONFIRMED_CAST,20,3,1,0.00862467272447,0.000102674675291,5.13373376457e-05,-1.0,0.118421052632,0.0035999140319,0.061433447099,0.089737984519,-0.763157894737,0.00301431801055,0.0244913338357,0.089737984519,-0.833333333333,-1.0,2,2124,430,4367,4848,0.00309393033442,328,9400,-4552,14576,0.0272122206701,106,114,4,224,89,-8,0,0.0535086684114,89,38231,0,26747,4289,-89,69267,11484,0.061384817681,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2282,13775,11533,0,1
8639,org/apache/cassandra/db,org/apache/cassandra/db/RowPosition.java,1310,True,0,1,8350,4,0,1676,1,471,0.911504424779,72,30,0.416666666667,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2,STYLE,0.0286360211002,BC_UNCONFIRMED_CAST,20,3,1,0.00862467272447,0.000102674675291,5.13373376457e-05,-1.0,0.118421052632,0.0035999140319,0.061433447099,0.089737984519,-0.763157894737,0.00301431801055,0.0244913338357,0.089737984519,-0.833333333333,-1.0,2,2124,430,4367,4848,0.00309393033442,328,9400,-4552,14576,0.0272122206701,106,114,4,224,89,-8,0,0.0535086684114,89,38231,0,26747,4289,-89,69267,11484,0.061384817681,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2282,13775,11533,0,1
4414,org/apache/cassandra/db,org/apache/cassandra/db/RowTest.java,436,True,4,3,8350,1,0,1676,1,471,0.862831858407,74,21,0.283783783784,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1,I18N,0.0388093443858,DM_DEFAULT_ENCODING,19,1,1,0.00862467272447,5.13373376457e-05,5.13373376457e-05,-1.0,0.155339805825,0.0656046752757,0.134408602151,0.00015897271627,-0.660194174757,0.00188394875659,0.00791258477769,0.00015897271627,-0.833333333333,-1.0,10,2813,562,5056,4848,0.0755145797599,328,9400,-4552,14576,0.0272122206701,113,125,2,240,2,-12,28,0.016134772953,30,38231,0,26747,4289,26,69267,11484,0.061384817681,31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2272,13775,11533,0,1
4367,org/apache/cassandra/db,org/apache/cassandra/db/SerializationsTest.java,430,True,0,16,8350,5,8,1676,1,471,0.881443298969,305,31,0.101639344262,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,5,PERFORMANCE,0.00226073850791,SS_SHOULD_BE_STATIC,18,2,0,0.00862467272447,0.000256686688228,0.0,0.0,0.0,0.0,0.25641025641,0.102865614018,-0.666666666667,0.00678221552374,0.0467219291635,0.102865614018,-0.833333333333,-1.0,25,4543,912,6786,4848,0.00308737264588,328,9400,-4552,14576,0.0272122206701,505,572,9,1086,320,-67,0,0.0506657203705,320,38231,0,26747,4289,-320,69267,11484,0.061384817681,44,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,2282,13775,11533,0,1
4367,org/apache/cassandra/db,org/apache/cassandra/db/SerializationsTest.java,430,True,0,16,8350,5,8,1676,1,471,0.920103092784,305,31,0.101639344262,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,5,PERFORMANCE,0.00226073850791,SS_SHOULD_BE_STATIC,18,2,0,0.00862467272447,0.000256686688228,0.0,0.0,0.0,0.0,0.25641025641,0.102865614018,-0.666666666667,0.00678221552374,0.0467219291635,0.102865614018,-0.833333333333,-1.0,25,4543,912,6786,4848,0.00308737264588,328,9400,-4552,14576,0.0272122206701,505,572,9,1086,320,-67,0,0.0506657203705,320,38231,0,26747,4289,-320,69267,11484,0.061384817681,44,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,2282,13775,11533,0,1
4367,org/apache/cassandra/db,org/apache/cassandra/db/SerializationsTest.java,430,True,0,16,8350,5,8,1676,1,471,0.922680412371,305,31,0.101639344262,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,5,PERFORMANCE,0.00226073850791,SS_SHOULD_BE_STATIC,18,2,0,0.00862467272447,0.000256686688228,0.0,0.0,0.0,0.0,0.25641025641,0.102865614018,-0.666666666667,0.00678221552374,0.0467219291635,0.102865614018,-0.833333333333,-1.0,25,4543,912,6786,4848,0.00308737264588,328,9400,-4552,14576,0.0272122206701,505,572,9,1086,320,-67,0,0.0506657203705,320,38231,0,26747,4289,-320,69267,11484,0.061384817681,44,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,2282,13775,11533,0,1
