F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-ByteBuffer[][],F16-Token,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-File,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-CFMetaData,F3-Class,F3-EncryptionOptions,F3-Composites.EMPTY,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-type.toString().toLowerCase(),F3-boolean,F3-e.getKey().toLowerCase(),F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-BitSet,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-TField,F12-Logger,F12-String,F12-OptionSimple,F12-TimeUUIDType,F12-double,F12-Histogram,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-ColumnToCollectionType,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-static,F17-final,F17-NA,F2-Class,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-ArrayList<ReadCommand>,F2-Integer,F2-SSLFactory,F2-Math,F2-StandardTokenizerImpl,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-System,F2-Cql_Lexer,F2-Boolean,F2-SocketFactory,F2-OrderPreservingPartitioner,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-org.apache.cassandra.io.util.DataOutputStreamAndChannel,F6-java.io.RandomAccessFile,F6-NA,F6-org.apache.cassandra.db.marshal.LexicalUUIDType,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.db.marshal.InetAddressType,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.util.zip.Inflater,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-org.apache.cassandra.db.marshal.LongType,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-org.apache.thrift.protocol.TField,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-getDeclaredField,F1-pushFollow,F1-assertEquals,F1-string,F1-get,F1-getSSTables,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-put,F1-match,F1-count,F1-createTempFile,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-org.apache.cassandra.db.commitlog.CommitLogReplayer$ReplayFilter,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F5-java.text.DateFormat,F9-description,F9-bloom_filter_fp_chance,F9-displayPrefix,F9-max,F9-tries,F9-visits,F9-string,F9-key_cache_size,F9-delta,F9-distribution,F9-keyspaceName,F9-insert,F9-min,F9-dclocal_read_repair_chance,F9-mem,F9-NA,F9-userTypes,F9-out,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-ByteBuffer,F4-long,F4-SSLContext,F4-Socket,F4-Prepared,F4-byte[],F4-CachingOptions,F4-File,F4-void,F4-StringBuilder,F4-T,F4-int,F4-String,F4-Field,F4-BigInteger,F4-OutputStream,F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-FunctionName,F8-SettingsErrors,F8-StreamException,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-DistributionQuantized,F8-KeyspaceMetricNameFactory,F8-NA,F8-SettingsPopulation,F8-UTMetaData,F8-StreamState,F8-SettingsInsert,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-jakers@gmail.com,F71-benedict@apache.org,F71-marcuse@apache.org,F71-marcuse@spotify.com,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
5021,org/apache/cassandra/db/index,org/apache/cassandra/db/index/PerRowSecondaryIndexTest.java,283,True,0,6,399,3,15,103,1,16,0.800724637681,205,28,0.136585365854,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,PERFORMANCE,0.09181897302,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00046835970025,0.00046835970025,0.0,0.0,0.658767772512,0.0160566281723,0.555314533623,0.185121671597,0.440758293839,0.0156657963446,0.104003481288,0.185121671597,-0.333333333333,-0.333333333333,19,2898,544,6381,107,0.179112554113,14,14,93,135,0.0979424183633,82,37,0,119,5,45,39,0.0561903111601,44,1526,0,616,124,34,2266,910,0.0521214888993,240,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,3724,2272,101,3583,close
4782,org/apache/cassandra/db/index/composites,org/apache/cassandra/db/index/composites/CompositesSearcher.java,231,True,0,4,270,2,0,47,1,10,0.929260450161,209,63,0.301435406699,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,STYLE,0.023498694517,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,5.20399666944e-05,5.20399666944e-05,5.20399666944e-05,1.0,0.222222222222,0.00595998297148,0.203549060543,0.775948165323,-0.555555555556,0.00913838120104,0.0765883376849,0.775948165323,1.0,1.0,12,1611,302,5094,6,0.0,1,0,6,7,0.00540540540541,390,164,32,586,0,226,0,0.0739738878435,0,767,0,263,44,0,1074,504,0.0269073405392,606,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4089,13775,435,3917,close
3483,org/apache/cassandra/db/lifecycle,org/apache/cassandra/db/lifecycle/LogReplica.java,0,True,0,4,0,1,0,72,1,50,1.01960784314,65,22,0.338461538462,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,BAD_PRACTICE,0.00696257615318,NM_CONFUSING,19,3,0,0.00124895920067,5.20399666944e-05,2.60199833472e-05,-0.5,0.1875,0.00544084821429,0.449458483755,0.392275122396,-0.625,0.00435161009574,0.106179286336,0.392275122396,-1.0,-1.0,0,10292,2038,13775,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,10292,0,open
9943,org/apache/cassandra/db/marshal,org/apache/cassandra/db/marshal/AbstractCompositeType.java,1240,True,14,17,2566,3,0,461,2,80,0.384839650146,228,58,0.254385964912,1.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,STYLE,0.0578764142733,DLS_DEAD_LOCAL_STORE,20,3,1,0.00296627810158,5.20399666944e-05,5.20399666944e-05,1.0,0.248120300752,0.00643298679678,0.203549060543,0.775948165323,-0.503759398496,0.00913838120104,0.0765883376849,0.775948165323,-0.789473684211,1.0,18,4682,944,8165,28,0.0,0,4,24,32,0.0101072284424,126,162,25,313,0,-36,0,0.108818450691,0,4796,0,2012,201,0,7009,2784,0.0471457772655,738,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4220,13775,114,3596,close
5877,org/apache/cassandra/db/marshal,org/apache/cassandra/db/marshal/AsciiType.java,446,True,0,6,2566,2,3,461,1,80,0.473684210526,31,17,0.548387096774,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,2,BAD_PRACTICE,0.0187119234117,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,20,3,0,0.00296627810158,0.000104079933389,0.0,0.0,0.302325581395,0.00753302943676,0.449458483755,0.392275122396,-0.348837209302,0.00435161009574,0.106179286336,0.392275122396,-0.789473684211,0.0,38,9855,1897,13338,28,0.0,0,4,24,32,0.0101072284424,143,90,5,238,0,53,0,0.0690536625478,0,4796,0,2012,201,0,7009,2784,0.0471457772655,882,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,4365,13775,114,3596,close
5877,org/apache/cassandra/db/marshal,org/apache/cassandra/db/marshal/AsciiType.java,446,True,0,6,2566,2,4,461,1,80,0.789473684211,31,17,0.548387096774,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,PERFORMANCE,0.09181897302,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00296627810158,0.000104079933389,0.0,0.0,0.658767772512,0.0160566281723,0.555314533623,0.185121671597,0.440758293839,0.0156657963446,0.104003481288,0.185121671597,-0.789473684211,0.0,38,9855,1897,13338,28,0.0,0,4,24,32,0.0101072284424,143,90,5,238,0,53,0,0.0690536625478,0,4796,0,2012,201,0,7009,2784,0.0471457772655,882,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,4365,13775,114,3596,open
5877,org/apache/cassandra/db/marshal,org/apache/cassandra/db/marshal/BooleanType.java,446,True,0,5,2566,1,4,461,1,80,0.416666666667,40,18,0.45,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57,1,BAD_PRACTICE,0.0187119234117,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,20,3,0,0.00296627810158,5.20399666944e-05,0.0,0.0,0.302325581395,0.00753302943676,0.449458483755,0.392275122396,-0.348837209302,0.00435161009574,0.106179286336,0.392275122396,-0.789473684211,-1.0,17,6210,1198,9693,28,0.0,0,4,24,32,0.0101072284424,19,45,0,64,0,-26,0,0.0447198365617,0,4796,0,2012,201,0,7009,2784,0.0471457772655,882,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,4365,13775,114,3596,open
11359,org/apache/cassandra/db/marshal,org/apache/cassandra/db/marshal/BytesType.java,1440,True,0,8,2566,1,4,461,1,80,0.358024691358,50,20,0.4,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,1,BAD_PRACTICE,0.0187119234117,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,20,3,0,0.00296627810158,5.20399666944e-05,0.0,0.0,0.302325581395,0.00753302943676,0.449458483755,0.392275122396,-0.348837209302,0.00435161009574,0.106179286336,0.392275122396,-0.789473684211,-1.0,42,9851,1897,13334,28,0.0,0,4,24,32,0.0101072284424,141,26,0,167,0,115,0,0.0415834237677,0,4796,0,2012,201,0,7009,2784,0.0471457772655,555,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,4034,13775,114,3596,open
7565,org/apache/cassandra/db/marshal,org/apache/cassandra/db/marshal/CollectionType.java,808,True,6,15,2566,7,8,461,3,80,0.762589928058,90,25,0.277777777778,0.666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,STYLE,0.0230635335074,BC_UNCONFIRMED_CAST,20,3,1,0.00296627810158,0.000208159866778,5.20399666944e-05,-1.0,0.452830188679,0.00854396582414,0.203549060543,0.775948165323,-0.0566037735849,0.00913838120104,0.0765883376849,0.775948165323,-0.789473684211,-0.5,7,1217,220,4700,28,0.0735294117647,0,4,24,32,0.0101072284424,41,65,7,113,0,-24,5,0.0561386667943,5,4796,0,2012,201,5,7009,2784,0.0471457772655,344,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3829,13775,114,3596,open
7565,org/apache/cassandra/db/marshal,org/apache/cassandra/db/marshal/CollectionType.java,808,True,0,15,2566,7,0,461,1,80,0.496402877698,90,25,0.277777777778,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,CORRECTNESS,0.00739773716275,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,5,1,1,0.00296627810158,0.000208159866778,5.20399666944e-05,1.0,0.235294117647,0.0149942329873,0.285714285714,0.428403698859,-0.470588235294,0.000870322019147,0.00739773716275,0.428403698859,-0.789473684211,-0.5,0,346,60,3829,28,0.0735294117647,0,4,24,32,0.0101072284424,41,65,7,113,0,-24,5,0.0561386667943,5,4796,0,2012,201,5,7009,2784,0.0471457772655,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3829,13775,114,3596,close
4557,org/apache/cassandra/db/marshal,org/apache/cassandra/db/marshal/CollectionTypeTest.java,195,True,0,7,2566,5,8,461,1,80,0.716346153846,145,26,0.179310344828,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,PERFORMANCE,0.09181897302,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00296627810158,0.000208159866778,0.0,0.0,0.658767772512,0.0160566281723,0.555314533623,0.185121671597,0.440758293839,0.0156657963446,0.104003481288,0.185121671597,-0.789473684211,-1.0,0,736,134,4219,28,0.0,0,4,24,32,0.0101072284424,162,6,0,168,0,156,0,0.22507787048,0,4796,0,2012,201,0,7009,2784,0.0471457772655,737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4219,13775,114,3596,open
4557,org/apache/cassandra/db/marshal,org/apache/cassandra/db/marshal/CollectionTypeTest.java,195,True,0,7,2566,5,8,461,1,80,0.721153846154,145,26,0.179310344828,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,PERFORMANCE,0.09181897302,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00296627810158,0.000208159866778,0.0,0.0,0.658767772512,0.0160566281723,0.555314533623,0.185121671597,0.440758293839,0.0156657963446,0.104003481288,0.185121671597,-0.789473684211,-1.0,0,736,134,4219,28,0.0,0,4,24,32,0.0101072284424,162,6,0,168,0,156,0,0.22507787048,0,4796,0,2012,201,0,7009,2784,0.0471457772655,737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4219,13775,114,3596,open
